date,s07,prior,together
2007-06-20,-65.0,0.0,-65.0
2007-06-21,95.0,0.0,95.0
2007-06-22,15.0,0.0,15.0
2007-06-25,100.0,0.0,100.0
2007-06-26,215.0,0.0,215.0
2007-06-27,-310.0,0.0,-310.0
2007-06-28,-95.0,0.0,-95.0
2007-06-29,-85.0,0.0,-85.0
2007-07-02,125.0,0.0,125.0
2007-07-03,-135.0,0.0,-135.0
2007-07-05,-95.0,0.0,-95.0
2007-07-06,-95.0,0.0,-95.0
2007-07-09,-60.0,0.0,-60.0
2007-07-10,-170.0,0.0,-170.0
2007-07-11,95.0,0.0,95.0
2007-07-12,-110.0,0.0,-110.0
2007-07-13,15.0,0.0,15.0
2007-07-16,-175.0,0.0,-175.0
2007-07-18,-20.0,0.0,-20.0
2007-07-19,-50.0,0.0,-50.0
2007-07-20,-215.0,0.0,-215.0
2007-07-23,15.0,0.0,15.0
2007-07-24,-95.0,0.0,-95.0
2007-07-25,75.0,0.0,75.0
2007-07-26,-260.0,0.0,-260.0
2007-07-27,85.0,0.0,85.0
2007-07-30,-195.0,0.0,-195.0
2007-07-31,365.0,0.0,365.0
2007-08-01,-275.0,0.0,-275.0
2007-08-02,-85.0,0.0,-85.0
2007-08-03,190.0,0.0,190.0
2007-08-06,-175.0,0.0,-175.0
2007-08-07,-100.0,0.0,-100.0
2007-08-08,10.0,0.0,10.0
2007-08-09,345.0,0.0,345.0
2007-08-10,10.0,0.0,10.0
2007-08-13,55.0,0.0,55.0
2007-08-14,-395.0,0.0,-395.0
2007-08-15,140.0,0.0,140.0
2007-08-16,225.0,0.0,225.0
2007-08-17,315.0,0.0,315.0
2007-08-20,-10.0,0.0,-10.0
2007-08-21,-380.0,0.0,-380.0
2007-08-22,-15.0,0.0,-15.0
2007-08-24,-195.0,0.0,-195.0
2007-08-28,-270.0,0.0,-270.0
2007-08-29,215.0,0.0,215.0
2007-08-30,-685.0,0.0,-685.0
2007-08-31,120.0,0.0,120.0
2007-09-04,450.0,0.0,450.0
2007-09-05,125.0,0.0,125.0
2007-09-06,-145.0,0.0,-145.0
2007-09-07,255.0,0.0,255.0
2007-09-10,-670.0,0.0,-670.0
2007-09-11,60.0,0.0,60.0
2007-09-12,345.0,0.0,345.0
2007-09-14,235.0,0.0,235.0
2007-09-20,30.0,0.0,30.0
2007-09-21,-205.0,0.0,-205.0
2007-09-24,235.0,0.0,235.0
2007-09-25,-290.0,0.0,-290.0
2007-09-26,-85.0,0.0,-85.0
2007-09-27,75.0,0.0,75.0
2007-10-01,110.0,0.0,110.0
2007-10-02,45.0,0.0,45.0
2007-10-03,-140.0,0.0,-140.0
2007-10-04,-5.0,0.0,-5.0
2007-10-05,285.0,0.0,285.0
2007-10-09,-100.0,0.0,-100.0
2007-10-10,-40.0,0.0,-40.0
2007-10-11,-45.0,0.0,-45.0
2007-10-12,-445.0,0.0,-445.0
2007-10-15,-445.0,0.0,-445.0
2007-10-16,-310.0,0.0,-310.0
2007-10-17,50.0,0.0,50.0
2007-10-18,-130.0,0.0,-130.0
2007-10-19,690.0,0.0,690.0
2007-10-22,-625.0,0.0,-625.0
2007-10-23,-255.0,0.0,-255.0
2007-10-24,630.0,0.0,630.0
2007-10-25,60.0,0.0,60.0
2007-10-29,-40.0,0.0,-40.0
2007-10-30,25.0,0.0,25.0
2007-10-31,-130.0,0.0,-130.0
2007-11-01,-170.0,0.0,-170.0
2007-11-02,375.0,0.0,375.0
2007-11-05,-395.0,0.0,-395.0
2007-11-06,305.0,0.0,305.0
2007-11-07,-35.0,0.0,-35.0
2007-11-08,385.0,0.0,385.0
2007-11-09,25.0,0.0,25.0
2007-11-12,-190.0,0.0,-190.0
2007-11-13,485.0,0.0,485.0
2007-11-14,520.0,0.0,520.0
2007-11-15,0.0,0.0,0.0
2007-11-16,245.0,0.0,245.0
2007-11-19,230.0,0.0,230.0
2007-11-20,475.0,0.0,475.0
2007-11-21,125.0,0.0,125.0
2007-11-23,-100.0,0.0,-100.0
2007-11-26,170.0,0.0,170.0
2007-11-27,-500.0,0.0,-500.0
2007-11-28,445.0,0.0,445.0
2007-11-29,330.0,0.0,330.0
2007-11-30,650.0,0.0,650.0
2007-12-04,-295.0,0.0,-295.0
2007-12-05,-440.0,0.0,-440.0
2007-12-06,140.0,0.0,140.0
2007-12-07,45.0,0.0,45.0
2007-12-10,-150.0,0.0,-150.0
2007-12-11,-10.0,0.0,-10.0
2007-12-12,-145.0,0.0,-145.0
2007-12-14,270.0,0.0,270.0
2007-12-17,265.0,0.0,265.0
2007-12-18,425.0,0.0,425.0
2007-12-19,-190.0,0.0,-190.0
2007-12-20,90.0,0.0,90.0
2007-12-21,25.0,0.0,25.0
2007-12-28,-210.0,0.0,-210.0
2008-01-02,-665.0,0.0,-665.0
2008-01-04,-480.0,0.0,-480.0
2008-01-07,-180.0,0.0,-180.0
2008-01-08,-165.0,0.0,-165.0
2008-01-09,30.0,0.0,30.0
2008-01-10,-170.0,0.0,-170.0
2008-01-11,20.0,0.0,20.0
2008-01-14,-55.0,0.0,-55.0
2008-01-16,-275.0,0.0,-275.0
2008-01-17,260.0,0.0,260.0
2008-01-18,-90.0,0.0,-90.0
2008-01-22,-940.0,0.0,-940.0
2008-01-23,-455.0,0.0,-455.0
2008-01-24,-235.0,0.0,-235.0
2008-01-25,810.0,0.0,810.0
2008-01-28,-285.0,0.0,-285.0
2008-01-29,60.0,0.0,60.0
2008-01-30,80.0,0.0,80.0
2008-01-31,600.0,0.0,600.0
2008-02-01,265.0,0.0,265.0
2008-02-04,65.0,0.0,65.0
2008-02-05,20.0,0.0,20.0
2008-02-06,-215.0,0.0,-215.0
2008-02-07,120.0,0.0,120.0
2008-02-08,-435.0,0.0,-435.0
2008-02-12,-145.0,0.0,-145.0
2008-02-13,-80.0,0.0,-80.0
2008-02-14,310.0,0.0,310.0
2008-02-15,0.0,0.0,0.0
2008-02-19,295.0,0.0,295.0
2008-02-20,20.0,0.0,20.0
2008-02-21,305.0,0.0,305.0
2008-02-22,300.0,0.0,300.0
2008-02-26,-115.0,0.0,-115.0
2008-02-27,-440.0,0.0,-440.0
2008-02-28,-130.0,0.0,-130.0
2008-02-29,-295.0,0.0,-295.0
2008-03-03,-225.0,0.0,-225.0
2008-03-04,-195.0,0.0,-195.0
2008-03-05,-290.0,0.0,-290.0
2008-03-06,-155.0,0.0,-155.0
2008-03-07,-280.0,0.0,-280.0
2008-03-10,235.0,0.0,235.0
2008-03-11,-155.0,0.0,-155.0
2008-03-12,-280.0,0.0,-280.0
2008-03-13,-150.0,0.0,-150.0
2008-03-14,710.0,0.0,710.0
2008-03-17,95.0,0.0,95.0
2008-03-18,185.0,0.0,185.0
2008-03-19,-35.0,0.0,-35.0
2008-03-20,165.0,0.0,165.0
2008-03-24,785.0,0.0,785.0
2008-03-25,-105.0,0.0,-105.0
2008-03-26,-135.0,0.0,-135.0
2008-03-27,-260.0,0.0,-260.0
2008-03-28,-75.0,0.0,-75.0
2008-03-31,-100.0,0.0,-100.0
2008-04-01,-435.0,0.0,-435.0
2008-04-02,-240.0,0.0,-240.0
2008-04-03,40.0,0.0,40.0
2008-04-04,-115.0,0.0,-115.0
2008-04-07,-110.0,0.0,-110.0
2008-04-08,-260.0,0.0,-260.0
2008-04-09,385.0,0.0,385.0
2008-04-10,395.0,0.0,395.0
2008-04-11,-200.0,0.0,-200.0
2008-04-14,90.0,0.0,90.0
2008-04-15,-460.0,0.0,-460.0
2008-04-16,-370.0,0.0,-370.0
2008-04-17,235.0,0.0,235.0
2008-04-18,185.0,0.0,185.0
2008-04-21,25.0,0.0,25.0
2008-04-22,120.0,0.0,120.0
2008-04-23,-255.0,0.0,-255.0
2008-04-24,-20.0,0.0,-20.0
2008-04-25,445.0,0.0,445.0
2008-04-29,150.0,0.0,150.0
2008-04-30,200.0,0.0,200.0
2008-05-01,570.0,0.0,570.0
2008-05-02,240.0,0.0,240.0
2008-05-05,-95.0,0.0,-95.0
2008-05-06,-105.0,0.0,-105.0
2008-05-07,10.0,0.0,10.0
2008-05-08,150.0,0.0,150.0
2008-05-09,-210.0,0.0,-210.0
2008-05-12,-300.0,0.0,-300.0
2008-05-13,145.0,0.0,145.0
2008-05-15,-250.0,0.0,-250.0
2008-05-16,340.0,0.0,340.0
2008-05-20,260.0,0.0,260.0
2008-05-21,-225.0,0.0,-225.0
2008-05-22,75.0,0.0,75.0
2008-05-23,-315.0,0.0,-315.0
2008-05-27,75.0,0.0,75.0
2008-05-28,300.0,0.0,300.0
2008-05-29,160.0,0.0,160.0
2008-05-30,-155.0,0.0,-155.0
2008-06-02,-520.0,0.0,-520.0
2008-06-03,150.0,0.0,150.0
2008-06-04,785.0,0.0,785.0
2008-06-05,-400.0,0.0,-400.0
2008-06-06,305.0,0.0,305.0
2008-06-09,230.0,0.0,230.0
2008-06-10,35.0,0.0,35.0
2008-06-11,-565.0,0.0,-565.0
2008-06-12,95.0,0.0,95.0
2008-06-13,385.0,0.0,385.0
2008-06-16,385.0,0.0,385.0
2008-06-17,30.0,0.0,30.0
2008-06-18,-225.0,0.0,-225.0
2008-06-19,-10.0,0.0,-10.0
2008-06-20,425.0,0.0,425.0
2008-06-23,385.0,0.0,385.0
2008-06-24,-25.0,0.0,-25.0
2008-06-25,405.0,0.0,405.0
2008-06-26,320.0,0.0,320.0
2008-06-27,-260.0,0.0,-260.0
2008-06-30,-195.0,0.0,-195.0
2008-07-01,460.0,0.0,460.0
2008-07-02,355.0,0.0,355.0
2008-07-03,-40.0,0.0,-40.0
2008-07-07,85.0,0.0,85.0
2008-07-08,-345.0,0.0,-345.0
2008-07-09,-155.0,0.0,-155.0
2008-07-10,-15.0,0.0,-15.0
2008-07-11,200.0,0.0,200.0
2008-07-14,480.0,0.0,480.0
2008-07-15,30.0,0.0,30.0
2008-07-16,-355.0,0.0,-355.0
2008-07-17,-325.0,0.0,-325.0
2008-07-18,-65.0,0.0,-65.0
2008-07-21,120.0,0.0,120.0
2008-07-22,-320.0,0.0,-320.0
2008-07-23,-615.0,0.0,-615.0
2008-07-24,400.0,0.0,400.0
2008-07-25,250.0,0.0,250.0
2008-07-28,-285.0,0.0,-285.0
2008-07-29,460.0,0.0,460.0
2008-07-30,-125.0,0.0,-125.0
2008-07-31,545.0,0.0,545.0
2008-08-01,315.0,0.0,315.0
2008-08-04,20.0,0.0,20.0
2008-08-05,320.0,0.0,320.0
2008-08-06,-195.0,0.0,-195.0
2008-08-07,70.0,0.0,70.0
2008-08-08,-700.0,0.0,-700.0
2008-08-11,-485.0,0.0,-485.0
2008-08-12,-440.0,0.0,-440.0
2008-08-13,-265.0,0.0,-265.0
2008-08-14,470.0,0.0,470.0
2008-08-15,-75.0,0.0,-75.0
2008-08-18,135.0,0.0,135.0
2008-08-19,35.0,0.0,35.0
2008-08-20,-100.0,0.0,-100.0
2008-08-21,-135.0,0.0,-135.0
2008-08-22,55.0,0.0,55.0
2008-08-25,265.0,0.0,265.0
2008-08-26,-35.0,0.0,-35.0
2008-08-27,-80.0,0.0,-80.0
2008-08-28,-240.0,0.0,-240.0
2008-08-29,485.0,0.0,485.0
2008-09-02,105.0,0.0,105.0
2008-09-03,-250.0,0.0,-250.0
2008-09-04,-420.0,0.0,-420.0
2008-09-05,-315.0,0.0,-315.0
2008-09-08,-775.0,0.0,-775.0
2008-09-09,-180.0,0.0,-180.0
2008-09-10,125.0,0.0,125.0
2008-09-11,500.0,0.0,500.0
2008-09-12,205.0,0.0,205.0
2008-09-15,300.0,0.0,300.0
2008-09-16,165.0,0.0,165.0
2008-09-17,430.0,0.0,430.0
2008-09-18,-770.0,0.0,-770.0
2008-09-19,655.0,0.0,655.0
2008-09-22,465.0,0.0,465.0
2008-09-23,195.0,0.0,195.0
2008-09-24,-195.0,0.0,-195.0
2008-09-25,-450.0,0.0,-450.0
2008-09-26,-340.0,0.0,-340.0
2008-09-29,980.0,0.0,980.0
2008-09-30,305.0,0.0,305.0
2008-10-01,450.0,0.0,450.0
2008-10-02,750.0,0.0,750.0
2008-10-03,440.0,0.0,440.0
2008-10-06,720.0,0.0,720.0
2008-10-07,-435.0,0.0,-435.0
2008-10-08,600.0,0.0,600.0
2008-10-10,120.0,0.0,120.0
2008-10-13,-360.0,0.0,-360.0
2008-10-14,1165.0,0.0,1165.0
2008-10-15,500.0,0.0,500.0
2008-10-16,620.0,0.0,620.0
2008-10-17,-690.0,0.0,-690.0
2008-10-20,550.0,0.0,550.0
2008-10-22,-60.0,0.0,-60.0
2008-10-23,70.0,0.0,70.0
2008-10-27,-100.0,0.0,-100.0
2008-10-28,-345.0,0.0,-345.0
2008-10-29,-175.0,0.0,-175.0
2008-10-30,150.0,0.0,150.0
2008-10-31,-475.0,0.0,-475.0
2008-11-03,-115.0,0.0,-115.0
2008-11-04,-255.0,0.0,-255.0
2008-11-05,125.0,0.0,125.0
2008-11-06,-405.0,0.0,-405.0
2008-11-07,15.0,0.0,15.0
2008-11-10,505.0,0.0,505.0
2008-11-11,390.0,0.0,390.0
2008-11-12,130.0,0.0,130.0
2008-11-13,-300.0,0.0,-300.0
2008-11-14,430.0,0.0,430.0
2008-11-17,50.0,0.0,50.0
2008-11-18,-135.0,0.0,-135.0
2008-11-19,395.0,0.0,395.0
2008-11-20,155.0,0.0,155.0
2008-11-21,110.0,0.0,110.0
2008-11-24,-440.0,0.0,-440.0
2008-11-25,390.0,0.0,390.0
2008-11-26,650.0,0.0,650.0
2008-11-28,-95.0,0.0,-95.0
2008-12-01,570.0,0.0,570.0
2008-12-02,-445.0,0.0,-445.0
2008-12-03,945.0,0.0,945.0
2008-12-04,205.0,0.0,205.0
2008-12-05,-355.0,0.0,-355.0
2008-12-08,-415.0,0.0,-415.0
2008-12-09,-690.0,0.0,-690.0
2008-12-10,-255.0,0.0,-255.0
2008-12-11,-340.0,0.0,-340.0
2008-12-12,-565.0,0.0,-565.0
2008-12-15,505.0,0.0,505.0
2008-12-16,-240.0,0.0,-240.0
2008-12-17,75.0,0.0,75.0
2008-12-18,-40.0,0.0,-40.0
2008-12-19,50.0,0.0,50.0
2008-12-22,390.0,0.0,390.0
2008-12-23,-90.0,0.0,-90.0
2008-12-29,435.0,0.0,435.0
2008-12-31,-400.0,0.0,-400.0
2009-01-02,480.0,0.0,480.0
2009-01-05,-110.0,0.0,-110.0
2009-01-06,-25.0,0.0,-25.0
2009-01-07,-105.0,0.0,-105.0
2009-01-08,50.0,0.0,50.0
2009-01-09,405.0,0.0,405.0
2009-01-12,325.0,0.0,325.0
2009-01-13,-260.0,0.0,-260.0
2009-01-14,-360.0,0.0,-360.0
2009-01-15,-160.0,0.0,-160.0
2009-01-16,170.0,0.0,170.0
2009-01-20,515.0,0.0,515.0
2009-01-21,-205.0,0.0,-205.0
2009-01-22,10.0,0.0,10.0
2009-01-23,355.0,0.0,355.0
2009-01-27,-205.0,0.0,-205.0
2009-01-28,260.0,0.0,260.0
2009-01-29,45.0,0.0,45.0
2009-01-30,-610.0,0.0,-610.0
2009-02-02,320.0,0.0,320.0
2009-02-03,-90.0,0.0,-90.0
2009-02-04,-540.0,0.0,-540.0
2009-02-05,615.0,0.0,615.0
2009-02-06,-450.0,0.0,-450.0
2009-02-09,-135.0,0.0,-135.0
2009-02-10,-575.0,0.0,-575.0
2009-02-11,10.0,0.0,10.0
2009-02-12,-270.0,0.0,-270.0
2009-02-13,-30.0,0.0,-30.0
2009-02-17,-225.0,0.0,-225.0
2009-02-18,-120.0,0.0,-120.0
2009-02-19,-305.0,0.0,-305.0
2009-02-20,150.0,0.0,150.0
2009-02-23,530.0,0.0,530.0
2009-02-24,-195.0,0.0,-195.0
2009-02-25,55.0,0.0,55.0
2009-02-26,35.0,0.0,35.0
2009-02-27,110.0,0.0,110.0
2009-03-02,-155.0,0.0,-155.0
2009-03-03,245.0,0.0,245.0
2009-03-04,-410.0,0.0,-410.0
2009-03-05,-310.0,0.0,-310.0
2009-03-06,570.0,0.0,570.0
2009-03-09,-105.0,0.0,-105.0
2009-03-10,560.0,0.0,560.0
2009-03-11,-240.0,0.0,-240.0
2009-03-12,185.0,0.0,185.0
2009-03-13,20.0,0.0,20.0
2009-03-16,75.0,0.0,75.0
2009-03-17,125.0,0.0,125.0
2009-03-18,-5.0,0.0,-5.0
2009-03-19,310.0,0.0,310.0
2009-03-20,-145.0,0.0,-145.0
2009-03-23,-465.0,0.0,-465.0
2009-03-24,-15.0,0.0,-15.0
2009-03-25,60.0,0.0,60.0
2009-03-26,150.0,0.0,150.0
2009-03-30,460.0,0.0,460.0
2009-03-31,15.0,0.0,15.0
2009-04-01,-605.0,0.0,-605.0
2009-04-02,550.0,0.0,550.0
2009-04-06,135.0,0.0,135.0
2009-04-07,10.0,0.0,10.0
2009-04-08,-25.0,0.0,-25.0
2009-04-09,-240.0,0.0,-240.0
2009-04-13,80.0,0.0,80.0
2009-04-14,-60.0,0.0,-60.0
2009-04-15,60.0,0.0,60.0
2009-04-16,60.0,0.0,60.0
2009-04-20,-375.0,0.0,-375.0
2009-04-21,310.0,0.0,310.0
2009-04-22,700.0,0.0,700.0
2009-04-23,285.0,0.0,285.0
2009-04-24,-415.0,0.0,-415.0
2009-04-27,355.0,0.0,355.0
2009-04-28,-245.0,0.0,-245.0
2009-04-29,325.0,0.0,325.0
2009-04-30,-365.0,0.0,-365.0
2009-05-01,5.0,0.0,5.0
2009-05-04,-270.0,0.0,-270.0
2009-05-05,120.0,0.0,120.0
2009-05-06,525.0,0.0,525.0
2009-05-07,795.0,0.0,795.0
2009-05-08,240.0,0.0,240.0
2009-05-11,405.0,0.0,405.0
2009-05-12,515.0,0.0,515.0
2009-05-13,290.0,0.0,290.0
2009-05-14,175.0,0.0,175.0
2009-05-15,280.0,0.0,280.0
2009-05-18,30.0,0.0,30.0
2009-05-19,-255.0,0.0,-255.0
2009-05-20,250.0,0.0,250.0
2009-05-21,295.0,0.0,295.0
2009-05-22,-50.0,0.0,-50.0
2009-05-26,980.0,0.0,980.0
2009-05-27,-400.0,0.0,-400.0
2009-05-28,-260.0,0.0,-260.0
2009-05-29,65.0,0.0,65.0
2009-06-01,-495.0,0.0,-495.0
2009-06-02,-245.0,0.0,-245.0
2009-06-03,20.0,0.0,20.0
2009-06-04,20.0,0.0,20.0
2009-06-05,230.0,0.0,230.0
2009-06-08,-285.0,0.0,-285.0
2009-06-09,-15.0,0.0,-15.0
2009-06-10,490.0,0.0,490.0
2009-06-11,160.0,0.0,160.0
2009-06-12,155.0,0.0,155.0
2009-06-15,335.0,0.0,335.0
2009-06-16,-125.0,0.0,-125.0
2009-06-17,-140.0,0.0,-140.0
2009-06-18,-30.0,0.0,-30.0
2009-06-22,-460.0,0.0,-460.0
2009-06-23,175.0,0.0,175.0
2009-06-24,-410.0,0.0,-410.0
2009-06-25,545.0,0.0,545.0
2009-06-26,110.0,0.0,110.0
2009-06-30,-290.0,0.0,-290.0
2009-07-01,-165.0,0.0,-165.0
2009-07-02,230.0,0.0,230.0
2009-07-06,75.0,0.0,75.0
2009-07-07,355.0,0.0,355.0
2009-07-08,270.0,0.0,270.0
2009-07-09,5.0,0.0,5.0
2009-07-10,-150.0,0.0,-150.0
2009-07-13,-235.0,0.0,-235.0
2009-07-14,120.0,0.0,120.0
2009-07-15,335.0,0.0,335.0
2009-07-16,75.0,0.0,75.0
2009-07-17,-10.0,0.0,-10.0
2009-07-20,-175.0,0.0,-175.0
2009-07-21,100.0,0.0,100.0
2009-07-22,-290.0,0.0,-290.0
2009-07-23,545.0,0.0,545.0
2009-07-24,45.0,0.0,45.0
2009-07-27,-125.0,0.0,-125.0
2009-07-28,-160.0,0.0,-160.0
2009-07-29,-105.0,0.0,-105.0
2009-07-30,-210.0,0.0,-210.0
2009-07-31,20.0,0.0,20.0
2009-08-03,75.0,0.0,75.0
2009-08-04,-110.0,0.0,-110.0
2009-08-05,315.0,0.0,315.0
2009-08-06,175.0,0.0,175.0
2009-08-07,-35.0,0.0,-35.0
2009-08-10,-55.0,0.0,-55.0
2009-08-11,205.0,0.0,205.0
2009-08-12,540.0,0.0,540.0
2009-08-13,75.0,0.0,75.0
2009-08-14,460.0,0.0,460.0
2009-08-17,145.0,0.0,145.0
2009-08-18,120.0,0.0,120.0
2009-08-19,195.0,0.0,195.0
2009-08-20,210.0,0.0,210.0
2009-08-21,-210.0,0.0,-210.0
2009-08-24,-135.0,0.0,-135.0
2009-08-25,85.0,0.0,85.0
2009-08-26,-105.0,0.0,-105.0
2009-08-27,260.0,0.0,260.0
2009-08-28,-270.0,0.0,-270.0
2009-09-01,-390.0,0.0,-390.0
2009-09-02,150.0,0.0,150.0
2009-09-03,50.0,0.0,50.0
2009-09-04,-245.0,0.0,-245.0
2009-09-08,-80.0,0.0,-80.0
2009-09-09,-440.0,0.0,-440.0
2009-09-11,-40.0,0.0,-40.0
2009-09-14,165.0,0.0,165.0
2009-09-15,35.0,0.0,35.0
2009-09-16,-20.0,0.0,-20.0
2009-09-17,180.0,0.0,180.0
2009-09-18,75.0,0.0,75.0
2009-09-21,295.0,0.0,295.0
2009-09-22,20.0,0.0,20.0
2009-09-23,5.0,0.0,5.0
2009-09-24,480.0,0.0,480.0
2009-09-25,-70.0,0.0,-70.0
2009-09-28,470.0,0.0,470.0
2009-09-29,170.0,0.0,170.0
2009-09-30,285.0,0.0,285.0
2009-10-01,635.0,0.0,635.0
2009-10-02,195.0,0.0,195.0
2009-10-05,-120.0,0.0,-120.0
2009-10-06,420.0,0.0,420.0
2009-10-07,40.0,0.0,40.0
2009-10-08,165.0,0.0,165.0
2009-10-09,-295.0,0.0,-295.0
2009-10-12,65.0,0.0,65.0
2009-10-13,-35.0,0.0,-35.0
2009-10-14,-65.0,0.0,-65.0
2009-10-15,-50.0,0.0,-50.0
2009-10-16,215.0,0.0,215.0
2009-10-19,-325.0,0.0,-325.0
2009-10-20,15.0,0.0,15.0
2009-10-21,260.0,0.0,260.0
2009-10-22,-50.0,0.0,-50.0
2009-10-23,370.0,0.0,370.0
2009-10-26,5.0,0.0,5.0
2009-10-27,-280.0,0.0,-280.0
2009-10-28,-250.0,0.0,-250.0
2009-10-29,165.0,0.0,165.0
2009-10-30,-225.0,0.0,-225.0
2009-11-02,175.0,0.0,175.0
2009-11-03,-110.0,0.0,-110.0
2009-11-04,195.0,0.0,195.0
2009-11-05,335.0,0.0,335.0
2009-11-06,160.0,0.0,160.0
2009-11-09,-325.0,0.0,-325.0
2009-11-10,-15.0,0.0,-15.0
2009-11-11,60.0,0.0,60.0
2009-11-12,-130.0,0.0,-130.0
2009-11-13,120.0,0.0,120.0
2009-11-16,-340.0,0.0,-340.0
2009-11-17,-60.0,0.0,-60.0
2009-11-18,145.0,0.0,145.0
2009-11-19,455.0,0.0,455.0
2009-11-20,45.0,0.0,45.0
2009-11-23,195.0,0.0,195.0
2009-11-24,140.0,0.0,140.0
2009-11-25,-125.0,0.0,-125.0
2009-11-27,-540.0,0.0,-540.0
2009-11-30,135.0,0.0,135.0
2009-12-01,70.0,0.0,70.0
2009-12-02,80.0,0.0,80.0
2009-12-03,20.0,0.0,20.0
2009-12-04,130.0,0.0,130.0
2009-12-07,-85.0,0.0,-85.0
2009-12-08,-195.0,0.0,-195.0
2009-12-09,85.0,0.0,85.0
2009-12-10,70.0,0.0,70.0
2009-12-11,-415.0,0.0,-415.0
2009-12-14,-45.0,0.0,-45.0
2009-12-15,-150.0,0.0,-150.0
2009-12-16,95.0,0.0,95.0
2009-12-17,80.0,0.0,80.0
2009-12-18,0.0,0.0,0.0
2009-12-21,180.0,0.0,180.0
2009-12-22,-10.0,0.0,-10.0
2009-12-23,-115.0,0.0,-115.0
2009-12-24,185.0,0.0,185.0
2010-01-04,-115.0,220.0,105.0
2010-01-05,-55.0,-50.0,-105.0
2010-01-07,-130.0,-100.0,-230.0
2010-01-11,260.0,-150.0,110.0
2010-01-12,65.0,-90.0,-25.0
2010-01-13,-125.0,0.0,-125.0
2010-01-14,-5.0,0.0,-5.0
2010-01-15,-485.0,165.0,-320.0
2010-01-19,340.0,30.0,370.0
2010-01-20,375.0,445.0,820.0
2010-01-21,-600.0,-810.0,-1410.0
2010-01-22,30.0,505.0,535.0
2010-01-25,75.0,-50.0,25.0
2010-01-26,-335.0,285.0,-50.0
2010-01-27,20.0,135.0,155.0
2010-01-28,700.0,-90.0,610.0
2010-01-29,515.0,-395.0,120.0
2010-02-01,-145.0,-120.0,-265.0
2010-02-02,-135.0,-230.0,-365.0
2010-02-03,210.0,5.0,215.0
2010-02-04,385.0,140.0,525.0
2010-02-05,-110.0,-300.0,-410.0
2010-02-08,-200.0,-165.0,-365.0
2010-02-09,-290.0,335.0,45.0
2010-02-10,-170.0,-30.0,-200.0
2010-02-11,-410.0,485.0,75.0
2010-02-12,-140.0,55.0,-85.0
2010-02-16,-195.0,-5.0,-200.0
2010-02-18,90.0,120.0,210.0
2010-02-19,-180.0,-5.0,-185.0
2010-02-22,215.0,-25.0,190.0
2010-02-23,-455.0,-345.0,-800.0
2010-02-24,75.0,-340.0,-265.0
2010-02-25,15.0,90.0,105.0
2010-02-26,-215.0,-90.0,-305.0
2010-03-01,185.0,0.0,185.0
2010-03-02,-20.0,0.0,-20.0
2010-03-03,-125.0,0.0,-125.0
2010-03-05,-280.0,0.0,-280.0
2010-03-09,295.0,30.0,325.0
2010-03-10,235.0,-300.0,-65.0
2010-03-11,60.0,-210.0,-150.0
2010-03-15,215.0,-230.0,-15.0
2010-03-17,80.0,105.0,185.0
2010-03-18,50.0,0.0,50.0
2010-03-19,365.0,0.0,365.0
2010-03-22,375.0,-45.0,330.0
2010-03-23,65.0,145.0,210.0
2010-03-24,120.0,-5.0,115.0
2010-03-25,110.0,120.0,230.0
2010-03-26,35.0,5.0,40.0
2010-03-29,70.0,-90.0,-20.0
2010-03-30,-220.0,0.0,-220.0
2010-03-31,35.0,30.0,65.0
2010-04-01,-135.0,0.0,-135.0
2010-04-05,-300.0,105.0,-195.0
2010-04-06,-165.0,0.0,-165.0
2010-04-08,-25.0,0.0,-25.0
2010-04-09,35.0,0.0,35.0
2010-04-12,-5.0,0.0,-5.0
2010-04-14,-80.0,0.0,-80.0
2010-04-19,-115.0,-60.0,-175.0
2010-04-20,-100.0,0.0,-100.0
2010-04-21,210.0,-170.0,40.0
2010-04-22,-55.0,-15.0,-70.0
2010-04-23,105.0,0.0,105.0
2010-04-26,-110.0,0.0,-110.0
2010-04-27,-525.0,-680.0,-1205.0
2010-04-28,265.0,-5.0,260.0
2010-04-29,290.0,150.0,440.0
2010-04-30,240.0,-185.0,55.0
2010-05-03,160.0,80.0,240.0
2010-05-04,510.0,-70.0,440.0
2010-05-05,-310.0,0.0,-310.0
2010-05-06,-175.0,330.0,155.0
2010-05-07,295.0,450.0,745.0
2010-05-10,100.0,-130.0,-30.0
2010-05-11,-535.0,15.0,-520.0
2010-05-12,-305.0,80.0,-225.0
2010-05-13,-25.0,-100.0,-125.0
2010-05-14,650.0,-450.0,200.0
2010-05-17,-400.0,-435.0,-835.0
2010-05-18,-425.0,150.0,-275.0
2010-05-19,-530.0,285.0,-245.0
2010-05-20,-240.0,360.0,120.0
2010-05-21,-930.0,720.0,-210.0
2010-05-24,10.0,-5.0,5.0
2010-05-25,-290.0,-100.0,-390.0
2010-05-26,-75.0,425.0,350.0
2010-05-27,60.0,0.0,60.0
2010-05-28,255.0,-260.0,-5.0
2010-06-01,-460.0,625.0,165.0
2010-06-02,-225.0,0.0,-225.0
2010-06-03,-55.0,-205.0,-260.0
2010-06-04,45.0,-365.0,-320.0
2010-06-07,-500.0,-35.0,-535.0
2010-06-08,115.0,-425.0,-310.0
2010-06-09,-320.0,-310.0,-630.0
2010-06-10,100.0,205.0,305.0
2010-06-11,225.0,0.0,225.0
