instrument,minute,horizon,stop,trades,net_total,net_mean,net_median,win,candles_mean,mean_2006-2012,n_2006-2012,mean_2013-2019,n_2013-2019,mean_2020-2026,n_2020-2026,recent_total,recent_without_best_5pct,recent_max_dd,recent_years_positive,recent_years
ES,4,30,4.0,5032,-147485.0,-29.309419713831478,-130.0,0.32690779014308424,-0.046565955154924024,-36.615070093457945,1712,-27.935714285714287,1750,-22.87420382165605,1570,-35912.5,-157797.5,45772.5,3,7
ES,4,30,6.0,5032,-120960.0,-24.038155802861684,-80.0,0.40620031796502387,0.0899205179934338,-32.48247663551402,1712,-23.557142857142857,1750,-15.36624203821656,1570,-24125.0,-148797.5,44772.5,4,7
ES,4,30,10.0,5030,-84287.5,-16.756958250497018,-17.5,0.46222664015904574,0.26912067717485016,-26.95353594389246,1711,-21.02857142857143,1750,-0.8731676226896112,1569,-1370.0,-126505.0,29290.0,5,7
ES,4,60,0.0,5022,-14397.5,-2.8668857029072083,-5.0,0.4874551971326165,0.539178885885228,-19.780058651026394,1705,-9.138078902229845,1749,22.519132653061224,1568,35310.0,-128325.0,21852.5,5,7
ES,4,60,2.0,5033,-142940.0,-28.40055632823366,-80.0,0.15696403735346712,0.007383667958314386,-36.06746495327103,1712,-29.871501998857795,1751,-18.39968152866242,1570,-28887.5,-163522.5,39900.0,2,7
ES,4,60,4.0,5031,-129930.0,-25.82587954680978,-130.0,0.28483402902007554,0.04668452113687036,-37.5759789596727,1711,-25.12142857142857,1750,-13.805732484076433,1570,-21675.0,-174897.5,40037.5,4,7
ES,4,60,6.0,5029,-109520.0,-21.777689401471466,-142.5,0.3748260091469477,0.1534882186217282,-34.89035087719298,1710,-20.18724985706118,1749,-9.26751592356688,1570,-14550.0,-174347.5,40760.0,5,7
ES,4,60,10.0,5026,-51192.5,-10.185535216872264,-30.0,0.4566255471547951,0.37305615172239825,-26.743266978922716,1708,-19.472555746140653,1749,18.191523263224983,1569,28542.5,-134880.0,20855.0,5,7
ES,4,120,0.0,5014,-26282.5,-5.241822895891504,-5.0,0.49042680494615076,0.519370516749308,-15.275983558426306,1703,-7.967677345537758,1748,8.73960332693538,1563,13660.0,-194150.0,32387.5,4,7
ES,4,120,2.0,5032,-139835.0,-27.789149443561207,-80.0,0.1271860095389507,0.05677863323389658,-34.271320093457945,1712,-27.84408909194746,1751,-20.65487571701721,1569,-32407.5,-185617.5,39887.5,2,7
