instrument,minute,horizon,stop,trades,net_total,net_mean,net_median,win,candles_mean,mean_2006-2012,n_2006-2012,mean_2013-2019,n_2013-2019,mean_2020-2026,n_2020-2026,recent_total,recent_without_best_5pct,recent_max_dd,recent_years_positive,recent_years
NQ,1,120,2.0,4869,33590.0,6.898747176011502,-55.0,0.10494968165947834,0.47231492570778744,-8.054487179487179,1560,-1.8688901667625073,1739,31.46815286624204,1570,49405.0,-256970.0,18445.0,4,7
NQ,1,120,4.0,4867,56400.0,11.588247380316417,-95.0,0.1886172179987672,0.636173910957011,-8.935214881334188,1559,3.300747556066705,1739,41.16634799235182,1569,64590.0,-308885.0,42225.0,3,7
NQ,1,120,6.0,4865,76300.0,15.683453237410072,-105.0,0.26351490236382324,0.6769483661574375,-5.725754656390494,1557,-0.6354226566992525,1739,55.01593371574251,1569,86320.0,-298155.0,32215.0,5,7
NQ,1,120,10.0,4859,91055.0,18.739452562255607,-115.0,0.36982918295945666,0.6767114551198267,-5.692208628461043,1553,-5.233026467203683,1738,69.50892857142857,1568,108990.0,-300995.0,30520.0,7,7
NQ,2,30,0.0,4866,98055.0,20.151048088779284,5.0,0.5014385532264694,0.7157839168852621,-4.075738125802311,1558,-1.1874640598044854,1739,67.8585086042065,1569,106470.0,-163530.0,46950.0,3,7
NQ,2,30,2.0,4871,-11445.0,-2.349620201190721,-55.0,0.15520427017039623,0.28299359686502534,-9.830128205128204,1560,-1.4626436781609196,1740,4.096117122851687,1571,6435.0,-220115.0,45035.0,4,7
NQ,2,30,4.0,4869,-22655.0,-4.6529061408913535,-75.0,0.2735674676524954,0.33907712241115107,-11.940346375881976,1559,0.060379528464634846,1739,-2.6384468491406747,1571,-4145.0,-255695.0,69190.0,4,7
NQ,2,30,6.0,4867,3540.0,0.7273474419560304,-85.0,0.3661393055270187,0.49212543356576927,-9.906931964056483,1558,-0.9315698677400805,1739,13.117834394904458,1570,20595.0,-242450.0,79895.0,3,7
NQ,2,30,10.0,4867,62355.0,12.8117937127594,-35.0,0.46003698376823504,0.6611487399826839,-6.550064184852375,1558,0.4514088556641748,1739,45.71656050955414,1570,71775.0,-196820.0,47930.0,4,7
NQ,2,60,0.0,4861,181025.0,37.240279777823496,10.0,0.5058629911540835,1.022839734681445,3.3236808236808235,1554,6.182393555811277,1738,105.23581899298917,1569,165115.0,-162100.0,35895.0,5,7
NQ,2,60,2.0,4871,17430.0,3.578320673373024,-55.0,0.1237938821597208,0.38165505474064787,-8.881410256410257,1560,1.0632183908045978,1740,18.736473583704647,1571,29435.0,-240660.0,32175.0,4,7
NQ,2,60,4.0,4869,12410.0,2.5487779831587596,-85.0,0.2259190798932019,0.4995268197533867,-9.73059653624118,1559,3.43588269120184,1739,13.752387014640357,1571,21605.0,-279780.0,60020.0,4,7
NQ,2,60,6.0,4867,58805.0,12.082391617012533,-105.0,0.31682761454694885,0.6228097032218737,-9.111039794608473,1558,2.0097757331799886,1739,44.27070063694268,1570,69505.0,-249110.0,62180.0,4,7
NQ,2,60,10.0,4865,98895.0,20.327852004110998,-95.0,0.4273381294964029,0.8434155667793065,-2.3057161207450223,1557,2.756041426927503,1738,62.22611464968153,1570,97695.0,-228810.0,45795.0,4,7
NQ,2,120,0.0,4852,245860.0,50.67188788128607,15.0,0.5103050288540808,1.0742226201190566,3.0412371134020617,1552,16.373056994818654,1737,136.08445297504798,1563,212700.0,-204625.0,57410.0,6,7
NQ,2,120,2.0,4868,32430.0,6.661873459326212,-55.0,0.10230073952341824,0.4389303589968397,-8.371794871794872,1560,5.741379310344827,1740,22.64030612244898,1568,35500.0,-283065.0,29525.0,4,7
NQ,2,120,4.0,4866,31470.0,6.467324290998767,-95.0,0.19276613234689682,0.5394049681715528,-8.127004490057729,1559,5.97757331799885,1739,21.521045918367346,1568,33745.0,-327070.0,57570.0,4,7
NQ,2,120,6.0,4863,134680.0,27.694838577010078,-105.0,0.2761669751182398,0.8200058128091937,-4.980732177263969,1557,7.73720529039678,1739,82.31014677728143,1567,128980.0,-262970.0,40415.0,5,7
NQ,2,120,10.0,4861,179120.0,36.848385105945276,-115.0,0.3853116642666118,0.9664305344032291,-2.7249357326478147,1556,10.23590333716916,1738,105.66049776643267,1567,165570.0,-249350.0,34860.0,6,7
NQ,3,30,0.0,4871,127895.0,26.256415520427016,10.0,0.5122151508930405,0.9678030087071228,0.4926423544465771,1563,-1.147211040828062,1739,82.2944550669216,1569,129120.0,-126910.0,33690.0,5,7
NQ,3,30,2.0,4876,-29900.0,-6.132075471698113,-55.0,0.15730106644790812,0.2985037356352511,-10.044728434504792,1565,-3.9310344827586206,1740,-4.672183322724379,1571,-7340.0,-227765.0,57020.0,4,7
NQ,3,30,4.0,4875,14550.0,2.9846153846153847,-75.0,0.2923076923076923,0.5557292105463867,-9.182108626198083,1565,4.56296722254169,1739,13.357733927434754,1571,20985.0,-227330.0,71565.0,4,7
NQ,3,30,6.0,4873,41155.0,8.445516109172994,-75.0,0.3767699569053971,0.6005676231720661,-10.255918106206014,1563,0.18113858539390454,1739,36.19987269255252,1571,56870.0,-197190.0,52030.0,4,7
NQ,3,30,10.0,4873,77305.0,15.863944182228607,-25.0,0.47096244613174637,0.7159206560748255,-6.2987843889955215,1563,-1.4922369177688326,1739,57.126034373010825,1571,89745.0,-165535.0,40570.0,5,7
NQ,3,60,0.0,4866,223020.0,45.832305795314426,10.0,0.5104808877928483,1.2694402896368215,6.035920461834509,1559,5.468929804372842,1738,130.08604206500956,1569,204105.0,-124830.0,34025.0,7,7
NQ,3,60,2.0,4875,-8450.0,-1.7333333333333334,-55.0,0.1282051282051282,0.4262231799591357,-8.059462915601022,1564,1.4683908045977012,1740,1.0184595798854232,1571,1600.0,-260110.0,64895.0,3,7
NQ,3,60,4.0,4874,53855.0,11.049446040213377,-85.0,0.24169060320065655,0.6768869924034088,-7.8164961636828645,1564,4.125934445083382,1739,37.49522597071929,1571,58905.0,-250690.0,62050.0,4,7
NQ,3,60,6.0,4872,70870.0,14.546387520525451,-105.0,0.3208128078817734,0.6659741602293819,-12.026248399487836,1562,0.2098907418056354,1739,56.8364099299809,1571,89290.0,-231465.0,49540.0,4,7
NQ,3,60,10.0,4872,120940.0,24.823481116584563,-90.0,0.42898193760262726,0.8244869248346272,-5.515364916773367,1562,-0.7331799884991375,1739,83.27816677275621,1571,130830.0,-197000.0,50190.0,6,7
NQ,3,120,0.0,4857,299305.0,61.62343010088532,20.0,0.5169857936998147,1.3071553909001363,6.8497109826589595,1557,8.97524467472654,1737,174.69609724888036,1563,273050.0,-138010.0,43985.0,7,7
NQ,3,120,2.0,4874,-10140.0,-2.080426754205991,-60.0,0.10689372178908495,0.47925791088725783,-6.361892583120205,1564,6.094827586206897,1740,-6.875796178343949,1570,-10795.0,-301100.0,67270.0,3,7
NQ,3,120,4.0,4871,91825.0,18.851365222746868,-95.0,0.204064873742558,0.7712078787068379,-5.690978886756238,1563,6.072455434157562,1739,57.463352453792226,1569,90160.0,-285760.0,29350.0,5,7
NQ,3,120,6.0,4869,132040.0,27.11850482645307,-105.0,0.28260423084822345,0.8295952942876662,-7.017937219730942,1561,1.6705002875215642,1739,89.2861695347355,1569,140090.0,-251530.0,32965.0,7,7
NQ,3,120,10.0,4869,156845.0,32.21298007804477,-115.0,0.3926884370507291,0.8919334762457479,-2.7674567584881484,1561,-3.395629672225417,1739,106.48183556405354,1569,167070.0,-239385.0,37395.0,7,7
NQ,4,30,0.0,4875,135495.0,27.793846153846154,5.0,0.5052307692307693,0.8302214207744204,-3.0280791320995535,1567,5.897067280046003,1739,82.84576163161249,1569,129985.0,-121355.0,38885.0,6,7
NQ,4,30,2.0,4880,-26055.0,-5.339139344262295,-55.0,0.16823770491803278,0.32372600163675225,-13.499043977055448,1569,-0.07183908045977011,1740,-3.0235518777848505,1571,-4750.0,-213195.0,46635.0,3,7
NQ,4,30,4.0,4880,42335.0,8.675204918032787,-75.0,0.30020491803278687,0.579477878094082,-10.710643722115998,1569,5.764367816091954,1740,31.26034373010821,1571,49110.0,-190440.0,34670.0,4,7
NQ,4,30,6.0,4877,42265.0,8.666188230469551,-75.0,0.3809719089604265,0.5688457166127777,-10.925335035098914,1567,2.1449108683151237,1739,35.42647994907702,1571,55655.0,-193665.0,37620.0,4,7
NQ,4,30,10.0,4877,69680.0,14.287471806438385,-25.0,0.4679106007791675,0.5910120909588028,-8.503509891512444,1567,3.0649798734905116,1739,49.44302991725016,1571,77675.0,-173665.0,41635.0,5,7
NQ,4,60,0.0,4870,241095.0,49.506160164271044,10.0,0.5078028747433265,1.256275697773825,1.1740243122200895,1563,19.60874568469505,1738,130.77119184193754,1569,205180.0,-119205.0,39380.0,6,7
NQ,4,60,2.0,4879,-7385.0,-1.5136298421807748,-55.0,0.13588850174216027,0.42899951014712656,-12.841198979591837,1568,3.0632183908045976,1740,4.7231063017186505,1571,7420.0,-251685.0,50300.0,3,7
NQ,4,60,4.0,4879,74410.0,15.251076040172167,-85.0,0.25107604017216645,0.7210057960470243,-9.20280612244898,1568,8.92816091954023,1740,46.6613621896881,1571,73305.0,-225430.0,41665.0,5,7
NQ,4,60,6.0,4876,97400.0,19.975389663658735,-105.0,0.3336751435602953,0.7631633981969551,-10.517241379310345,1566,4.65497412305923,1739,67.3297262889879,1571,105775.0,-211180.0,38265.0,5,7
NQ,4,60,10.0,4874,148055.0,30.376487484612227,-80.0,0.4355765285186705,0.8168853936416227,-8.94888178913738,1565,11.622554660529344,1738,90.29917250159134,1571,141860.0,-182525.0,35895.0,5,7
NQ,4,120,0.0,4861,301130.0,61.94815881505863,15.0,0.5112116848385106,1.3245781056255812,3.9846252402306215,1561,31.315486470926885,1737,153.88035828534868,1563,240515.0,-163920.0,40050.0,6,7
NQ,4,120,2.0,4878,14910.0,3.056580565805658,-60.0,0.11254612546125461,0.5368790134439645,-11.183035714285714,1568,9.304597701149426,1740,10.353503184713375,1570,16255.0,-278000.0,44145.0,4,7
NQ,4,120,4.0,4877,97860.0,20.065614107033014,-95.0,0.21078531884355137,0.8249386380037936,-7.251275510204081,1568,14.382183908045977,1740,53.66794136392607,1569,84205.0,-271155.0,32530.0,6,7
NQ,4,120,6.0,4873,153220.0,31.442643135645394,-105.0,0.28893905191873587,0.9301083139706856,-6.899744572158365,1566,10.373778033352501,1739,93.10267857142857,1568,145985.0,-237305.0,33135.0,6,7
NQ,4,120,10.0,4870,193360.0,39.70431211498973,-115.0,0.3973305954825462,0.9587042229380742,-5.4888178913738015,1565,17.5,1738,109.46713465220166,1567,171535.0,-226630.0,37040.0,6,7
NQ,5,30,0.0,4876,70600.0,14.479081214109927,5.0,0.5041017227235439,0.7583285454227662,2.2686662412252714,1567,-0.06321839080459771,1740,42.80114722753346,1569,67155.0,-185915.0,43980.0,4,7
NQ,5,30,2.0,4880,-12540.0,-2.569672131147541,-55.0,0.18401639344262294,0.45074582812740266,-11.507329509241556,1569,7.633543940264216,1741,-4.952229299363057,1570,-7775.0,-221315.0,37575.0,3,7
NQ,5,30,4.0,4877,10510.0,2.155013327865491,-75.0,0.3165880664342834,0.6043257468303943,-7.669005102040816,1568,10.554597701149426,1740,2.6577437858508604,1569,4170.0,-239550.0,40500.0,3,7
NQ,5,30,6.0,4877,-14080.0,-2.8870207094525324,-75.0,0.3940947303670289,0.5833137854010599,-6.769770408163265,1568,6.7298850574712645,1740,-9.67176545570427,1569,-15175.0,-265335.0,55300.0,3,7
NQ,5,30,10.0,4876,29305.0,6.010049220672682,-20.0,0.47149302707137,0.6128236631323288,-2.1474154435226547,1567,-0.882183908045977,1740,21.80050987890376,1569,34205.0,-218865.0,46520.0,4,7
NQ,5,60,0.0,4871,190535.0,39.11619790597413,15.0,0.5130363375076986,1.0640652492631917,6.970569417786308,1563,9.29269695227142,1739,104.19375398342893,1569,163480.0,-165230.0,31620.0,5,7
NQ,5,60,2.0,4880,12535.0,2.5686475409836067,-60.0,0.15122950819672132,0.5712567276660317,-10.439770554493307,1569,8.612866168868466,1741,8.86624203821656,1570,13920.0,-236835.0,33830.0,3,7
NQ,5,60,4.0,4876,67675.0,13.879204265791632,-85.0,0.2696882690730107,0.7813147924199075,-5.717932354818124,1567,12.49712643678161,1740,34.98406628425749,1569,54890.0,-248255.0,34060.0,3,7
NQ,5,60,6.0,4875,63935.0,13.114871794871794,-105.0,0.3466666666666667,0.6963295589115683,-5.7503192848020435,1566,4.850574712643678,1740,41.10898661567877,1569,64500.0,-254700.0,40255.0,4,7
NQ,5,60,10.0,4874,114190.0,23.428395568321708,-65.0,0.4472712351251539,0.7377959338340174,-2.1118210862619806,1565,-1.5488505747126438,1740,76.60293180369662,1569,120190.0,-208520.0,29795.0,5,7
NQ,5,120,0.0,4862,236430.0,48.62813656931304,15.0,0.5133689839572193,1.1585681293085501,11.425368353619474,1561,19.749712313003453,1738,117.89507357645553,1563,184270.0,-213150.0,51100.0,5,7
NQ,5,120,2.0,4878,34350.0,7.041820418204182,-65.0,0.12382123821238213,0.6195270788534156,-11.558317399617591,1569,13.578403216542217,1741,18.396045918367346,1568,28845.0,-266620.0,37930.0,3,7
NQ,5,120,4.0,4874,87650.0,17.98317603610997,-95.0,0.2258924907673369,0.8747491507854548,-5.17230376515635,1567,17.557471264367816,1740,41.61135928525846,1567,65205.0,-285500.0,26315.0,3,7
NQ,5,120,6.0,4872,95950.0,19.69417077175698,-105.0,0.2988505747126437,0.8501129982345362,-1.7592592592592593,1566,9.204022988505747,1740,52.80332056194125,1566,82690.0,-298040.0,31480.0,5,7
NQ,5,120,10.0,4870,149570.0,30.71252566735113,-115.0,0.408829568788501,0.8560988138566342,0.5463258785942492,1565,3.0488505747126435,1740,91.63578274760384,1565,143410.0,-252470.0,31875.0,5,7
NQ,6,30,0.0,4880,61635.0,12.630122950819672,0.0,0.49323770491803276,0.6876270989333039,-0.6747294716740929,1571,4.551724137931035,1740,34.91077119184194,1569,54775.0,-193110.0,40355.0,4,7
NQ,6,30,2.0,4884,-9525.0,-1.9502457002457003,-55.0,0.17362817362817362,0.23090784000375045,-11.176096630642085,1573,-6.344055140723722,1741,12.165605095541402,1570,19100.0,-198720.0,26225.0,3,7
NQ,6,30,4.0,4883,-1385.0,-0.2836371083350399,-75.0,0.3028875691173459,0.35357399651672977,-10.073108709472345,1573,-0.47673750717978175,1741,9.745060548119822,1569,15290.0,-227860.0,52080.0,3,7
NQ,6,30,6.0,4880,-19485.0,-3.992827868852459,-85.0,0.3834016393442623,0.3651090769974993,-9.344366645448758,1571,-5.632183908045977,1740,3.1835564053537286,1569,4995.0,-241625.0,64620.0,2,7
NQ,6,30,10.0,4880,4405.0,0.9026639344262295,-25.0,0.4639344262295082,0.464600146594461,-4.092934436664545,1571,-3.589080459770115,1740,10.88591459528362,1569,17080.0,-230805.0,57165.0,3,7
NQ,6,60,0.0,4876,179915.0,36.89807219031994,5.0,0.5024610336341263,0.9732307834784977,4.35905612244898,1568,9.965497412305924,1739,99.26704907584448,1569,155750.0,-171790.0,39345.0,4,7
NQ,6,60,2.0,4884,29295.0,5.9981572481572485,-60.0,0.14434889434889434,0.3445762539604473,-11.239669421487603,1573,-6.582423894313613,1741,37.21974522292994,1570,58435.0,-209230.0,30005.0,5,7
NQ,6,60,4.0,4882,54255.0,11.113273248668579,-95.0,0.25747644408029496,0.5078019228418689,-9.79643765903308,1572,1.0281447443997702,1741,43.25366475462078,1569,67865.0,-233260.0,42845.0,3,7
NQ,6,60,6.0,4879,65500.0,13.424882147981144,-105.0,0.34207829473252716,0.5274854082456517,-9.207006369426752,1570,-5.295977011494253,1740,56.832377310388786,1569,89170.0,-233980.0,41675.0,3,7
NQ,6,60,10.0,4878,85700.0,17.56867568675687,-75.0,0.4405494054940549,0.5650565369662458,-3.065646908859146,1569,-6.968390804597701,1740,65.41427660930529,1569,102635.0,-224905.0,36310.0,3,7
NQ,6,120,0.0,4867,300160.0,61.672488185740704,15.0,0.510376001643723,1.1431324256234057,5.782247765006385,1566,18.463751438434983,1738,165.71657069737685,1563,259015.0,-148805.0,35755.0,7,7
NQ,6,120,2.0,4882,51475.0,10.543834494059812,-65.0,0.11839410077836952,0.36944627865591095,-11.687857596948506,1573,-6.108558299827685,1741,51.33609693877551,1568,80495.0,-248700.0,26660.0,5,7
NQ,6,120,4.0,4880,81970.0,16.797131147540984,-95.0,0.2168032786885246,0.5778938329461111,-10.470737913486005,1572,5.660539919586444,1741,56.52520740268028,1567,88575.0,-277695.0,36050.0,5,7
NQ,6,120,6.0,4877,114600.0,23.498052081197457,-105.0,0.29792905474677056,0.6451738645848155,-9.292993630573248,1570,1.882183908045977,1740,80.35417996171027,1567,125915.0,-261515.0,29400.0,6,7
NQ,6,120,10.0,4874,153630.0,31.520311858842838,-115.0,0.4060320065654493,0.6996037716269716,-2.95729764181007,1569,-7.57183908045977,1740,109.54952076677316,1565,171445.0,-232495.0,40630.0,5,7
NQ,7,30,0.0,4890,-44380.0,-9.075664621676891,-5.0,0.4930470347648262,0.45806322359833435,-2.2770398481973433,1581,-5.129310344827586,1740,-20.30274059910771,1569,-31855.0,-268670.0,58210.0,2,7
NQ,7,30,2.0,4894,-67930.0,-13.880261544748672,-60.0,0.18022067838169187,0.2014908142164095,-12.262958280657395,1582,-4.322228604250431,1741,-26.101209420751115,1571,-41005.0,-242470.0,67635.0,2,7
NQ,7,30,4.0,4891,-63060.0,-12.893068902065018,-75.0,0.31036597832754037,0.27112930426919757,-8.994943109987357,1582,-6.890804597701149,1740,-23.479923518164437,1569,-36840.0,-269235.0,82980.0,2,7
NQ,7,30,6.0,4890,-89480.0,-18.298568507157466,-75.0,0.3928425357873211,0.26763563102775634,-9.63630613535737,1581,-6.761494252873563,1740,-39.82154238368388,1569,-62480.0,-296965.0,79775.0,2,7
NQ,7,30,10.0,4890,-53350.0,-10.91002044989775,-20.0,0.4705521472392638,0.42324804616369255,-3.4408602150537635,1581,-7.364942528735632,1740,-22.367750159337156,1569,-35095.0,-271740.0,67150.0,2,7
NQ,7,60,0.0,4886,40325.0,8.253172329103561,5.0,0.5020466639377814,0.8400888570019086,6.11533586818758,1578,5.922944220816561,1739,12.98597833014659,1569,20375.0,-285140.0,69700.0,4,7
NQ,7,60,2.0,4893,-32900.0,-6.723891273247497,-65.0,0.1483752299202943,0.31133786387823814,-12.046173308032891,1581,-0.7639287765651924,1741,-7.972628898790579,1571,-12525.0,-253635.0,64100.0,3,7
NQ,7,60,4.0,4890,-10745.0,-2.1973415132924337,-95.0,0.26339468302658486,0.4614814641589099,-8.03921568627451,1581,-1.5833333333333333,1740,3.0082855321861057,1569,4720.0,-283150.0,68350.0,3,7
NQ,7,60,6.0,4889,-24610.0,-5.033749232971978,-105.0,0.3516056453262426,0.48094527472543064,-7.3955696202531644,1580,-0.5344827586206896,1740,-7.644996813256851,1569,-11995.0,-303340.0,68740.0,3,7
NQ,7,60,10.0,4887,405.0,0.08287292817679558,-55.0,0.44853693472478,0.5974275088848678,0.6206459784673845,1579,-4.9511213341000575,1739,5.121096239643085,1569,8035.0,-296835.0,50035.0,4,7
NQ,7,120,0.0,4877,149960.0,30.748410908345296,15.0,0.510149682181669,1.1170942550221388,9.428934010152284,1576,21.867088607594937,1738,62.12092130518234,1563,97095.0,-283015.0,61610.0,4,7
NQ,7,120,2.0,4892,-43340.0,-8.859362224039248,-65.0,0.11917416189697465,0.34361790585627483,-12.998102466793169,1581,3.632969557725445,1741,-18.544585987261147,1570,-29115.0,-316595.0,67060.0,3,7
NQ,7,120,4.0,4889,8560.0,1.7508692984250358,-95.0,0.22254039680916343,0.560820363003986,-7.95382669196711,1581,7.367816091954023,1740,5.302933673469388,1568,8315.0,-340395.0,56500.0,3,7
NQ,7,120,6.0,4887,1500.0,0.3069367710251688,-120.0,0.3040720278289339,0.5610162230511743,-8.79746835443038,1580,9.307471264367816,1740,-0.5073388640714741,1567,-795.0,-360645.0,54385.0,3,7
NQ,7,120,10.0,4883,49890.0,10.217079664140897,-115.0,0.41654720458734384,0.7221111605749636,0.19632678910702978,1579,0.5779183438757907,1739,31.038338658146966,1565,48575.0,-327380.0,58850.0,5,7
NQ,8,30,0.0,4895,-57370.0,-11.720122574055159,-5.0,0.48416751787538304,0.34653266017129347,-6.183712121212121,1584,-3.137198622273249,1742,-26.838750796685787,1569,-42110.0,-287225.0,80005.0,3,7
NQ,8,30,2.0,4899,-78950.0,-16.115533782404572,-60.0,0.182282098387426,0.1815282963192706,-9.962145110410095,1585,-8.663224325874928,1743,-30.591979630808403,1571,-48060.0,-257655.0,57335.0,2,7
NQ,8,30,4.0,4895,-56815.0,-11.606741573033707,-75.0,0.3199182839632278,0.2596749567127958,-10.397727272727273,1584,-6.214121699196326,1742,-18.81453154875717,1569,-29520.0,-265120.0,60390.0,3,7
NQ,8,30,6.0,4895,-76540.0,-15.636363636363637,-75.0,0.4004085801838611,0.24250740376749652,-10.71338383838384,1584,-9.115958668197473,1742,-27.845761631612493,1569,-43690.0,-286590.0,69545.0,1,7
NQ,8,30,10.0,4895,-91770.0,-18.747701736465782,-20.0,0.46823289070480084,0.3037444056588398,-7.269570707070707,1584,-4.423076923076923,1742,-46.239643084767366,1569,-72550.0,-317665.0,95880.0,1,7
NQ,8,60,0.0,4892,-10215.0,-2.088103025347506,-10.0,0.4903924775143091,0.5394230566103059,-3.0973451327433628,1582,-1.771970132107984,1741,-1.421287444231995,1569,-2230.0,-307495.0,67485.0,4,7
NQ,8,60,2.0,4899,-66375.0,-13.548683404776485,-65.0,0.1475811390079608,0.23280768609651217,-9.176656151419559,1585,-10.088927137119908,1743,-21.7982176957352,1571,-34245.0,-273775.0,48410.0,1,7
NQ,8,60,4.0,4895,-23195.0,-4.738508682328907,-95.0,0.2721144024514811,0.393341840626401,-10.84911616161616,1584,-3.986796785304248,1742,0.5959209687699172,1569,935.0,-283450.0,48650.0,4,7
NQ,8,60,6.0,4895,-20750.0,-4.239019407558733,-105.0,0.3558733401430031,0.3707514327030668,-12.402146464646465,1584,-7.158438576349024,1742,7.24346717654557,1569,11365.0,-288190.0,46575.0,3,7
NQ,8,60,10.0,4895,-65725.0,-13.426966292134832,-60.0,0.44780388151174666,0.3614709442615916,-8.465909090909092,1584,-5.915614236509759,1742,-26.775015933715743,1569,-42010.0,-347160.0,71805.0,3,7
NQ,8,120,0.0,4883,70690.0,14.476756092566045,10.0,0.5056317837395043,0.782641230887867,-0.0379746835443038,1580,15.132183908045977,1740,28.419705694177864,1563,44420.0,-339130.0,74455.0,4,7
NQ,8,120,2.0,4898,-53150.0,-10.851367905267455,-65.0,0.12147815434871376,0.25848113932324585,-9.350157728706625,1585,-7.484222604704533,1743,-16.105095541401273,1570,-25285.0,-308300.0,48615.0,2,7
NQ,8,120,4.0,4893,39505.0,8.073778867770285,-95.0,0.23155528305742898,0.5132398739685753,-11.464646464646465,1584,7.115384615384615,1742,28.889597957881303,1567,45270.0,-315530.0,46240.0,5,7
NQ,8,120,6.0,4891,44285.0,9.054385606215497,-120.0,0.316295236148027,0.539232635232706,-12.83459595959596,1584,6.56142365097589,1742,33.98402555910543,1565,53185.0,-318880.0,42960.0,5,7
NQ,8,120,10.0,4890,10425.0,2.1319018404907975,-115.0,0.42106339468302656,0.5355816546963144,-9.630681818181818,1584,3.8691159586681976,1742,12.10997442455243,1564,18940.0,-361960.0,65020.0,4,7
NQ,9,30,0.0,4901,-91370.0,-18.643134054274636,-10.0,0.475005100999796,0.26397819748568585,-5.270440251572327,1590,-9.913892078071182,1742,-41.88655194391332,1569,-65720.0,-312190.0,107690.0,3,7
NQ,9,30,2.0,4904,-52795.0,-10.765701468189233,-65.0,0.19555464926590538,0.20384387202944523,-8.959773727215588,1591,-14.351692484222605,1743,-8.614649681528663,1570,-13525.0,-231065.0,44705.0,4,7
NQ,9,30,4.0,4901,-65785.0,-13.422770863089166,-85.0,0.33034074678637015,0.21936555571901345,-8.138364779874214,1590,-11.42939150401837,1742,-20.991077119184194,1569,-32935.0,-273555.0,70705.0,3,7
NQ,9,30,6.0,4901,-90475.0,-18.46051826157927,-75.0,0.41012038359518466,0.19741731267923981,-9.044025157232705,1590,-11.696326061997704,1742,-35.513065646908856,1569,-55720.0,-299790.0,87595.0,3,7
NQ,9,30,10.0,4901,-102420.0,-20.89777596408896,-20.0,0.46480310140787595,0.23587669231487488,-6.911949685534591,1590,-11.277267508610793,1742,-45.75207138304653,1569,-71785.0,-318255.0,103370.0,1,7
NQ,9,60,0.0,4898,-40905.0,-8.351367905267455,-5.0,0.4897917517354022,0.44060696297425045,-1.621536523929471,1588,-14.93681792073521,1741,-7.855321861057999,1569,-12325.0,-324685.0,89495.0,4,7
NQ,9,60,2.0,4904,-49295.0,-10.05199836867863,-65.0,0.15884991843393148,0.28128126458052666,-9.827152734129479,1591,-13.399311531841652,1743,-6.563694267515924,1570,-10305.0,-266330.0,44785.0,3,7
NQ,9,60,4.0,4901,-30575.0,-6.23852275045909,-95.0,0.2817792287288309,0.3458084648320243,-8.069182389937106,1590,-10.447761194029852,1742,0.289993626513703,1569,455.0,-291140.0,60420.0,4,7
NQ,9,60,6.0,4901,-37465.0,-7.644358294225668,-105.0,0.3703325851866966,0.34282034945154416,-8.28930817610063,1590,-13.01377726750861,1742,-1.0293180369662205,1569,-1615.0,-307655.0,66260.0,3,7
NQ,9,60,10.0,4900,-64930.0,-13.251020408163265,-45.0,0.45510204081632655,0.37382064781675267,-4.263687853996224,1589,-15.097588978185993,1742,-20.30274059910771,1569,-31855.0,-343865.0,79420.0,2,7
NQ,9,120,0.0,4888,14765.0,3.0206628477905073,5.0,0.5006137479541735,0.7131403172014938,5.564668769716088,1585,4.4511494252873565,1740,-1.1516314779270633,1563,-1800.0,-387850.0,72665.0,3,7
NQ,9,120,2.0,4903,-21675.0,-4.420762798286763,-65.0,0.12992045686314502,0.3241558808190258,-8.352201257861635,1590,-13.155479059093517,1743,9.257961783439491,1570,14535.0,-295650.0,46355.0,5,7
NQ,9,120,4.0,4899,18865.0,3.8507858746682997,-105.0,0.23800775668503776,0.4596492909393901,-8.511642542479548,1589,-2.014925373134328,1742,22.895408163265305,1568,35900.0,-321070.0,60710.0,4,7
NQ,9,120,6.0,4898,22830.0,4.661086157615353,-120.0,0.32584728460596163,0.5060480292365654,-6.343612334801762,1589,-0.16073478760045926,1742,21.18059987236758,1567,33190.0,-342155.0,64300.0,4,7
NQ,9,120,10.0,4895,-1045.0,-0.21348314606741572,-115.0,0.4314606741573034,0.5537862600308259,-1.3570528967254407,1588,-6.851320321469575,1742,8.335463258785943,1565,13045.0,-370485.0,64615.0,3,7
NQ,10,30,0.0,4907,-121035.0,-24.665783574485427,-10.0,0.4770735683717139,0.138383831201352,-7.681704260651629,1596,-12.597588978185993,1742,-55.34098151688974,1569,-86830.0,-321325.0,102925.0,1,7
NQ,10,30,2.0,4910,-72850.0,-14.837067209775967,-65.0,0.20468431771894094,0.11604486594812323,-7.459324155193992,1598,-20.72617680826636,1742,-15.812101910828025,1570,-24825.0,-230580.0,42390.0,3,7
NQ,10,30,4.0,4910,-92580.0,-18.855397148676172,-85.0,0.3411405295315682,0.15896809640481227,-9.386733416770964,1598,-15.915614236509759,1742,-31.754777070063696,1570,-49855.0,-276165.0,64140.0,1,7
NQ,10,30,6.0,4908,-100020.0,-20.378973105134474,-75.0,0.419519152404238,0.17210511395454645,-11.646837820914214,1597,-11.377726750861079,1742,-39.26067558954748,1569,-61600.0,-295340.0,72160.0,2,7
NQ,10,30,10.0,4907,-123935.0,-25.256776034236804,-15.0,0.46912573874057467,0.1330441393096505,-9.210526315789474,1596,-13.949483352468427,1742,-54.133205863607394,1569,-84935.0,-318885.0,98885.0,1,7
