spine_pos,relative_to_t0,close_utc,open,high,low,close
4556214,1,2021-01-04 12:00:00+00:00,12941.0,12941.5,12940.25,12940.5
4556215,2,2021-01-04 12:01:00+00:00,12940.25,12941.25,12939.25,12939.5
4556216,3,2021-01-04 12:02:00+00:00,12939.75,12941.5,12939.5,12941.5
4556217,4,2021-01-04 12:03:00+00:00,12941.75,12941.75,12937.75,12938.5
4556218,5,2021-01-04 12:04:00+00:00,12938.25,12940.25,12938.0,12938.5
4556219,6,2021-01-04 12:05:00+00:00,12938.5,12938.5,12936.25,12937.75
4556220,7,2021-01-04 12:06:00+00:00,12937.75,12937.75,12934.5,12934.75
4556221,8,2021-01-04 12:07:00+00:00,12935.0,12936.75,12934.75,12935.75
