spine_pos,relative_to_t0,close_utc,open,high,low,close
4556144,-3,2021-01-04 10:50:00+00:00,12946.5,12947.25,12946.0,12947.25
4556145,-2,2021-01-04 10:51:00+00:00,12946.75,12947.25,12945.25,12945.5
4556146,-1,2021-01-04 10:52:00+00:00,12945.25,12945.25,12943.25,12945.25
4556147,0,2021-01-04 10:53:00+00:00,12945.25,12947.0,12945.0,12946.5
