spine_pos,relative_to_t0,close_utc,open,high,low,close
4556322,-43,2021-01-04 13:48:00+00:00,12945.75,12946.75,12945.0,12946.25
4556323,-42,2021-01-04 13:49:00+00:00,12946.25,12947.0,12945.5,12946.25
4556324,-41,2021-01-04 13:50:00+00:00,12946.0,12947.25,12945.5,12945.75
4556325,-40,2021-01-04 13:51:00+00:00,12946.0,12947.5,12944.25,12946.5
4556326,-39,2021-01-04 13:52:00+00:00,12947.0,12948.25,12945.25,12946.0
4556327,-38,2021-01-04 13:53:00+00:00,12946.25,12946.25,12943.0,12944.0
4556328,-37,2021-01-04 13:54:00+00:00,12944.25,12945.5,12943.75,12944.5
4556329,-36,2021-01-04 13:55:00+00:00,12944.5,12945.0,12943.5,12944.5
4556330,-35,2021-01-04 13:56:00+00:00,12945.0,12945.0,12942.5,12942.75
4556331,-34,2021-01-04 13:57:00+00:00,12943.25,12943.5,12939.75,12942.75
4556332,-33,2021-01-04 13:58:00+00:00,12943.25,12943.5,12941.0,12941.25
4556333,-32,2021-01-04 13:59:00+00:00,12941.5,12941.75,12940.25,12940.75
4556334,-31,2021-01-04 14:00:00+00:00,12940.5,12942.25,12939.75,12941.25
4556335,-30,2021-01-04 14:01:00+00:00,12941.5,12943.25,12940.25,12941.75
4556336,-29,2021-01-04 14:02:00+00:00,12941.75,12943.75,12941.5,12943.0
4556337,-28,2021-01-04 14:03:00+00:00,12943.0,12943.5,12942.25,12943.0
4556338,-27,2021-01-04 14:04:00+00:00,12942.75,12943.25,12940.75,12942.0
4556339,-26,2021-01-04 14:05:00+00:00,12942.25,12942.25,12940.25,12941.25
4556340,-25,2021-01-04 14:06:00+00:00,12941.5,12942.0,12939.5,12940.5
4556341,-24,2021-01-04 14:07:00+00:00,12940.5,12941.5,12938.25,12939.0
4556342,-23,2021-01-04 14:08:00+00:00,12938.75,12939.25,12936.75,12938.0
4556343,-22,2021-01-04 14:09:00+00:00,12937.5,12938.5,12936.0,12937.5
4556344,-21,2021-01-04 14:10:00+00:00,12937.25,12939.5,12934.5,12938.25
4556345,-20,2021-01-04 14:11:00+00:00,12938.0,12938.0,12935.0,12936.25
4556346,-19,2021-01-04 14:12:00+00:00,12936.25,12936.5,12934.75,12936.0
4556347,-18,2021-01-04 14:13:00+00:00,12935.75,12937.75,12934.5,12935.5
4556348,-17,2021-01-04 14:14:00+00:00,12935.75,12936.25,12933.5,12936.25
4556349,-16,2021-01-04 14:15:00+00:00,12936.5,12937.75,12934.5,12936.75
4556350,-15,2021-01-04 14:16:00+00:00,12936.5,12936.5,12934.0,12934.0
4556351,-14,2021-01-04 14:17:00+00:00,12934.0,12935.25,12931.25,12931.75
4556352,-13,2021-01-04 14:18:00+00:00,12931.5,12932.5,12930.75,12931.75
4556353,-12,2021-01-04 14:19:00+00:00,12932.0,12933.75,12931.75,12933.5
4556354,-11,2021-01-04 14:20:00+00:00,12934.0,12934.25,12933.25,12934.0
4556355,-10,2021-01-04 14:21:00+00:00,12934.25,12934.75,12933.0,12934.5
4556356,-9,2021-01-04 14:22:00+00:00,12934.5,12936.25,12934.0,12935.25
4556357,-8,2021-01-04 14:23:00+00:00,12935.0,12936.5,12934.5,12935.25
4556358,-7,2021-01-04 14:24:00+00:00,12935.25,12935.5,12932.25,12933.0
4556359,-6,2021-01-04 14:25:00+00:00,12933.25,12935.0,12933.0,12934.5
4556360,-5,2021-01-04 14:26:00+00:00,12934.75,12935.25,12932.5,12933.5
4556361,-4,2021-01-04 14:27:00+00:00,12933.5,12934.0,12932.25,12932.75
4556362,-3,2021-01-04 14:28:00+00:00,12933.0,12934.0,12927.75,12928.75
4556363,-2,2021-01-04 14:29:00+00:00,12928.75,12935.5,12928.75,12933.75
4556364,-1,2021-01-04 14:30:00+00:00,12933.5,12937.25,12933.0,12933.0
4556365,0,2021-01-04 14:31:00+00:00,12933.25,12941.25,12915.25,12916.25
