spine_pos,relative_to_t0,close_utc,open,high,low,close
4556148,1,2021-01-04 10:54:00+00:00,12946.25,12947.5,12945.25,12945.25
4556149,2,2021-01-04 10:55:00+00:00,12945.25,12946.0,12943.5,12944.25
