door,ts,day,year,side,entry,exit,outcome,minutes,candle,gross,net,holdout
utro_0933,1577975580000000000,2020-01-02 00:00:00-05:00,2020,-1.0,8821.5,8844.04,1,3,1.75,-450.80000000001746,-465.80000000001746,False
utro_0933,1578061980000000000,2020-01-03 00:00:00-05:00,2020,1.0,8811.25,8824.0,2,120,2.875,255.0,240.0,False
utro_0933,1578321180000000000,2020-01-06 00:00:00-05:00,2020,1.0,8760.5,8833.75,2,120,2.5,1465.0,1450.0,False
utro_0933,1578407580000000000,2020-01-07 00:00:00-05:00,2020,-1.0,8859.25,8885.01,1,91,2.0,-515.2000000000044,-530.2000000000044,False
utro_0933,1578493980000000000,2020-01-08 00:00:00-05:00,2020,1.0,8873.75,8883.25,2,120,2.125,190.0,175.0,False
utro_0933,1578580380000000000,2020-01-09 00:00:00-05:00,2020,1.0,9013.5,9004.0,2,120,1.75,-190.0,-205.0,False
utro_0933,1578666780000000000,2020-01-10 00:00:00-05:00,2020,-1.0,9029.0,9017.0,2,120,3.125,240.0,225.0,False
utro_0933,1578925980000000000,2020-01-13 00:00:00-05:00,2020,1.0,9019.75,9046.25,2,120,1.75,530.0,515.0,False
utro_0933,1579012380000000000,2020-01-14 00:00:00-05:00,2020,-1.0,9071.25,9062.75,2,120,2.375,170.0,155.0,False
utro_0933,1579098780000000000,2020-01-15 00:00:00-05:00,2020,1.0,9063.75,9077.0,2,120,2.0,265.0,250.0,False
utro_0933,1579185180000000000,2020-01-16 00:00:00-05:00,2020,1.0,9101.5,9078.96,1,104,1.75,-450.80000000001746,-465.80000000001746,False
utro_0933,1579271580000000000,2020-01-17 00:00:00-05:00,2020,-1.0,9160.25,9141.0,2,120,2.25,385.0,370.0,False
utro_0933,1579530780000000000,2020-01-20 00:00:00-05:00,2020,1.0,9168.75,9172.25,2,120,0.75,70.0,55.0,False
utro_0933,1579617180000000000,2020-01-21 00:00:00-05:00,2020,1.0,9167.75,9193.25,2,120,1.75,510.0,495.0,False
utro_0933,1579703580000000000,2020-01-22 00:00:00-05:00,2020,-1.0,9220.0,9240.93,1,10,1.625,-418.6000000000058,-433.6000000000058,False
utro_0933,1579789980000000000,2020-01-23 00:00:00-05:00,2020,-1.0,9171.25,9205.06,1,57,2.625,-676.1999999999898,-691.1999999999898,False
utro_0933,1579876380000000000,2020-01-24 00:00:00-05:00,2020,-1.0,9272.5,9217.25,2,120,1.5,1105.0,1090.0,False
utro_0933,1580135580000000000,2020-01-27 00:00:00-05:00,2020,1.0,8960.0,8957.25,2,120,5.5,-55.0,-70.0,False
utro_0933,1580221980000000000,2020-01-28 00:00:00-05:00,2020,1.0,9032.25,9090.5,2,120,2.875,1165.0,1150.0,False
utro_0933,1580308380000000000,2020-01-29 00:00:00-05:00,2020,-1.0,9143.25,9121.0,2,120,2.0,445.0,430.0,False
utro_0933,1580394780000000000,2020-01-30 00:00:00-05:00,2020,1.0,9070.25,9065.75,2,120,3.75,-90.0,-105.0,False
utro_0933,1580481180000000000,2020-01-31 00:00:00-05:00,2020,-1.0,9147.75,9030.25,2,120,4.25,2350.0,2335.0,False
utro_0933,1580740380000000000,2020-02-03 00:00:00-05:00,2020,1.0,9060.5,9129.0,2,120,2.75,1370.0,1355.0,False
utro_0933,1580826780000000000,2020-02-04 00:00:00-05:00,2020,-1.0,9241.5,9289.8,1,68,3.75,-965.9999999999854,-980.9999999999854,False
utro_0933,1580913180000000000,2020-02-05 00:00:00-05:00,2020,-1.0,9433.0,9359.25,2,120,3.125,1475.0,1460.0,False
utro_0933,1580999580000000000,2020-02-06 00:00:00-05:00,2020,-1.0,9381.75,9431.66,1,98,3.875,-998.1999999999971,-1013.1999999999971,False
utro_0933,1581085980000000000,2020-02-07 00:00:00-05:00,2020,1.0,9413.0,9463.0,2,120,3.75,1000.0,985.0,False
utro_0933,1581345180000000000,2020-02-10 00:00:00-05:00,2020,1.0,9406.75,9472.0,2,120,3.875,1305.0,1290.0,False
utro_0933,1581431580000000000,2020-02-11 00:00:00-05:00,2020,-1.0,9568.25,9595.62,1,56,2.125,-547.400000000016,-562.400000000016,False
utro_0933,1581517980000000000,2020-02-12 00:00:00-05:00,2020,1.0,9596.0,9570.24,1,19,2.0,-515.2000000000044,-530.2000000000044,False
utro_0933,1581604380000000000,2020-02-13 00:00:00-05:00,2020,1.0,9572.0,9622.75,2,120,3.125,1015.0,1000.0,False
utro_0933,1581690780000000000,2020-02-14 00:00:00-05:00,2020,1.0,9632.5,9601.91,1,39,2.375,-611.8000000000029,-626.8000000000029,False
utro_0933,1581949980000000000,2020-02-17 00:00:00-05:00,2020,1.0,9659.0,9666.25,2,120,1.25,145.0,130.0,False
utro_0933,1582036380000000000,2020-02-18 00:00:00-05:00,2020,1.0,9598.75,9597.5,2,120,2.25,-25.0,-40.0,False
utro_0933,1582122780000000000,2020-02-19 00:00:00-05:00,2020,1.0,9702.0,9733.5,2,120,2.25,630.0,615.0,False
utro_0933,1582209180000000000,2020-02-20 00:00:00-05:00,2020,1.0,9715.0,9686.02,1,5,2.25,-579.5999999999913,-594.5999999999913,False
utro_0933,1582295580000000000,2020-02-21 00:00:00-05:00,2020,1.0,9597.0,9553.53,1,7,3.375,-869.3999999999869,-884.3999999999869,False
utro_0933,1582554780000000000,2020-02-24 00:00:00-05:00,2020,1.0,9139.25,9128.0,2,120,7.75,-225.0,-240.0,False
utro_0933,1582641180000000000,2020-02-25 00:00:00-05:00,2020,-1.0,9144.0,8994.5,2,120,5.125,2990.0,2975.0,False
utro_0933,1582727580000000000,2020-02-26 00:00:00-05:00,2020,1.0,8927.25,9002.25,2,120,8.75,1500.0,1485.0,False
utro_0933,1582813980000000000,2020-02-27 00:00:00-05:00,2020,-1.0,8640.5,8670.0,2,120,11.625,-590.0,-605.0,False
utro_0933,1582900380000000000,2020-02-28 00:00:00-05:00,2020,1.0,8264.5,8359.25,2,120,22.125,1895.0,1880.0,False
utro_0933,1583159580000000000,2020-03-02 00:00:00-05:00,2020,1.0,8556.5,8651.25,2,120,13.75,1895.0,1880.0,False
utro_0933,1583245980000000000,2020-03-03 00:00:00-05:00,2020,-1.0,8860.0,8741.0,2,120,11.5,2380.0,2365.0,False
utro_0933,1583332380000000000,2020-03-04 00:00:00-05:00,2020,1.0,8771.5,8755.75,2,120,8.75,-315.0,-330.0,False
utro_0933,1583418780000000000,2020-03-05 00:00:00-05:00,2020,1.0,8724.25,8836.5,2,120,7.75,2245.0,2230.0,False
utro_0933,1583505180000000000,2020-03-06 00:00:00-05:00,2020,1.0,8447.25,8463.25,2,120,13.125,320.0,305.0,False
utro_0933,1583847180000000000,2020-03-10 00:00:00-04:00,2020,-1.0,8212.0,7965.5,2,120,11.0,4930.0,4915.0,False
utro_0933,1583933580000000000,2020-03-11 00:00:00-04:00,2020,1.0,8183.5,8090.5,2,120,10.25,-1860.0,-1875.0,False
utro_0933,1584451980000000000,2020-03-17 00:00:00-04:00,2020,1.0,7222.0,7049.73,1,11,13.375,-3445.4000000000087,-3460.4000000000087,False
utro_0933,1584624780000000000,2020-03-19 00:00:00-04:00,2020,-1.0,7113.5,7293.82,1,40,14.0,-3606.399999999994,-3621.399999999994,False
utro_0933,1584711180000000000,2020-03-20 00:00:00-04:00,2020,1.0,7433.0,7345.25,2,120,16.625,-1755.0,-1770.0,False
utro_0933,1584970380000000000,2020-03-23 00:00:00-04:00,2020,-1.0,6978.5,6859.0,2,120,21.625,2390.0,2375.0,False
utro_0933,1585056780000000000,2020-03-24 00:00:00-04:00,2020,1.0,7374.25,7321.12,1,29,4.125,-1062.6000000000022,-1077.6000000000022,False
utro_0933,1585143180000000000,2020-03-25 00:00:00-04:00,2020,1.0,7544.5,7506.25,2,120,14.0,-765.0,-780.0,False
utro_0933,1585229580000000000,2020-03-26 00:00:00-04:00,2020,1.0,7557.75,7729.0,2,120,19.125,3425.0,3410.0,False
utro_0933,1585315980000000000,2020-03-27 00:00:00-04:00,2020,1.0,7656.0,7629.25,2,120,10.75,-535.0,-550.0,False
utro_0933,1585575180000000000,2020-03-30 00:00:00-04:00,2020,1.0,7698.75,7817.0,2,120,8.625,2365.0,2350.0,False
utro_0933,1585661580000000000,2020-03-31 00:00:00-04:00,2020,1.0,7834.75,7956.25,2,120,8.375,2430.0,2415.0,False
utro_0933,1585747980000000000,2020-04-01 00:00:00-04:00,2020,1.0,7598.5,7629.5,2,120,7.625,620.0,605.0,False
utro_0933,1585834380000000000,2020-04-02 00:00:00-04:00,2020,1.0,7470.75,7568.5,2,120,14.5,1955.0,1940.0,False
utro_0933,1585920780000000000,2020-04-03 00:00:00-04:00,2020,1.0,7616.25,7534.25,2,120,9.875,-1640.0,-1655.0,False
utro_0933,1586179980000000000,2020-04-06 00:00:00-04:00,2020,-1.0,7779.25,7843.65,1,22,5.0,-1287.9999999999927,-1302.9999999999927,False
utro_0933,1586266380000000000,2020-04-07 00:00:00-04:00,2020,-1.0,8261.0,8167.25,2,120,6.75,1875.0,1860.0,False
utro_0933,1586352780000000000,2020-04-08 00:00:00-04:00,2020,-1.0,8129.0,8166.25,2,120,8.125,-745.0,-760.0,False
utro_0933,1586439180000000000,2020-04-09 00:00:00-04:00,2020,-1.0,8251.75,8204.75,2,120,10.75,940.0,925.0,False
utro_0933,1586784780000000000,2020-04-13 00:00:00-04:00,2020,-1.0,8184.25,8189.25,2,120,6.375,-100.0,-115.0,False
utro_0933,1586871180000000000,2020-04-14 00:00:00-04:00,2020,1.0,8480.5,8585.0,2,120,6.0,2090.0,2075.0,False
utro_0933,1586957580000000000,2020-04-15 00:00:00-04:00,2020,1.0,8555.25,8559.0,2,120,8.375,75.0,60.0,False
utro_0933,1587043980000000000,2020-04-16 00:00:00-04:00,2020,1.0,8694.5,8612.39,1,32,6.375,-1642.2000000000116,-1657.2000000000116,False
utro_0933,1587130380000000000,2020-04-17 00:00:00-04:00,2020,-1.0,8822.25,8715.5,2,120,8.875,2135.0,2120.0,False
utro_0933,1587389580000000000,2020-04-20 00:00:00-04:00,2020,1.0,8762.25,8813.0,2,120,6.125,1015.0,1000.0,False
utro_0933,1587475980000000000,2020-04-21 00:00:00-04:00,2020,1.0,8638.0,8563.94,1,6,5.75,-1481.1999999999898,-1496.1999999999898,False
utro_0933,1587562380000000000,2020-04-22 00:00:00-04:00,2020,-1.0,8545.25,8597.25,2,120,5.25,-1040.0,-1055.0,False
utro_0933,1587648780000000000,2020-04-23 00:00:00-04:00,2020,1.0,8697.75,8743.75,2,120,3.875,920.0,905.0,False
utro_0933,1587735180000000000,2020-04-24 00:00:00-04:00,2020,-1.0,8648.0,8623.0,2,120,4.875,500.0,485.0,False
utro_0933,1587994380000000000,2020-04-27 00:00:00-04:00,2020,-1.0,8853.0,8853.75,2,120,4.0,-15.0,-30.0,False
utro_0933,1588080780000000000,2020-04-28 00:00:00-04:00,2020,-1.0,8876.0,8742.0,2,120,4.25,2680.0,2665.0,False
utro_0933,1588167180000000000,2020-04-29 00:00:00-04:00,2020,-1.0,8849.75,8931.86,1,55,6.375,-1642.2000000000116,-1657.2000000000116,False
utro_0933,1588253580000000000,2020-04-30 00:00:00-04:00,2020,-1.0,8983.25,8976.25,2,120,7.75,140.0,125.0,False
utro_0933,1588339980000000000,2020-05-01 00:00:00-04:00,2020,1.0,8823.5,8769.75,2,120,5.25,-1075.0,-1090.0,False
utro_0933,1588599180000000000,2020-05-04 00:00:00-04:00,2020,-1.0,8660.25,8726.26,1,28,5.125,-1320.2000000000044,-1335.2000000000044,False
utro_0933,1588685580000000000,2020-05-05 00:00:00-04:00,2020,1.0,8934.0,8971.0,2,120,4.625,740.0,725.0,False
utro_0933,1588771980000000000,2020-05-06 00:00:00-04:00,2020,1.0,9003.5,8943.93,1,37,4.625,-1191.3999999999942,-1206.3999999999942,False
utro_0933,1588858380000000000,2020-05-07 00:00:00-04:00,2020,1.0,9103.0,9048.26,1,40,4.25,-1094.7999999999956,-1109.7999999999956,False
utro_0933,1588944780000000000,2020-05-08 00:00:00-04:00,2020,-1.0,9140.25,9186.75,2,120,5.5,-930.0,-945.0,False
utro_0933,1589203980000000000,2020-05-11 00:00:00-04:00,2020,1.0,9167.25,9262.0,2,120,4.25,1895.0,1880.0,False
utro_0933,1589290380000000000,2020-05-12 00:00:00-04:00,2020,1.0,9334.5,9284.59,1,4,3.875,-998.1999999999971,-1013.1999999999971,False
utro_0933,1589376780000000000,2020-05-13 00:00:00-04:00,2020,1.0,9118.0,9083.25,2,120,7.875,-695.0,-710.0,False
utro_0933,1589463180000000000,2020-05-14 00:00:00-04:00,2020,1.0,8938.0,8847.84,1,58,7.0,-1803.199999999997,-1818.199999999997,False
utro_0933,1589549580000000000,2020-05-15 00:00:00-04:00,2020,1.0,8990.25,8987.5,2,120,7.375,-55.0,-70.0,False
utro_0933,1589808780000000000,2020-05-18 00:00:00-04:00,2020,-1.0,9260.75,9328.37,1,78,5.25,-1352.400000000016,-1367.400000000016,False
utro_0933,1589895180000000000,2020-05-19 00:00:00-04:00,2020,1.0,9343.5,9403.25,2,120,4.75,1195.0,1180.0,False
utro_0933,1589981580000000000,2020-05-20 00:00:00-04:00,2020,1.0,9422.5,9487.0,2,120,3.125,1290.0,1275.0,False
utro_0933,1590067980000000000,2020-05-21 00:00:00-04:00,2020,-1.0,9475.0,9387.5,2,120,3.5,1750.0,1735.0,False
utro_0933,1590154380000000000,2020-05-22 00:00:00-04:00,2020,-1.0,9349.0,9352.75,2,120,4.0,-75.0,-90.0,False
utro_0933,1590413580000000000,2020-05-25 00:00:00-04:00,2020,1.0,9516.75,9531.0,2,120,1.5,285.0,270.0,False
utro_0933,1590499980000000000,2020-05-26 00:00:00-04:00,2020,-1.0,9534.75,9449.75,2,120,3.25,1700.0,1685.0,False
utro_0933,1590586380000000000,2020-05-27 00:00:00-04:00,2020,-1.0,9377.75,9258.75,2,120,5.75,2380.0,2365.0,False
utro_0933,1590672780000000000,2020-05-28 00:00:00-04:00,2020,1.0,9410.0,9475.0,2,120,6.625,1300.0,1285.0,False
utro_0933,1590759180000000000,2020-05-29 00:00:00-04:00,2020,1.0,9453.5,9411.5,2,120,7.0,-840.0,-855.0,False
utro_0933,1591018380000000000,2020-06-01 00:00:00-04:00,2020,1.0,9541.0,9556.25,2,120,4.5,305.0,290.0,False
utro_0933,1591104780000000000,2020-06-02 00:00:00-04:00,2020,-1.0,9580.5,9540.25,2,120,3.375,805.0,790.0,False
utro_0933,1591191180000000000,2020-06-03 00:00:00-04:00,2020,-1.0,9663.5,9681.5,3,80,3.625,-360.0,-375.0,False
utro_0933,1591277580000000000,2020-06-04 00:00:00-04:00,2020,1.0,9685.25,9643.39,1,105,3.25,-837.2000000000116,-852.2000000000116,False
utro_0933,1591363980000000000,2020-06-05 00:00:00-04:00,2020,-1.0,9661.25,9786.83,1,89,9.75,-2511.5999999999985,-2526.5999999999985,False
utro_0933,1591623180000000000,2020-06-08 00:00:00-04:00,2020,-1.0,9803.25,9821.0,2,120,3.0,-355.0,-370.0,False
utro_0933,1591709580000000000,2020-06-09 00:00:00-04:00,2020,1.0,9863.0,9956.75,2,120,3.375,1875.0,1860.0,False
utro_0933,1591795980000000000,2020-06-10 00:00:00-04:00,2020,1.0,10047.25,10061.25,2,120,3.375,280.0,265.0,False
utro_0933,1591882380000000000,2020-06-11 00:00:00-04:00,2020,1.0,9926.75,9873.62,1,6,4.125,-1062.599999999984,-1077.599999999984,False
utro_0933,1591968780000000000,2020-06-12 00:00:00-04:00,2020,1.0,9775.5,9701.44,1,78,5.75,-1481.1999999999898,-1496.1999999999898,False
utro_0933,1592227980000000000,2020-06-15 00:00:00-04:00,2020,-1.0,9513.5,9582.73,1,27,5.375,-1384.5999999999913,-1399.5999999999913,False
utro_0933,1592314380000000000,2020-06-16 00:00:00-04:00,2020,-1.0,9957.25,9935.5,2,120,4.25,435.0,420.0,False
utro_0933,1592400780000000000,2020-06-17 00:00:00-04:00,2020,-1.0,9983.75,9993.25,2,120,3.875,-190.0,-205.0,False
utro_0933,1592487180000000000,2020-06-18 00:00:00-04:00,2020,1.0,9971.0,9990.25,2,120,5.25,385.0,370.0,False
utro_0933,1592573580000000000,2020-06-19 00:00:00-04:00,2020,-1.0,10091.0,10071.5,2,120,4.125,390.0,375.0,False
utro_0933,1592832780000000000,2020-06-22 00:00:00-04:00,2020,1.0,10001.0,10045.5,2,120,3.25,890.0,875.0,False
utro_0933,1592919180000000000,2020-06-23 00:00:00-04:00,2020,-1.0,10175.0,10208.81,1,47,2.625,-676.1999999999898,-691.1999999999898,False
utro_0933,1593005580000000000,2020-06-24 00:00:00-04:00,2020,1.0,10183.0,10123.43,1,22,4.625,-1191.3999999999942,-1206.3999999999942,False
utro_0933,1593091980000000000,2020-06-25 00:00:00-04:00,2020,-1.0,9993.75,9986.25,2,120,4.5,150.0,135.0,False
utro_0933,1593178380000000000,2020-06-26 00:00:00-04:00,2020,-1.0,10047.0,9922.25,2,120,3.5,2495.0,2480.0,False
utro_0933,1593437580000000000,2020-06-29 00:00:00-04:00,2020,1.0,9830.25,9775.51,1,7,4.25,-1094.7999999999956,-1109.7999999999956,False
utro_0933,1593523980000000000,2020-06-30 00:00:00-04:00,2020,1.0,9979.5,10070.25,2,120,4.125,1815.0,1800.0,False
utro_0933,1593610380000000000,2020-07-01 00:00:00-04:00,2020,1.0,10176.5,10203.5,2,120,4.375,540.0,525.0,False
utro_0933,1593696780000000000,2020-07-02 00:00:00-04:00,2020,1.0,10391.25,10346.17,1,91,3.5,-901.5999999999985,-916.5999999999985,False
utro_0933,1593783180000000000,2020-07-03 00:00:00-04:00,2020,1.0,10352.25,10328.1,1,61,1.875,-482.9999999999927,-497.9999999999927,False
utro_0933,1594042380000000000,2020-07-06 00:00:00-04:00,2020,1.0,10489.0,10602.25,2,120,2.5,2265.0,2250.0,False
utro_0933,1594128780000000000,2020-07-07 00:00:00-04:00,2020,1.0,10598.25,10567.66,1,7,2.375,-611.8000000000029,-626.8000000000029,False
utro_0933,1594215180000000000,2020-07-08 00:00:00-04:00,2020,1.0,10582.0,10543.36,1,108,3.0,-772.7999999999884,-787.7999999999884,False
utro_0933,1594301580000000000,2020-07-09 00:00:00-04:00,2020,1.0,10741.75,10709.55,1,4,2.5,-644.0000000000146,-659.0000000000146,False
utro_0933,1594387980000000000,2020-07-10 00:00:00-04:00,2020,-1.0,10735.5,10721.5,2,120,4.375,280.0,265.0,False
utro_0933,1594647180000000000,2020-07-13 00:00:00-04:00,2020,1.0,10955.75,11053.5,2,120,3.0,1955.0,1940.0,False
utro_0933,1594733580000000000,2020-07-14 00:00:00-04:00,2020,1.0,10554.0,10373.68,1,41,14.0,-3606.399999999994,-3621.399999999994,False
utro_0933,1594819980000000000,2020-07-15 00:00:00-04:00,2020,1.0,10719.25,10651.63,1,92,5.25,-1352.400000000016,-1367.400000000016,False
utro_0933,1594906380000000000,2020-07-16 00:00:00-04:00,2020,-1.0,10576.25,10504.0,2,120,5.0,1445.0,1430.0,False
utro_0933,1594992780000000000,2020-07-17 00:00:00-04:00,2020,1.0,10644.75,10586.79,1,12,4.5,-1159.1999999999825,-1174.1999999999825,False
utro_0933,1595251980000000000,2020-07-20 00:00:00-04:00,2020,1.0,10669.5,10632.47,1,4,2.875,-740.6000000000131,-755.6000000000131,False
utro_0933,1595338380000000000,2020-07-21 00:00:00-04:00,2020,-1.0,10981.75,10880.0,2,120,5.75,2035.0,2020.0,False
utro_0933,1595424780000000000,2020-07-22 00:00:00-04:00,2020,1.0,10856.5,10787.27,1,80,5.375,-1384.5999999999913,-1399.5999999999913,False
utro_0933,1595511180000000000,2020-07-23 00:00:00-04:00,2020,-1.0,10820.5,10868.8,1,18,3.75,-965.9999999999854,-980.9999999999854,False
utro_0933,1595597580000000000,2020-07-24 00:00:00-04:00,2020,-1.0,10401.75,10503.18,1,87,7.875,-2028.6000000000058,-2043.6000000000058,False
utro_0933,1595856780000000000,2020-07-27 00:00:00-04:00,2020,-1.0,10527.5,10574.19,1,3,3.625,-933.8000000000102,-948.8000000000102,False
utro_0933,1595943180000000000,2020-07-28 00:00:00-04:00,2020,-1.0,10606.25,10633.5,2,120,4.125,-545.0,-560.0,False
utro_0933,1596029580000000000,2020-07-29 00:00:00-04:00,2020,-1.0,10591.25,10641.16,1,66,3.875,-998.1999999999971,-1013.1999999999971,False
utro_0933,1596115980000000000,2020-07-30 00:00:00-04:00,2020,1.0,10578.75,10627.0,2,120,5.0,965.0,950.0,False
utro_0933,1596202380000000000,2020-07-31 00:00:00-04:00,2020,-1.0,10839.5,10817.25,2,120,4.375,445.0,430.0,False
utro_0933,1596461580000000000,2020-08-03 00:00:00-04:00,2020,1.0,11017.0,11042.25,2,120,3.0,505.0,490.0,False
utro_0933,1596547980000000000,2020-08-04 00:00:00-04:00,2020,1.0,11030.0,11031.25,2,120,2.75,25.0,10.0,False
utro_0933,1596634380000000000,2020-08-05 00:00:00-04:00,2020,-1.0,11070.25,11118.55,1,39,3.75,-965.9999999999854,-980.9999999999854,False
utro_0933,1596720780000000000,2020-08-06 00:00:00-04:00,2020,1.0,11111.75,11073.11,1,18,3.0,-772.7999999999884,-787.7999999999884,False
utro_0933,1596807180000000000,2020-08-07 00:00:00-04:00,2020,1.0,11232.0,11217.75,2,120,3.25,-285.0,-300.0,False
utro_0933,1597066380000000000,2020-08-10 00:00:00-04:00,2020,-1.0,11133.25,11012.75,2,120,2.625,2410.0,2395.0,False
utro_0933,1597152780000000000,2020-08-11 00:00:00-04:00,2020,-1.0,11002.25,11051.5,2,120,6.375,-985.0,-1000.0,False
utro_0933,1597239180000000000,2020-08-12 00:00:00-04:00,2020,1.0,10995.75,11120.75,2,120,4.5,2500.0,2485.0,False
utro_0933,1597325580000000000,2020-08-13 00:00:00-04:00,2020,1.0,11196.0,11228.5,2,120,5.0,650.0,635.0,False
utro_0933,1597411980000000000,2020-08-14 00:00:00-04:00,2020,1.0,11192.25,11135.9,1,18,4.375,-1127.0000000000073,-1142.0000000000073,False
utro_0933,1597671180000000000,2020-08-17 00:00:00-04:00,2020,1.0,11244.25,11259.0,2,120,2.125,295.0,280.0,False
utro_0933,1597757580000000000,2020-08-18 00:00:00-04:00,2020,1.0,11345.75,11303.89,1,37,3.25,-837.2000000000116,-852.2000000000116,False
utro_0933,1597843980000000000,2020-08-19 00:00:00-04:00,2020,-1.0,11376.25,11406.84,1,3,2.375,-611.8000000000029,-626.8000000000029,False
utro_0933,1597930380000000000,2020-08-20 00:00:00-04:00,2020,-1.0,11284.0,11341.96,1,13,4.5,-1159.1999999999825,-1174.1999999999825,False
utro_0933,1598016780000000000,2020-08-21 00:00:00-04:00,2020,1.0,11478.25,11532.5,2,120,6.25,1085.0,1070.0,False
utro_0933,1598275980000000000,2020-08-24 00:00:00-04:00,2020,-1.0,11692.25,11582.75,2,120,2.875,2190.0,2175.0,False
utro_0933,1598362380000000000,2020-08-25 00:00:00-04:00,2020,-1.0,11578.0,11648.84,1,74,5.5,-1416.800000000003,-1431.800000000003,False
utro_0933,1598448780000000000,2020-08-26 00:00:00-04:00,2020,1.0,11775.5,11866.5,2,120,3.125,1820.0,1805.0,False
utro_0933,1598535180000000000,2020-08-27 00:00:00-04:00,2020,-1.0,11960.75,11992.5,2,120,11.75,-635.0,-650.0,False
utro_0933,1598621580000000000,2020-08-28 00:00:00-04:00,2020,1.0,11986.75,11988.0,2,120,4.0,25.0,10.0,False
utro_0933,1598880780000000000,2020-08-31 00:00:00-04:00,2020,1.0,12024.5,12036.5,2,120,6.375,240.0,225.0,False
utro_0933,1598967180000000000,2020-09-01 00:00:00-04:00,2020,-1.0,12171.0,12249.89,1,52,6.125,-1577.7999999999884,-1592.7999999999884,False
utro_0933,1599053580000000000,2020-09-02 00:00:00-04:00,2020,-1.0,12394.5,12285.5,2,120,4.25,2180.0,2165.0,False
utro_0933,1599139980000000000,2020-09-03 00:00:00-04:00,2020,-1.0,12220.25,11856.5,2,120,9.0,7275.0,7260.0,False
utro_0933,1599226380000000000,2020-09-04 00:00:00-04:00,2020,1.0,11811.75,11647.53,1,13,12.75,-3284.399999999987,-3299.399999999987,False
utro_0933,1599485580000000000,2020-09-07 00:00:00-04:00,2020,1.0,11473.25,11501.5,2,120,5.25,565.0,550.0,False
utro_0933,1599571980000000000,2020-09-08 00:00:00-04:00,2020,1.0,11187.75,11222.75,2,120,15.375,700.0,685.0,False
utro_0933,1599658380000000000,2020-09-09 00:00:00-04:00,2020,1.0,11270.25,11356.25,2,120,7.875,1720.0,1705.0,False
utro_0933,1599744780000000000,2020-09-10 00:00:00-04:00,2020,1.0,11505.5,11391.19,1,77,8.875,-2286.19999999999,-2301.19999999999,False
utro_0933,1599831180000000000,2020-09-11 00:00:00-04:00,2020,-1.0,11207.5,11134.25,2,120,8.625,1465.0,1450.0,False
utro_0933,1600090380000000000,2020-09-14 00:00:00-04:00,2020,1.0,11233.25,11333.5,2,120,5.125,2005.0,1990.0,False
utro_0933,1600176780000000000,2020-09-15 00:00:00-04:00,2020,1.0,11415.75,11457.0,2,120,4.75,825.0,810.0,False
utro_0933,1600263180000000000,2020-09-16 00:00:00-04:00,2020,1.0,11461.0,11398.21,1,18,4.875,-1255.8000000000175,-1270.8000000000175,False
utro_0933,1600349580000000000,2020-09-17 00:00:00-04:00,2020,1.0,10990.5,11112.25,2,120,9.875,2435.0,2420.0,False
utro_0933,1600435980000000000,2020-09-18 00:00:00-04:00,2020,-1.0,11098.5,10931.25,2,120,6.875,3345.0,3330.0,False
utro_0933,1600695180000000000,2020-09-21 00:00:00-04:00,2020,1.0,10800.0,10684.08,1,59,9.0,-2318.4000000000015,-2333.4000000000015,False
utro_0933,1600781580000000000,2020-09-22 00:00:00-04:00,2020,-1.0,11046.5,10979.0,2,120,5.125,1350.0,1335.0,False
utro_0933,1600867980000000000,2020-09-23 00:00:00-04:00,2020,-1.0,11127.5,11029.5,2,120,5.875,1960.0,1945.0,False
utro_0933,1600954380000000000,2020-09-24 00:00:00-04:00,2020,1.0,10761.25,10932.75,2,120,8.875,3430.0,3415.0,False
utro_0933,1601040780000000000,2020-09-25 00:00:00-04:00,2020,-1.0,10894.75,10981.69,1,68,6.75,-1738.8000000000102,-1753.8000000000102,False
utro_0933,1601299980000000000,2020-09-28 00:00:00-04:00,2020,-1.0,11310.25,11286.25,2,120,5.125,480.0,465.0,False
utro_0933,1601386380000000000,2020-09-29 00:00:00-04:00,2020,-1.0,11343.25,11349.0,2,120,5.375,-115.0,-130.0,False
utro_0933,1601472780000000000,2020-09-30 00:00:00-04:00,2020,1.0,11349.5,11471.0,2,120,5.5,2430.0,2415.0,False
utro_0933,1601559180000000000,2020-10-01 00:00:00-04:00,2020,-1.0,11541.5,11538.25,2,120,5.0,65.0,50.0,False
utro_0933,1601645580000000000,2020-10-02 00:00:00-04:00,2020,1.0,11353.25,11358.25,2,120,7.25,100.0,85.0,False
utro_0933,1601904780000000000,2020-10-05 00:00:00-04:00,2020,1.0,11343.0,11429.25,2,120,4.25,1725.0,1710.0,False
utro_0933,1601991180000000000,2020-10-06 00:00:00-04:00,2020,1.0,11470.0,11418.48,1,22,4.0,-1030.4000000000087,-1045.4000000000087,False
utro_0933,1602077580000000000,2020-10-07 00:00:00-04:00,2020,1.0,11409.25,11435.25,2,120,4.375,520.0,505.0,False
utro_0933,1602163980000000000,2020-10-08 00:00:00-04:00,2020,-1.0,11566.0,11514.25,2,120,3.75,1035.0,1020.0,False
utro_0933,1602250380000000000,2020-10-09 00:00:00-04:00,2020,-1.0,11597.0,11632.42,1,17,2.75,-708.4000000000015,-723.4000000000015,False
utro_0933,1602509580000000000,2020-10-12 00:00:00-04:00,2020,-1.0,11893.0,11967.06,1,84,5.75,-1481.1999999999898,-1496.1999999999898,False
