date,event,phase,oid,branch,rec,boundary,side,authorized,day_before,busy_before,pnl,busy,position,remaining_budget,lock_active,limit,result,reason,policy,entry,stop,planned_last,entry_mod,exit_mod,exit,xtype,net,day_after
20091211,opportunity,decision,20091211:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20091211,execution,execution,20091211:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1804.75,1823.25,693.0,,,,,,
20091211,settlement,observe_close,20091211:S07:573,S07,573.0,694,-1.0,,0.0,,17.25,False,,77.25,True,17.25,,time,A,1804.75,1823.25,,574.0,693.0,1786.75,3.0,17.25,17.25
20091211,opportunity,decision,20091211:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20091214,opportunity,decision,20091214:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20091214,execution,execution,20091214:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1800.5,1819.0,693.0,,,,,,
20091214,settlement,observe_close,20091214:S07:573,S07,573.0,694,-1.0,,0.0,,-3.0,False,,57.0,False,20.0,,time,A,1800.5,1819.0,,574.0,693.0,1802.75,3.0,-3.0,-3.0
20091214,opportunity,decision,20091214:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20091215,opportunity,decision,20091215:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20091215,execution,execution,20091215:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1800.0,1818.5,693.0,,,,,,
20091215,settlement,observe_close,20091215:S07:573,S07,573.0,694,-1.0,,0.0,,-8.25,False,,51.75,False,20.0,,time,A,1800.0,1818.5,,574.0,693.0,1807.5,3.0,-8.25,-8.25
20091215,opportunity,decision,20091215:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20091216,opportunity,decision,20091216:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20091216,execution,execution,20091216:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1805.5,1787.0,693.0,,,,,,
20091216,opportunity,decision,20091216:PV2:+1:605,PV2_V7m,605.0,606,1.0,True,0.0,True,0.0,True,20091216:S07:573,60.0,False,20.0,policy_skip,busy,A,,,,,,,,,
20091216,settlement,observe_close,20091216:S07:573,S07,573.0,694,1.0,,0.0,,5.0,False,,65.0,True,5.0,,time,A,1805.5,1787.0,,574.0,693.0,1811.25,3.0,5.0,5.0
20091216,opportunity,decision,20091216:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20091216,opportunity,decision,20091216:PV2:+1:605,PV2_V7m,605.0,606,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,B,,,,,,,,,
20091216,execution,execution,20091216:PV2:+1:605,PV2_V7m,,606,,,,,0.0,False,,60.0,False,20.0,opened,ok,B,1812.25,1810.25,725.0,,,,,,
20091216,settlement,observe_close,20091216:PV2:+1:605,PV2_V7m,605.0,615,1.0,,0.0,,-3.25,False,,56.75,False,20.0,,stop,B,1812.25,1810.25,,606.0,614.0,1809.75,1.0,-3.25,-3.25
20091217,opportunity,decision,20091217:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20091217,execution,execution,20091217:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1786.5,1805.0,693.0,,,,,,
20091217,opportunity,decision,20091217:PV2:-1:602,PV2_V7m,602.0,603,-1.0,True,0.0,True,0.0,True,20091217:S07:573,60.0,False,20.0,policy_skip,busy,A,,,,,,,,,
20091217,settlement,observe_close,20091217:S07:573,S07,573.0,694,-1.0,,0.0,,2.25,False,,62.25,True,2.25,,time,A,1786.5,1805.0,,574.0,693.0,1783.5,3.0,2.25,2.25
20091217,opportunity,decision,20091217:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20091217,opportunity,decision,20091217:PV2:-1:602,PV2_V7m,602.0,603,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,B,,,,,,,,,
20091217,execution,execution,20091217:PV2:-1:602,PV2_V7m,,603,,,,,0.0,False,,60.0,False,20.0,opened,ok,B,1781.0,1785.25,722.0,,,,,,
20091217,settlement,observe_close,20091217:PV2:-1:602,PV2_V7m,602.0,661,-1.0,,0.0,,-5.5,False,,54.5,False,20.0,,stop,B,1781.0,1785.25,,603.0,660.0,1785.75,1.0,-5.5,-5.5
20091218,opportunity,decision,20091218:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20091218,execution,execution,20091218:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1790.75,1809.25,693.0,,,,,,
20091218,settlement,observe_close,20091218:S07:573,S07,573.0,694,-1.0,,0.0,,-0.25,False,,59.75,False,20.0,,time,A,1790.75,1809.25,,574.0,693.0,1790.25,3.0,-0.25,-0.25
20091218,opportunity,decision,20091218:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20091221,opportunity,decision,20091221:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20091221,execution,execution,20091221:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1823.75,1805.25,693.0,,,,,,
20091221,opportunity,decision,20091221:PV2:+1:602,PV2_V7m,602.0,603,1.0,True,0.0,True,0.0,True,20091221:S07:573,60.0,False,20.0,policy_skip,busy,A,,,,,,,,,
20091221,settlement,observe_close,20091221:S07:573,S07,573.0,694,1.0,,0.0,,6.0,False,,66.0,True,6.0,,time,A,1823.75,1805.25,,574.0,693.0,1830.5,3.0,6.0,6.0
20091221,opportunity,decision,20091221:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20091221,opportunity,decision,20091221:PV2:+1:602,PV2_V7m,602.0,603,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,B,,,,,,,,,
20091221,execution,execution,20091221:PV2:+1:602,PV2_V7m,,603,,,,,0.0,False,,60.0,False,20.0,opened,ok,B,1826.5,1823.0,722.0,,,,,,
20091221,settlement,observe_close,20091221:PV2:+1:602,PV2_V7m,602.0,723,1.0,,0.0,,2.0,False,,62.0,True,2.0,,time,B,1826.5,1823.0,,603.0,722.0,1829.25,3.0,2.0,2.0
20091222,opportunity,decision,20091222:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20091222,execution,execution,20091222:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1833.5,1815.0,693.0,,,,,,
20091222,settlement,observe_close,20091222:S07:573,S07,573.0,694,1.0,,0.0,,-3.0,False,,57.0,False,20.0,,time,A,1833.5,1815.0,,574.0,693.0,1831.25,3.0,-3.0,-3.0
20091222,opportunity,decision,20091222:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20091223,opportunity,decision,20091223:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20091223,execution,execution,20091223:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1841.75,1860.25,693.0,,,,,,
20091223,settlement,observe_close,20091223:S07:573,S07,573.0,694,-1.0,,0.0,,-4.25,False,,55.75,False,20.0,,time,A,1841.75,1860.25,,574.0,693.0,1845.25,3.0,-4.25,-4.25
20091223,opportunity,decision,20091223:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20091224,opportunity,decision,20091224:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20091224,execution,execution,20091224:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1855.5,1837.0,693.0,,,,,,
20091224,opportunity,decision,20091224:PV2:+1:605,PV2_V7m,605.0,606,1.0,True,0.0,True,0.0,True,20091224:S07:573,60.0,False,20.0,policy_skip,busy,A,,,,,,,,,
20091224,settlement,observe_close,20091224:S07:573,S07,573.0,694,1.0,,0.0,,9.0,False,,69.0,True,9.0,,time,A,1855.5,1837.0,,574.0,693.0,1865.25,3.0,9.0,9.0
20091224,opportunity,decision,20091224:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20091224,opportunity,decision,20091224:PV2:+1:605,PV2_V7m,605.0,606,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,B,,,,,,,,,
20091224,execution,execution,20091224:PV2:+1:605,PV2_V7m,,606,,,,,0.0,False,,60.0,False,20.0,opened,ok,B,1864.5,1861.0,725.0,,,,,,
20091224,settlement,observe_close,20091224:PV2:+1:605,PV2_V7m,605.0,726,1.0,,0.0,,2.0,False,,62.0,True,2.0,,time,B,1864.5,1861.0,,606.0,725.0,1867.25,3.0,2.0,2.0
20091228,opportunity,decision,20091228:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20091228,execution,execution,20091228:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1876.0,1857.5,693.0,,,,,,
20091228,settlement,observe_close,20091228:S07:573,S07,573.0,694,1.0,,0.0,,0.75,False,,60.75,True,0.75,,time,A,1876.0,1857.5,,574.0,693.0,1877.5,3.0,0.75,0.75
20091228,opportunity,decision,20091228:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20091229,opportunity,decision,20091229:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20091229,execution,execution,20091229:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1878.75,1860.25,693.0,,,,,,
20091229,settlement,observe_close,20091229:S07:573,S07,573.0,694,1.0,,0.0,,-8.25,False,,51.75,False,20.0,,time,A,1878.75,1860.25,,574.0,693.0,1871.25,3.0,-8.25,-8.25
20091229,unknown,recognition,,,,807,,,,,-8.25,False,,51.75,False,20.0,,detector:missing_v7m_bar:806,A,,,,,,,,,
20091229,opportunity,decision,20091229:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20091229,unknown,recognition,,,,807,,,,,0.0,False,,60.0,False,20.0,,detector:missing_v7m_bar:806,B,,,,,,,,,
20091230,opportunity,decision,20091230:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20091230,execution,execution,20091230:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1871.25,1852.75,693.0,,,,,,
20091230,opportunity,decision,20091230:PV2:+1:606,PV2_V7m,606.0,607,1.0,True,0.0,True,0.0,True,20091230:S07:573,60.0,False,20.0,policy_skip,busy,A,,,,,,,,,
20091230,settlement,observe_close,20091230:S07:573,S07,573.0,694,1.0,,0.0,,-3.25,False,,56.75,False,20.0,,time,A,1871.25,1852.75,,574.0,693.0,1868.75,3.0,-3.25,-3.25
20091230,opportunity,decision,20091230:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20091230,opportunity,decision,20091230:PV2:+1:606,PV2_V7m,606.0,607,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,B,,,,,,,,,
20091230,execution,execution,20091230:PV2:+1:606,PV2_V7m,,607,,,,,0.0,False,,60.0,False,20.0,opened,ok,B,1877.75,1876.75,726.0,,,,,,
20091230,settlement,observe_close,20091230:PV2:+1:606,PV2_V7m,606.0,609,1.0,,0.0,,-2.25,False,,57.75,False,20.0,,stop,B,1877.75,1876.75,,607.0,608.0,1876.25,1.0,-2.25,-2.25
20100104,opportunity,decision,20100104:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20100104,execution,execution,20100104:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1881.0,1899.5,693.0,,,,,,
20100104,settlement,observe_close,20100104:S07:573,S07,573.0,694,-1.0,,0.0,,-7.0,False,,53.0,False,20.0,,time,A,1881.0,1899.5,,574.0,693.0,1887.25,3.0,-7.0,-7.0
20100104,opportunity,decision,20100104:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20100105,opportunity,decision,20100105:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20100105,execution,execution,20100105:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1887.0,1868.5,693.0,,,,,,
20100105,settlement,observe_close,20100105:S07:573,S07,573.0,694,1.0,,0.0,,-3.25,False,,56.75,False,20.0,,time,A,1887.0,1868.5,,574.0,693.0,1884.5,3.0,-3.25,-3.25
20100105,opportunity,decision,20100105:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20100106,opportunity,decision,20100106:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20100106,execution,execution,20100106:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1888.0,1869.5,693.0,,,,,,
20100106,settlement,observe_close,20100106:S07:573,S07,573.0,694,1.0,,0.0,,-1.0,False,,59.0,False,20.0,,time,A,1888.0,1869.5,,574.0,693.0,1887.75,3.0,-1.0,-1.0
20100106,opportunity,decision,20100106:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20100107,opportunity,decision,20100107:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20100107,execution,execution,20100107:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1880.0,1861.5,693.0,,,,,,
20100107,opportunity,decision,20100107:PV2:-1:603,PV2_V7m,603.0,604,-1.0,True,0.0,True,0.0,True,20100107:S07:573,60.0,False,20.0,policy_skip,busy,A,,,,,,,,,
20100107,settlement,observe_close,20100107:S07:573,S07,573.0,694,1.0,,0.0,,-8.75,False,,51.25,False,20.0,,time,A,1880.0,1861.5,,574.0,693.0,1872.0,3.0,-8.75,-8.75
20100107,opportunity,decision,20100107:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20100107,opportunity,decision,20100107:PV2:-1:603,PV2_V7m,603.0,604,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,B,,,,,,,,,
20100107,execution,execution,20100107:PV2:-1:603,PV2_V7m,,604,,,,,0.0,False,,60.0,False,20.0,opened,ok,B,1869.5,1870.5,723.0,,,,,,
20100107,settlement,observe_close,20100107:PV2:-1:603,PV2_V7m,603.0,608,-1.0,,0.0,,-2.25,False,,57.75,False,20.0,,stop,B,1869.5,1870.5,,604.0,607.0,1871.0,1.0,-2.25,-2.25
20100108,opportunity,decision,20100108:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20100108,execution,execution,20100108:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1874.25,1855.75,693.0,,,,,,
20100108,settlement,observe_close,20100108:S07:573,S07,573.0,694,1.0,,0.0,,10.75,False,,70.75,True,10.75,,time,A,1874.25,1855.75,,574.0,693.0,1885.75,3.0,10.75,10.75
20100108,opportunity,decision,20100108:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20100111,opportunity,decision,20100111:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20100111,execution,execution,20100111:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1890.5,1909.0,693.0,,,,,,
20100111,settlement,observe_close,20100111:S07:573,S07,573.0,694,-1.0,,0.0,,11.25,False,,71.25,True,11.25,,time,A,1890.5,1909.0,,574.0,693.0,1878.5,3.0,11.25,11.25
20100111,opportunity,decision,20100111:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20100112,opportunity,decision,20100112:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20100112,execution,execution,20100112:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1873.75,1855.25,693.0,,,,,,
20100112,settlement,observe_close,20100112:S07:573,S07,573.0,694,1.0,,0.0,,-7.0,False,,53.0,False,20.0,,time,A,1873.75,1855.25,,574.0,693.0,1867.5,3.0,-7.0,-7.0
20100112,opportunity,decision,20100112:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20100113,opportunity,decision,20100113:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20100113,execution,execution,20100113:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1870.25,1851.75,693.0,,,,,,
20100113,settlement,observe_close,20100113:S07:573,S07,573.0,694,1.0,,0.0,,-5.75,False,,54.25,False,20.0,,time,A,1870.25,1851.75,,574.0,693.0,1865.25,3.0,-5.75,-5.75
20100113,opportunity,decision,20100113:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20100114,opportunity,decision,20100114:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20100114,execution,execution,20100114:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1880.75,1862.25,693.0,,,,,,
20100114,settlement,observe_close,20100114:S07:573,S07,573.0,694,1.0,,0.0,,1.0,False,,61.0,True,1.0,,time,A,1880.75,1862.25,,574.0,693.0,1882.5,3.0,1.0,1.0
20100114,opportunity,decision,20100114:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20100115,opportunity,decision,20100115:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20100115,execution,execution,20100115:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1890.75,1872.25,693.0,,,,,,
20100115,settlement,observe_close,20100115:S07:573,S07,573.0,602,1.0,,0.0,,-19.75,False,,40.25,False,20.0,,stop,A,1890.75,1872.25,,574.0,601.0,1871.75,1.0,-19.75,-19.75
20100115,opportunity,decision,20100115:PV2:-1:602,PV2_V7m,602.0,603,-1.0,True,-19.75,False,-19.75,False,,40.25,False,20.0,authorized,ok,A,,,,,,,,,
20100115,execution,execution,20100115:PV2:-1:602,PV2_V7m,,603,,,,,-19.75,False,,40.25,False,20.0,opened,ok,A,1874.0,1879.0,722.0,,,,,,
20100115,settlement,observe_close,20100115:PV2:-1:602,PV2_V7m,602.0,723,-1.0,,-19.75,,-9.5,False,,50.5,False,20.0,,time,A,1874.0,1879.0,,603.0,722.0,1863.0,3.0,10.25,-9.5
20100115,opportunity,decision,20100115:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20100115,opportunity,decision,20100115:PV2:-1:602,PV2_V7m,602.0,603,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,B,,,,,,,,,
20100115,execution,execution,20100115:PV2:-1:602,PV2_V7m,,603,,,,,0.0,False,,60.0,False,20.0,opened,ok,B,1874.0,1879.0,722.0,,,,,,
20100115,settlement,observe_close,20100115:PV2:-1:602,PV2_V7m,602.0,723,-1.0,,0.0,,10.25,False,,70.25,True,10.25,,time,B,1874.0,1879.0,,603.0,722.0,1863.0,3.0,10.25,10.25
20100119,opportunity,decision,20100119:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20100119,execution,execution,20100119:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1872.75,1854.25,693.0,,,,,,
20100119,settlement,observe_close,20100119:S07:573,S07,573.0,694,1.0,,0.0,,14.75,False,,74.75,True,14.75,,time,A,1872.75,1854.25,,574.0,693.0,1888.25,3.0,14.75,14.75
20100119,opportunity,decision,20100119:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20100120,opportunity,decision,20100120:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20100120,execution,execution,20100120:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1873.75,1892.25,693.0,,,,,,
20100120,opportunity,decision,20100120:PV2:-1:606,PV2_V7m,606.0,607,-1.0,True,0.0,True,0.0,True,20100120:S07:573,60.0,False,20.0,policy_skip,busy,A,,,,,,,,,
20100120,settlement,observe_close,20100120:S07:573,S07,573.0,694,-1.0,,0.0,,19.25,False,,79.25,True,19.25,,time,A,1873.75,1892.25,,574.0,693.0,1853.75,3.0,19.25,19.25
20100120,opportunity,decision,20100120:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20100120,opportunity,decision,20100120:PV2:-1:606,PV2_V7m,606.0,607,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,B,,,,,,,,,
20100120,execution,execution,20100120:PV2:-1:606,PV2_V7m,,607,,,,,0.0,False,,60.0,False,20.0,opened,ok,B,1866.25,1872.0,726.0,,,,,,
20100120,settlement,observe_close,20100120:PV2:-1:606,PV2_V7m,606.0,727,-1.0,,0.0,,11.25,False,,71.25,True,11.25,,time,B,1866.25,1872.0,,607.0,726.0,1854.25,3.0,11.25,11.25
20100121,opportunity,decision,20100121:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20100121,execution,execution,20100121:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1880.25,1861.75,693.0,,,,,,
20100121,settlement,observe_close,20100121:S07:573,S07,573.0,627,1.0,,0.0,,-19.75,False,,40.25,False,20.0,,stop,A,1880.25,1861.75,,574.0,626.0,1861.25,1.0,-19.75,-19.75
20100121,opportunity,decision,20100121:PV2:-1:638,PV2_V7m,638.0,639,-1.0,True,-19.75,False,-19.75,False,,40.25,False,20.0,authorized,ok,A,,,,,,,,,
20100121,execution,execution,20100121:PV2:-1:638,PV2_V7m,,639,,,,,-19.75,False,,40.25,False,20.0,opened,ok,A,1852.0,1855.25,758.0,,,,,,
20100121,settlement,observe_close,20100121:PV2:-1:638,PV2_V7m,638.0,641,-1.0,,-19.75,,-24.25,False,,35.75,False,20.0,,stop,A,1852.0,1855.25,,639.0,640.0,1855.75,1.0,-4.5,-24.25
20100121,opportunity,decision,20100121:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20100121,opportunity,decision,20100121:PV2:-1:638,PV2_V7m,638.0,639,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,B,,,,,,,,,
20100121,execution,execution,20100121:PV2:-1:638,PV2_V7m,,639,,,,,0.0,False,,60.0,False,20.0,opened,ok,B,1852.0,1855.25,758.0,,,,,,
20100121,settlement,observe_close,20100121:PV2:-1:638,PV2_V7m,638.0,641,-1.0,,0.0,,-4.5,False,,55.5,False,20.0,,stop,B,1852.0,1855.25,,639.0,640.0,1855.75,1.0,-4.5,-4.5
20100122,opportunity,decision,20100122:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20100122,execution,execution,20100122:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1840.75,1859.25,693.0,,,,,,
20100122,opportunity,decision,20100122:PV2:-1:614,PV2_V7m,614.0,615,-1.0,True,0.0,True,0.0,True,20100122:S07:573,60.0,False,20.0,policy_skip,busy,A,,,,,,,,,
20100122,settlement,observe_close,20100122:S07:573,S07,573.0,694,-1.0,,0.0,,4.75,False,,64.75,True,4.75,,time,A,1840.75,1859.25,,574.0,693.0,1835.25,3.0,4.75,4.75
20100122,opportunity,decision,20100122:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20100122,opportunity,decision,20100122:PV2:-1:614,PV2_V7m,614.0,615,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,B,,,,,,,,,
20100122,execution,execution,20100122:PV2:-1:614,PV2_V7m,,615,,,,,0.0,False,,60.0,False,20.0,opened,ok,B,1829.25,1831.75,734.0,,,,,,
20100122,settlement,observe_close,20100122:PV2:-1:614,PV2_V7m,614.0,628,-1.0,,0.0,,-3.75,False,,56.25,False,20.0,,stop,B,1829.25,1831.75,,615.0,627.0,1832.25,1.0,-3.75,-3.75
20100125,opportunity,decision,20100125:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20100125,execution,execution,20100125:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1802.75,1821.25,693.0,,,,,,
20100125,settlement,observe_close,20100125:S07:573,S07,573.0,694,-1.0,,0.0,,4.5,False,,64.5,True,4.5,,time,A,1802.75,1821.25,,574.0,693.0,1797.5,3.0,4.5,4.5
20100125,opportunity,decision,20100125:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20100126,opportunity,decision,20100126:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20100126,execution,execution,20100126:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1793.0,1811.5,693.0,,,,,,
