date,irec,side,stop,target,iend,branch,entry,exit,xtype,jexit,risk,plan_loss,net,fits,day_after,cut
20090402,752449,1,1256.0,,752569,S07,1274.5,1300.0,3,752569,18.5,19.75,24.75,True,24.75,
20090403,753676,1,1283.25,,753796,S07,1301.75,1300.25,3,753796,18.5,19.75,-2.25,True,-2.25,
20090406,754814,-1,1315.25,,754934,S07,1296.75,1290.75,3,754934,18.5,19.75,5.25,True,5.25,
20090407,755980,-1,1308.25,,756100,S07,1289.75,1288.75,3,756100,18.5,19.75,0.25,True,0.25,
20090408,757169,1,1274.0,,757289,S07,1292.5,1290.5,3,757289,18.5,19.75,-2.75,True,-2.75,
20090409,758314,-1,1338.75,,758434,S07,1320.25,1339.25,1,758341,18.5,19.75,-19.75,True,-19.75,
20090409,758352,1,1336.25,,-1,PV2_V7m,1337.25,1335.75,1,758357,1.0,2.25,-2.25,True,-22.0,
20090413,759315,-1,1348.75,,759435,S07,1330.25,1326.25,3,759435,18.5,19.75,3.25,True,3.25,
20090414,760463,-1,1343.25,,760583,S07,1324.75,1325.25,3,760583,18.5,19.75,-1.25,True,-1.25,
20090415,761628,-1,1326.0,,761748,S07,1307.5,1302.5,3,761748,18.5,19.75,4.25,True,4.25,
20090416,762829,-1,1350.25,,762949,S07,1331.75,1328.0,3,762949,18.5,19.75,3.0,True,3.0,
20090416,763159,1,1350.25,,-1,PV2_V7m,1351.5,1349.75,1,763160,1.25,2.5,-2.5,True,0.5,
20090420,764164,1,1310.75,,764284,S07,1329.25,1310.25,1,764223,18.5,19.75,-19.75,True,-19.75,
20090421,765312,1,1286.25,,765432,S07,1304.75,1321.5,3,765432,18.5,19.75,16.0,True,16.0,
20090422,766407,1,1304.5,,766527,S07,1323.0,1355.0,3,766527,18.5,19.75,31.25,True,31.25,
20090423,767600,-1,1354.5,,767720,S07,1336.0,1324.5,3,767720,18.5,19.75,10.75,True,10.75,
20090424,768744,-1,1364.5,,768864,S07,1346.0,1365.0,1,768860,18.5,19.75,-19.75,True,-19.75,
20090424,768873,1,1367.5,,-1,PV2_V7m,1370.25,1367.0,1,768892,2.75,4.0,-4.0,True,-23.75,
20090427,769761,1,1343.75,,769881,S07,1362.25,1377.75,3,769881,18.5,19.75,14.75,True,14.75,
20090428,770907,-1,1376.5,,771027,S07,1358.0,1377.0,1,770975,18.5,19.75,-19.75,True,-19.75,
20090429,772005,-1,1388.75,,772125,S07,1370.25,1389.25,1,772112,18.5,19.75,-19.75,True,-19.75,
20090430,773193,1,1377.25,,773313,S07,1395.75,1414.0,3,773313,18.5,19.75,17.5,True,17.5,
20090501,774205,-1,1409.75,,774325,S07,1391.25,1391.25,3,774325,18.5,19.75,-0.75,True,-0.75,
20090504,775325,-1,1423.25,,775445,S07,1404.75,1419.0,3,775445,18.5,19.75,-15.0,True,-15.0,
20090505,776480,-1,1438.0,,776600,S07,1419.5,1412.5,3,776600,18.5,19.75,6.25,True,6.25,
20090506,777649,-1,1450.5,,777769,S07,1432.0,1406.0,3,777769,18.5,19.75,25.25,True,25.25,
20090507,778836,-1,1446.0,,778956,S07,1427.5,1387.75,3,778956,18.5,19.75,39.0,True,39.0,
20090508,779983,-1,1416.75,,780103,S07,1398.25,1382.25,3,780103,18.5,19.75,15.25,True,15.25,
20090511,781134,1,1358.25,,781254,S07,1376.75,1395.75,3,781254,18.5,19.75,18.25,True,18.25,
20090512,782272,-1,1414.75,,782392,S07,1396.25,1371.0,3,782392,18.5,19.75,24.5,True,24.5,
20090513,783435,-1,1382.0,,783555,S07,1363.5,1349.0,3,783555,18.5,19.75,13.75,True,13.75,
20090514,784609,1,1331.25,,784729,S07,1349.75,1358.5,3,784729,18.5,19.75,8.0,True,8.0,
20090515,785658,1,1336.5,,785778,S07,1355.0,1368.0,3,785778,18.5,19.75,12.25,True,12.25,
20090518,786796,1,1348.75,,786916,S07,1367.25,1370.0,3,786916,18.5,19.75,2.0,True,2.0,
20090519,787987,-1,1399.75,,788107,S07,1381.25,1400.25,1,788052,18.5,19.75,-19.75,True,-19.75,
20090519,788309,1,1406.75,,-1,PV2_V7m,1408.5,1406.25,1,788312,1.75,3.0,-3.0,True,-22.75,
20090520,789077,1,1389.0,,789197,S07,1407.5,1416.75,3,789197,18.5,19.75,8.5,True,8.5,
20090521,790164,-1,1393.75,,790284,S07,1375.25,1362.0,3,790284,18.5,19.75,12.5,True,12.5,
20090522,791324,-1,1385.5,,791444,S07,1367.0,1372.75,3,791444,18.5,19.75,-6.5,True,-6.5,
20090526,793048,1,1338.5,,793168,S07,1357.0,1403.75,3,793168,18.5,19.75,46.0,True,46.0,
20090527,794253,-1,1424.5,,794373,S07,1406.0,1425.0,1,794304,18.5,19.75,-19.75,True,-19.75,
20090528,795352,1,1396.5,,795472,S07,1415.0,1396.0,1,795385,18.5,19.75,-19.75,True,-19.75,
20090529,796379,-1,1435.5,,796499,S07,1417.0,1416.0,3,796499,18.5,19.75,0.25,True,0.25,
20090601,797530,1,1432.75,,797650,S07,1451.25,1472.5,3,797650,18.5,19.75,20.5,True,20.5,
20090602,798697,-1,1486.0,,798817,S07,1467.5,1486.5,1,798724,18.5,19.75,-19.75,True,-19.75,
20090603,799769,1,1454.0,,799889,S07,1472.5,1474.75,3,799889,18.5,19.75,1.5,True,1.5,
20090604,800843,1,1460.0,,800963,S07,1478.5,1482.0,3,800963,18.5,19.75,2.75,True,2.75,
20090605,801913,-1,1521.75,,802033,S07,1503.25,1492.0,3,802033,18.5,19.75,10.5,True,10.5,
20090608,803013,1,1466.0,,803133,S07,1484.5,1470.25,3,803133,18.5,19.75,-15.0,True,-15.0,
20090609,804174,1,1477.0,,804294,S07,1495.5,1493.75,3,804294,18.5,19.75,-2.5,True,-2.5,
20090610,805322,-1,1526.0,,805442,S07,1507.5,1483.25,3,805442,18.5,19.75,23.5,True,23.5,
20090611,806049,1,1477.5,,806169,S07,1496.0,1502.25,3,806169,18.5,19.75,5.5,True,5.5,
20090612,807092,-1,1503.5,,807212,S07,1485.0,1476.5,3,807212,18.5,19.75,7.75,True,7.75,
20090615,808078,-1,1483.25,,808198,S07,1464.75,1447.75,3,808198,18.5,19.75,16.25,True,16.25,
20090616,809159,-1,1477.25,,809279,S07,1458.75,1464.0,3,809279,18.5,19.75,-6.0,True,-6.0,
20090617,810297,1,1431.25,,810417,S07,1449.75,1453.0,3,810417,18.5,19.75,2.5,True,2.5,
20090618,811418,-1,1469.0,,811538,S07,1450.5,1450.5,3,811538,18.5,19.75,-0.75,True,-0.75,
20090622,812708,1,1436.75,,812828,S07,1455.25,1436.25,1,812738,18.5,19.75,-19.75,True,-19.75,
20090622,812743,-1,1441.0,,-1,PV2_V7m,1440.5,1441.5,1,812744,0.5,1.75,-1.75,True,-21.5,
20090623,813814,-1,1446.75,,813934,S07,1428.25,1417.75,3,813934,18.5,19.75,9.75,True,9.75,
20090624,814878,-1,1452.0,,814998,S07,1433.5,1452.5,1,814925,18.5,19.75,-19.75,True,-19.75,
20090625,816014,1,1422.5,,816134,S07,1441.0,1469.5,3,816134,18.5,19.75,27.75,True,27.75,
20090626,817087,1,1447.75,,817207,S07,1466.25,1473.25,3,817207,18.5,19.75,6.25,True,6.25,
20090630,819127,1,1468.5,,819247,S07,1487.0,1471.75,3,819247,18.5,19.75,-16.0,True,-16.0,
20090701,820199,-1,1501.75,,820319,S07,1483.25,1492.5,3,820319,18.5,19.75,-10.0,True,-10.0,
20090702,821228,-1,1471.75,,821348,S07,1453.25,1445.75,3,821348,18.5,19.75,6.75,True,6.75,
20090706,823082,-1,1451.75,,823202,S07,1433.25,1427.75,3,823202,18.5,19.75,4.75,True,4.75,
20090707,824093,1,1421.5,,824213,S07,1440.0,1421.0,1,824132,18.5,19.75,-19.75,True,-19.75,
20090708,825204,-1,1428.0,,825324,S07,1409.5,1396.5,3,825324,18.5,19.75,12.25,True,12.25,
20090709,826272,-1,1432.75,,826392,S07,1414.25,1412.25,3,826392,18.5,19.75,1.25,True,1.25,
20090710,827300,1,1397.25,,827420,S07,1415.75,1406.75,3,827420,18.5,19.75,-9.75,True,-9.75,
20090713,828422,-1,1438.75,,828542,S07,1420.25,1433.75,3,828542,18.5,19.75,-14.25,True,-14.25,
20090713,828546,1,1433.0,,-1,PV2_V7m,1436.75,1439.25,3,828666,3.75,5.0,1.75,True,-12.5,
20090714,829520,1,1425.75,,829640,S07,1444.25,1449.0,3,829640,18.5,19.75,4.0,True,4.0,
20090715,830720,1,1453.75,,830840,S07,1472.25,1490.75,3,830840,18.5,19.75,17.75,True,17.75,
20090716,831941,1,1478.25,,832061,S07,1496.75,1500.75,3,832061,18.5,19.75,3.25,True,3.25,
20090717,833053,-1,1534.5,,833173,S07,1516.0,1515.25,3,833173,18.5,19.75,0.0,True,0.0,
20090720,834211,-1,1548.0,,834331,S07,1529.5,1534.75,3,834331,18.5,19.75,-6.0,True,-6.0,
20090721,835412,-1,1561.25,,835532,S07,1542.75,1538.5,3,835532,18.5,19.75,3.5,True,3.5,
20090722,836600,-1,1567.5,,836720,S07,1549.0,1563.25,3,836720,18.5,19.75,-15.0,True,-15.0,
20090723,837749,1,1545.25,,837869,S07,1563.75,1592.0,3,837869,18.5,19.75,27.5,True,27.5,
20090724,838954,1,1565.75,,839074,S07,1584.25,1587.5,3,839074,18.5,19.75,2.5,True,2.5,
20090727,840089,1,1577.75,,840209,S07,1596.25,1592.25,3,840209,18.5,19.75,-4.75,True,-4.75,
20090728,841180,1,1574.0,,841300,S07,1592.5,1583.75,3,841300,18.5,19.75,-9.5,True,-9.5,
20090729,842179,1,1577.75,,842299,S07,1596.25,1591.25,3,842299,18.5,19.75,-5.75,True,-5.75,
20090730,843359,1,1596.75,,843479,S07,1615.25,1622.25,3,843479,18.5,19.75,6.25,True,6.25,
20090731,844470,1,1593.0,,844590,S07,1611.5,1613.25,3,844590,18.5,19.75,1.0,True,1.0,
20090803,845601,1,1600.75,,845721,S07,1619.25,1612.25,3,845721,18.5,19.75,-7.75,True,-7.75,
20090804,846719,-1,1634.0,,846839,S07,1615.5,1623.0,3,846839,18.5,19.75,-8.25,True,-8.25,
20090805,847838,-1,1642.0,,847958,S07,1623.5,1608.75,3,847958,18.5,19.75,14.0,True,14.0,
20090806,849022,1,1602.75,,849142,S07,1621.25,1602.25,1,849049,18.5,19.75,-19.75,True,-19.75,
20090806,849056,-1,1606.0,,-1,PV2_V7m,1604.0,1606.5,1,849096,2.0,3.25,-3.25,True,-23.0,
20090807,850108,1,1607.0,,850228,S07,1625.5,1624.5,3,850228,18.5,19.75,-1.75,True,-1.75,
20090810,851179,1,1595.0,,851299,S07,1613.5,1610.75,3,851299,18.5,19.75,-3.5,True,-3.5,
20090811,852235,1,1583.75,,852355,S07,1602.25,1587.75,3,852355,18.5,19.75,-15.25,True,-15.25,
20090812,853371,1,1577.75,,853491,S07,1596.25,1622.5,3,853491,18.5,19.75,25.5,True,25.5,
20090813,854518,-1,1647.0,,854638,S07,1628.5,1622.5,3,854638,18.5,19.75,5.25,True,5.25,
20090814,855615,-1,1638.25,,855735,S07,1619.75,1596.5,3,855735,18.5,19.75,22.5,True,22.5,
20090817,856753,-1,1599.0,,856873,S07,1580.5,1570.25,3,856873,18.5,19.75,9.5,True,9.5,
20090818,857947,1,1557.25,,858067,S07,1575.75,1581.25,3,858067,18.5,19.75,4.75,True,4.75,
20090818,858142,1,1583.75,,-1,PV2_V7m,1584.75,1583.25,1,858145,1.0,2.25,-2.25,True,2.5,
20090819,859118,1,1551.25,,859238,S07,1569.75,1579.75,3,859238,18.5,19.75,9.25,True,9.25,
20090820,860302,1,1579.75,,860422,S07,1598.25,1608.75,3,860422,18.5,19.75,9.75,True,9.75,
20090821,861494,-1,1639.0,,861614,S07,1620.5,1639.5,1,861537,18.5,19.75,-19.75,True,-19.75,
20090824,862706,1,1622.0,,862826,S07,1640.5,1645.0,3,862826,18.5,19.75,3.75,True,3.75,
20090825,863887,1,1625.75,,864007,S07,1644.25,1646.5,3,864007,18.5,19.75,1.5,True,1.5,
20090826,865065,1,1619.5,,865185,S07,1638.0,1632.75,3,865185,18.5,19.75,-6.0,True,-6.0,
20090827,866226,-1,1651.0,,866346,S07,1632.5,1620.0,3,866346,18.5,19.75,11.75,True,11.75,
20090828,867367,-1,1678.5,,867487,S07,1660.0,1647.5,3,867487,18.5,19.75,11.75,True,11.75,
20090901,869766,1,1608.0,,869886,S07,1626.5,1607.5,1,869881,18.5,19.75,-19.75,True,-19.75,
20090901,869888,-1,1605.75,,-1,PV2_V7m,1601.75,1606.25,1,869892,4.0,5.25,-5.25,True,-25.0,
20090902,870992,1,1572.0,,871112,S07,1590.5,1599.25,3,871112,18.5,19.75,8.0,True,8.0,
20090903,872125,1,1585.25,,872245,S07,1603.75,1584.75,1,872175,18.5,19.75,-19.75,True,-19.75,
20090904,873208,1,1590.5,,873328,S07,1609.0,1617.75,3,873328,18.5,19.75,8.0,True,8.0,
20090908,875019,1,1637.25,,875139,S07,1655.75,1650.25,3,875139,18.5,19.75,-6.25,True,-6.25,
20090909,876150,-1,1668.0,,876270,S07,1649.5,1668.5,1,876244,18.5,19.75,-19.75,True,-19.75,
20090910,876932,1,1649.75,,877052,S07,1668.25,1671.75,3,877052,18.5,19.75,2.75,True,2.75,
20090911,877985,-1,1699.75,,878105,S07,1681.25,1681.5,3,878105,18.5,19.75,-1.0,True,-1.0,
20090914,879170,1,1659.5,,879290,S07,1678.0,1685.5,3,879290,18.5,19.75,6.75,True,6.75,
20090915,880270,1,1672.25,,880390,S07,1690.75,1693.25,3,880390,18.5,19.75,1.75,True,1.75,
20090916,881439,1,1686.75,,881559,S07,1705.25,1705.0,3,881559,18.5,19.75,-1.0,True,-1.0,
20090917,882638,1,1702.5,,882758,S07,1721.0,1728.75,3,882758,18.5,19.75,7.0,True,7.0,
20090918,883780,1,1709.0,,883900,S07,1727.5,1721.75,3,883900,18.5,19.75,-6.5,True,-6.5,
20090921,884913,1,1697.0,,885033,S07,1715.5,1731.5,3,885033,18.5,19.75,15.25,True,15.25,
20090922,886020,-1,1752.0,,886140,S07,1733.5,1732.75,3,886140,18.5,19.75,0.0,True,0.0,
20090923,887159,1,1719.75,,887279,S07,1738.25,1734.75,3,887279,18.5,19.75,-4.25,True,-4.25,
20090924,888406,1,1714.0,,888526,S07,1732.5,1713.5,1,888440,18.5,19.75,-19.75,True,-19.75,
20090925,889678,-1,1714.75,,889798,S07,1696.25,1698.25,3,889798,18.5,19.75,-2.75,True,-2.75,
20090928,890878,1,1685.75,,890998,S07,1704.25,1729.25,3,890998,18.5,19.75,24.25,True,24.25,
20090929,892066,1,1706.0,,892186,S07,1724.5,1712.5,3,892186,18.5,19.75,-12.75,True,-12.75,
20090930,893173,-1,1740.0,,893293,S07,1721.5,1705.5,3,893293,18.5,19.75,15.25,True,15.25,
20091001,894401,-1,1725.5,,894521,S07,1707.0,1673.5,3,894521,18.5,19.75,32.75,True,32.75,
20091002,895421,1,1639.25,,895541,S07,1657.75,1666.25,3,895541,18.5,19.75,7.75,True,7.75,
20091005,896562,1,1650.5,,896682,S07,1669.0,1673.0,3,896682,18.5,19.75,3.25,True,3.25,
20091006,897748,1,1666.0,,897868,S07,1684.5,1706.75,3,897868,18.5,19.75,21.5,True,21.5,
20091007,898900,1,1682.5,,899020,S07,1701.0,1703.25,3,899020,18.5,19.75,1.5,True,1.5,
20091008,900117,-1,1736.0,,900237,S07,1717.5,1729.25,3,900237,18.5,19.75,-12.5,True,-12.5,
20091009,901304,1,1692.5,,901424,S07,1711.0,1724.0,3,901424,18.5,19.75,12.25,True,12.25,
20091012,902358,1,1714.0,,902478,S07,1732.5,1736.0,3,902478,18.5,19.75,2.75,True,2.75,
20091013,903481,1,1712.0,,903601,S07,1730.5,1727.5,3,903601,18.5,19.75,-3.75,True,-3.75,
20091014,904657,-1,1766.5,,904777,S07,1748.0,1749.0,3,904777,18.5,19.75,-1.75,True,-1.75,
20091015,905795,1,1725.75,,905915,S07,1744.25,1742.5,3,905915,18.5,19.75,-2.5,True,-2.5,
20091016,906948,-1,1757.25,,907068,S07,1738.75,1727.25,3,907068,18.5,19.75,10.75,True,10.75,
20091019,908104,-1,1753.5,,908224,S07,1735.0,1750.5,3,908224,18.5,19.75,-16.25,True,-16.25,
20091019,908227,1,1749.5,,-1,PV2_V7m,1751.0,1754.25,3,908347,1.5,2.75,2.5,True,-13.75,
20091020,909270,-1,1776.25,,909390,S07,1757.75,1756.5,3,909390,18.5,19.75,0.5,True,0.5,
20091021,910404,1,1739.25,,910524,S07,1757.75,1769.75,3,910524,18.5,19.75,11.25,True,11.25,
20091022,911657,-1,1764.25,,911777,S07,1745.75,1746.25,3,911777,18.5,19.75,-1.25,True,-1.25,
20091023,912861,-1,1792.5,,912981,S07,1774.0,1753.5,3,912981,18.5,19.75,19.75,True,19.75,
20091023,913107,-1,1750.25,,-1,PV2_V7m,1749.0,1750.75,1,913109,1.25,2.5,-2.5,True,17.25,
20091026,914007,1,1742.75,,914127,S07,1761.25,1758.25,3,914127,18.5,19.75,-3.75,True,-3.75,
20091027,915164,1,1729.0,,915284,S07,1747.5,1728.5,1,915192,18.5,19.75,-19.75,True,-19.75,
20091027,915197,-1,1731.25,,-1,PV2_V7m,1729.75,1731.75,1,915201,1.5,2.75,-2.75,True,-22.5,
20091028,916334,1,1692.75,,916454,S07,1711.25,1692.25,1,916415,18.5,19.75,-19.75,True,-19.75,
20091028,916421,-1,1700.0,,-1,PV2_V7m,1697.25,1700.5,1,916438,2.75,4.0,-4.0,True,-23.75,
20091029,917510,-1,1712.5,,917630,S07,1694.0,1705.25,3,917630,18.5,19.75,-12.0,True,-12.0,
20091030,918602,1,1687.5,,918722,S07,1706.0,1697.75,3,918722,18.5,19.75,-9.0,True,-9.0,
20091102,919822,1,1650.25,,919942,S07,1668.75,1678.5,3,919942,18.5,19.75,9.0,True,9.0,
20091103,920982,-1,1677.25,,921102,S07,1658.75,1662.25,3,921102,18.5,19.75,-4.25,True,-4.25,
20091104,922119,1,1668.0,,922239,S07,1686.5,1695.5,3,922239,18.5,19.75,8.25,True,8.25,
20091105,923311,-1,1717.0,,923431,S07,1698.5,1717.5,1,923374,18.5,19.75,-19.75,True,-19.75,
20091106,924411,1,1696.25,,924531,S07,1714.75,1723.75,3,924531,18.5,19.75,8.25,True,8.25,
20091109,925545,-1,1760.0,,925665,S07,1741.5,1756.75,3,925665,18.5,19.75,-16.0,True,-16.0,
20091110,926705,1,1748.75,,926825,S07,1767.25,1764.5,3,926825,18.5,19.75,-3.5,True,-3.5,
20091111,927847,1,1765.75,,927967,S07,1784.25,1777.5,3,927967,18.5,19.75,-7.5,True,-7.5,
20091112,929034,-1,1799.5,,929154,S07,1781.0,1777.5,3,929154,18.5,19.75,2.75,True,2.75,
20091113,930178,-1,1794.5,,930298,S07,1776.0,1785.5,3,930298,18.5,19.75,-10.25,True,-10.25,
20091116,931375,-1,1811.75,,931495,S07,1793.25,1810.5,3,931495,18.5,19.75,-18.0,True,-18.0,
20091117,932523,1,1783.0,,932643,S07,1801.5,1799.5,3,932643,18.5,19.75,-2.75,True,-2.75,
20091118,933661,-1,1822.0,,933781,S07,1803.5,1794.75,3,933781,18.5,19.75,8.0,True,8.0,
20091119,934828,-1,1805.25,,934948,S07,1786.75,1764.5,3,934948,18.5,19.75,21.5,True,21.5,
20091120,936003,-1,1780.0,,936123,S07,1761.5,1758.75,3,936123,18.5,19.75,2.0,True,2.0,
20091123,937072,1,1766.25,,937192,S07,1784.75,1793.75,3,937192,18.5,19.75,8.25,True,8.25,
20091124,938152,-1,1806.5,,938272,S07,1788.0,1781.5,3,938272,18.5,19.75,5.75,True,5.75,
20091125,939261,-1,1807.0,,939381,S07,1788.5,1794.0,3,939381,18.5,19.75,-6.25,True,-6.25,
20091126,940353,-1,1763.0,,-1,PV2_V7m,1761.75,1749.75,3,940437,1.25,2.5,11.25,True,11.25,
20091127,941195,1,1732.5,,941315,S07,1751.0,1772.75,3,941315,18.5,19.75,21.0,True,21.0,
20091130,942256,-1,1774.5,,942376,S07,1756.0,1752.5,3,942376,18.5,19.75,2.75,True,2.75,
20091201,943485,1,1767.25,,943605,S07,1785.75,1790.75,3,943605,18.5,19.75,4.25,True,4.25,
20091202,944632,1,1777.25,,944752,S07,1795.75,1798.0,3,944752,18.5,19.75,1.5,True,1.5,
20091203,945806,1,1781.25,,945926,S07,1799.75,1800.75,3,945926,18.5,19.75,0.25,True,0.25,
20091204,946908,-1,1822.5,,947028,S07,1804.0,1796.25,3,947028,18.5,19.75,7.0,True,7.0,
20091207,948059,1,1773.25,,948179,S07,1791.75,1791.0,3,948179,18.5,19.75,-1.5,True,-1.5,
20091208,949166,-1,1788.75,,949286,S07,1770.25,1778.25,3,949286,18.5,19.75,-8.75,True,-8.75,
20091209,950325,-1,1787.75,,950445,S07,1769.25,1776.25,3,950445,18.5,19.75,-7.75,True,-7.75,
20091210,951194,1,1783.25,,951314,S07,1801.75,1805.25,3,951314,18.5,19.75,2.75,True,2.75,
20091211,952182,-1,1823.25,,952302,S07,1804.75,1786.75,3,952302,18.5,19.75,17.25,True,17.25,
20091214,953363,-1,1819.0,,953483,S07,1800.5,1802.75,3,953483,18.5,19.75,-3.0,True,-3.0,
20091215,954447,-1,1818.5,,954567,S07,1800.0,1807.5,3,954567,18.5,19.75,-8.25,True,-8.25,
20091216,955572,1,1787.0,,955692,S07,1805.5,1811.25,3,955692,18.5,19.75,5.0,True,5.0,
20091217,956774,-1,1805.0,,956894,S07,1786.5,1783.5,3,956894,18.5,19.75,2.25,True,2.25,
20091218,957976,-1,1809.25,,958096,S07,1790.75,1790.25,3,958096,18.5,19.75,-0.25,True,-0.25,
20091221,959155,1,1805.25,,959275,S07,1823.75,1830.5,3,959275,18.5,19.75,6.0,True,6.0,
20091222,960241,1,1815.0,,960361,S07,1833.5,1831.25,3,960361,18.5,19.75,-3.0,True,-3.0,
20091223,961309,-1,1860.25,,961429,S07,1841.75,1845.25,3,961429,18.5,19.75,-4.25,True,-4.25,
20091224,962265,1,1837.0,,962385,S07,1855.5,1865.25,3,962385,18.5,19.75,9.0,True,9.0,
20091228,963202,1,1857.5,,963322,S07,1876.0,1877.5,3,963322,18.5,19.75,0.75,True,0.75,
20091229,964214,1,1860.25,,964334,S07,1878.75,1871.25,3,964334,18.5,19.75,-8.25,True,-8.25,
20091230,965274,1,1852.75,,965394,S07,1871.25,1868.75,3,965394,18.5,19.75,-3.25,True,-3.25,
20100104,967353,-1,1899.5,,967473,S07,1881.0,1887.25,3,967473,18.5,19.75,-7.0,True,-7.0,
20100105,968470,1,1868.5,,968590,S07,1887.0,1884.5,3,968590,18.5,19.75,-3.25,True,-3.25,
20100106,969574,1,1869.5,,969694,S07,1888.0,1887.75,3,969694,18.5,19.75,-1.0,True,-1.0,
20100107,970711,1,1861.5,,970831,S07,1880.0,1872.0,3,970831,18.5,19.75,-8.75,True,-8.75,
20100108,971789,1,1855.75,,971909,S07,1874.25,1885.75,3,971909,18.5,19.75,10.75,True,10.75,
20100111,972916,-1,1909.0,,973036,S07,1890.5,1878.5,3,973036,18.5,19.75,11.25,True,11.25,
20100112,974098,1,1855.25,,974218,S07,1873.75,1867.5,3,974218,18.5,19.75,-7.0,True,-7.0,
20100113,975296,1,1851.75,,975416,S07,1870.25,1865.25,3,975416,18.5,19.75,-5.75,True,-5.75,
20100114,976414,1,1862.25,,976534,S07,1880.75,1882.5,3,976534,18.5,19.75,1.0,True,1.0,
20100115,977586,1,1872.25,,977706,S07,1890.75,1871.75,1,977614,18.5,19.75,-19.75,True,-19.75,
20100115,977615,-1,1879.0,,-1,PV2_V7m,1874.0,1863.0,3,977735,5.0,6.25,10.25,True,-9.5,
20100119,979587,1,1854.25,,979707,S07,1872.75,1888.25,3,979707,18.5,19.75,14.75,True,14.75,
20100120,980791,-1,1892.25,,980911,S07,1873.75,1853.75,3,980911,18.5,19.75,19.25,True,19.25,
20100121,982020,1,1861.75,,982140,S07,1880.25,1861.25,1,982073,18.5,19.75,-19.75,True,-19.75,
20100121,982085,-1,1855.25,,-1,PV2_V7m,1852.0,1855.75,1,982087,3.25,4.5,-4.5,True,-24.25,
20100122,983256,-1,1859.25,,983376,S07,1840.75,1835.25,3,983376,18.5,19.75,4.75,True,4.75,
20100125,984436,-1,1821.25,,984556,S07,1802.75,1797.5,3,984556,18.5,19.75,4.5,True,4.5,
20100126,985755,-1,1811.5,,985875,S07,1793.0,1810.5,3,985875,18.5,19.75,-18.25,True,-18.25,
20100127,987045,1,1785.5,,987165,S07,1804.0,1802.5,3,987165,18.5,19.75,-2.25,True,-2.25,
20100128,988321,-1,1814.0,,988441,S07,1795.5,1764.0,3,988441,18.5,19.75,30.75,True,30.75,
20100129,989631,-1,1801.0,,989751,S07,1782.5,1757.0,3,989751,18.5,19.75,24.75,True,24.75,
20100201,990859,1,1728.5,,990979,S07,1747.0,1750.5,3,990979,18.5,19.75,2.75,True,2.75,
20100202,992047,-1,1774.25,,992167,S07,1755.75,1764.0,3,992167,18.5,19.75,-9.0,True,-9.0,
20100203,993236,-1,1782.75,,993356,S07,1764.25,1776.75,3,993356,18.5,19.75,-13.25,True,-13.25,
20100204,994449,-1,1785.0,,994569,S07,1766.5,1747.5,3,994569,18.5,19.75,18.25,True,18.25,
20100205,995655,1,1719.75,,995775,S07,1738.25,1732.5,3,995775,18.5,19.75,-6.5,True,-6.5,
20100208,996873,-1,1759.5,,996993,S07,1741.0,1749.25,3,996993,18.5,19.75,-9.0,True,-9.0,
20100209,998093,1,1737.0,,998213,S07,1755.5,1736.5,1,998190,18.5,19.75,-19.75,True,-19.75,
20100210,999310,1,1734.75,,999430,S07,1753.25,1747.0,3,999430,18.5,19.75,-7.0,True,-7.0,
20100211,1000495,-1,1760.75,,1000615,S07,1742.25,1761.25,1,1000606,18.5,19.75,-19.75,True,-19.75,
20100211,1000612,1,1760.25,,-1,PV2_V7m,1762.0,1776.25,3,1000732,1.75,3.0,13.5,True,-6.25,
20100212,1001688,-1,1777.0,,1001808,S07,1758.5,1763.0,3,1001808,18.5,19.75,-5.25,True,-5.25,
20100216,1003478,-1,1809.0,,1003598,S07,1790.5,1796.25,3,1003598,18.5,19.75,-6.5,True,-6.5,
20100217,1004616,1,1788.75,,1004736,S07,1807.25,1798.75,3,1004736,18.5,19.75,-9.25,True,-9.25,
20100218,1005769,-1,1826.25,,1005889,S07,1807.75,1813.5,3,1005889,18.5,19.75,-6.5,True,-6.5,
20100219,1007061,-1,1835.75,,1007181,S07,1817.25,1825.25,3,1007181,18.5,19.75,-8.75,True,-8.75,
20100222,1008188,-1,1844.0,,1008308,S07,1825.5,1812.75,3,1008308,18.5,19.75,12.0,True,12.0,
20100223,1009328,1,1797.75,,1009448,S07,1816.25,1797.25,1,1009369,18.5,19.75,-19.75,True,-19.75,
20100224,1010537,1,1789.0,,1010657,S07,1807.5,1812.75,3,1010657,18.5,19.75,4.5,True,4.5,
20100225,1011769,-1,1804.75,,1011889,S07,1786.25,1784.75,3,1011889,18.5,19.75,0.75,True,0.75,
20100226,1012980,-1,1827.0,,1013100,S07,1808.5,1818.25,3,1013100,18.5,19.75,-10.5,True,-10.5,
20100301,1014138,1,1812.75,,1014258,S07,1831.25,1842.75,3,1014258,18.5,19.75,10.75,True,10.75,
20100302,1015285,1,1837.0,,1015405,S07,1855.5,1855.75,3,1015405,18.5,19.75,-0.5,True,-0.5,
20100303,1016370,1,1835.75,,1016490,S07,1854.25,1860.25,3,1016490,18.5,19.75,5.25,True,5.25,
20100304,1017472,-1,1871.75,,1017592,S07,1853.25,1851.75,3,1017592,18.5,19.75,0.75,True,0.75,
