date,irec,side,stop,target,iend,branch,entry,exit,xtype,jexit,risk,plan_loss,net,fits,day_after,cut
20060106,607,1,1715.5,,727,S07,1734.0,1732.0,3,727,18.5,19.75,-2.75,True,-2.75,
20060118,6586,-1,1740.0,,6706,S07,1721.5,1724.5,3,6706,18.5,19.75,-3.75,True,-3.75,
20060119,7507,-1,1752.5,,7627,S07,1734.0,1736.0,3,7627,18.5,19.75,-2.75,True,-2.75,
20060127,12689,1,1693.0,,12809,S07,1711.5,1721.5,3,12809,18.5,19.75,9.25,True,9.25,
20060131,14129,-1,1716.25,,-1,PV2_V7m,1710.5,1716.75,1,14234,5.75,7.0,-7.0,True,-7.0,
20060201,14992,1,1690.0,,15112,S07,1708.5,1712.5,3,15112,18.5,19.75,3.25,True,3.25,
20060203,15649,-1,1692.5,,15769,S07,1674.0,1674.0,3,15769,18.5,19.75,-0.75,True,-0.75,
20060210,19031,1,1671.75,,-1,PV2_V7m,1673.0,1671.25,1,19039,1.25,2.5,-2.5,True,-2.5,
20060215,20988,1,1677.75,,-1,PV2_V7m,1681.5,1677.25,1,21002,3.75,5.0,-5.0,True,-5.0,
20060222,24414,-1,1679.5,,24534,S07,1661.0,1680.0,1,24530,18.5,19.75,-19.75,True,-19.75,
20060228,27490,-1,1688.25,,-1,PV2_V7m,1679.5,1675.5,3,27610,8.75,10.0,3.25,True,3.25,
20060303,29761,-1,1705.0,,29881,S07,1686.5,1691.0,3,29881,18.5,19.75,-5.25,True,-5.25,
20060307,30264,-1,1686.0,,30384,S07,1667.5,1668.0,3,30384,18.5,19.75,-1.25,True,-1.25,
20060310,32295,-1,1680.5,,32415,S07,1662.0,1671.0,3,32415,18.5,19.75,-9.75,True,-9.75,
20060313,32812,1,1680.75,,-1,PV2_V7m,1683.0,1680.25,1,32818,2.25,3.5,-3.5,True,-3.5,
20060314,33557,1,1683.75,,-1,PV2_V7m,1686.0,1683.25,1,33572,2.25,3.5,-3.5,True,-3.5,
20060316,35118,-1,1737.5,,35238,S07,1719.0,1716.5,3,35238,18.5,19.75,1.75,True,1.75,
20060320,36080,-1,1727.5,,36200,S07,1709.0,1704.5,3,36200,18.5,19.75,3.75,True,3.75,
20060321,36850,-1,1702.75,,-1,PV2_V7m,1701.0,1703.25,1,36872,1.75,3.0,-3.0,True,-3.0,
20060321,36941,1,1718.75,,-1,PV2_V7m,1720.5,1718.25,1,37049,1.75,3.0,-3.0,True,-6.0,
20060327,39225,1,1679.5,,39345,S07,1698.0,1698.5,3,39345,18.5,19.75,-0.25,True,-0.25,
20060328,39939,1,1681.5,,40059,S07,1700.0,1702.0,3,40059,18.5,19.75,1.25,True,1.25,
20060329,40807,1,1696.75,,-1,PV2_V7m,1698.0,1696.25,1,40837,1.25,2.5,-2.5,True,-2.5,
20060405,44576,1,1740.25,,-1,PV2_V7m,1742.0,1739.75,1,44585,1.75,3.0,-3.0,True,-3.0,
20060406,45347,1,1730.5,,45467,S07,1749.0,1750.0,3,45467,18.5,19.75,0.25,True,0.25,
20060407,46059,-1,1776.5,,46179,S07,1758.0,1744.0,3,46179,18.5,19.75,13.25,True,13.25,
20060413,49098,-1,1734.5,,49218,S07,1716.0,1735.0,1,49196,18.5,19.75,-19.75,True,-19.75,
20060418,50593,1,1715.75,,-1,PV2_V7m,1717.5,1715.25,1,50597,1.75,3.0,-3.0,True,-3.0,
20060419,51420,-1,1761.5,,51540,S07,1743.0,1738.5,3,51540,18.5,19.75,3.75,True,3.75,
20060421,52956,1,1728.5,,53076,S07,1747.0,1733.5,3,53076,18.5,19.75,-14.25,True,-14.25,
20060424,53717,-1,1711.25,,-1,PV2_V7m,1711.0,1711.75,1,53729,0.25,1.5,-1.5,True,-1.5,
20060427,55990,-1,1736.5,,56108,S07,1718.0,1709.0,4,56003,18.5,19.75,8.25,True,8.25,
20060427,56036,1,1724.25,,-1,PV2_V7m,1729.0,1731.0,3,56156,4.75,6.0,1.25,True,9.5,
20060428,56870,-1,1738.5,,56990,S07,1720.0,1715.0,3,56990,18.5,19.75,4.25,True,4.25,
20060501,57444,-1,1733.5,,57564,S07,1715.0,1710.5,3,57564,18.5,19.75,3.75,True,3.75,
20060502,58331,1,1685.0,,58451,S07,1703.5,1699.0,3,58451,18.5,19.75,-5.25,True,-5.25,
20060503,59118,-1,1714.0,,59238,S07,1695.5,1695.0,3,59238,18.5,19.75,-0.25,True,-0.25,
20060504,59904,-1,1730.5,,60024,S07,1712.0,1708.0,3,60024,18.5,19.75,3.25,True,3.25,
20060505,60634,-1,1733.5,,60754,S07,1715.0,1720.5,3,60754,18.5,19.75,-6.25,True,-6.25,
20060508,61289,-1,1745.0,,61409,S07,1726.5,1724.0,3,61409,18.5,19.75,1.75,True,1.75,
20060509,62004,-1,1737.0,,62124,S07,1718.5,1720.0,3,62124,18.5,19.75,-2.25,True,-2.25,
20060510,62759,1,1696.0,,62879,S07,1714.5,1712.25,3,62879,18.5,19.75,-3.0,True,-3.0,
20060511,63611,-1,1703.0,,63731,S07,1684.5,1668.5,3,63731,18.5,19.75,15.25,True,15.25,
20060512,64560,-1,1664.75,,64680,S07,1646.25,1645.0,3,64680,18.5,19.75,0.5,True,0.5,
20060515,65373,1,1623.75,,65493,S07,1642.25,1639.75,3,65493,18.5,19.75,-3.25,True,-3.25,
20060516,66232,1,1622.0,,66352,S07,1640.5,1627.75,3,66352,18.5,19.75,-13.5,True,-13.5,
20060518,67693,-1,1630.5,,67813,S07,1612.0,1611.75,3,67813,18.5,19.75,-0.5,True,-0.5,
20060519,68640,1,1578.0,,68760,S07,1596.5,1593.75,3,68760,18.5,19.75,-3.5,True,-3.5,
20060522,69435,1,1573.75,,69555,S07,1592.25,1588.5,3,69555,18.5,19.75,-4.5,True,-4.5,
20060523,70306,1,1585.0,,70426,S07,1603.5,1603.0,3,70426,18.5,19.75,-1.25,True,-1.25,
20060524,71423,-1,1585.0,,71543,S07,1566.5,1585.5,1,71439,18.5,19.75,-19.75,True,-19.75,
20060524,71452,1,1583.0,,-1,PV2_V7m,1589.0,1582.5,1,71466,6.0,7.25,-7.25,True,-27.0,
20060525,72330,-1,1612.0,,72450,S07,1593.5,1590.25,3,72450,18.5,19.75,2.5,True,2.5,
20060526,73171,-1,1624.5,,73291,S07,1606.0,1609.5,3,73291,18.5,19.75,-4.25,True,-4.25,
20060601,75746,-1,1600.75,,75866,S07,1582.25,1601.25,1,75846,18.5,19.75,-19.75,True,-19.75,
20060602,76687,-1,1646.5,,76807,S07,1628.0,1613.0,3,76807,18.5,19.75,14.25,True,14.25,
20060602,76825,-1,1604.5,,-1,PV2_V7m,1602.0,1605.0,1,76828,2.5,3.75,-3.75,True,10.5,
20060605,77425,-1,1606.0,,-1,PV2_V7m,1605.0,1606.5,1,77429,1.0,2.25,-2.25,True,-2.25,
20060608,79855,-1,1590.25,,79975,S07,1571.75,1552.0,3,79975,18.5,19.75,19.0,True,19.0,
20060609,80824,1,1570.75,,80944,S07,1589.25,1589.75,3,80944,18.5,19.75,-0.25,True,-0.25,
20060612,81573,-1,1588.75,,81693,S07,1570.25,1561.5,3,81693,18.5,19.75,8.0,True,8.0,
20060613,82598,-1,1557.0,,82718,S07,1538.5,1547.5,3,82718,18.5,19.75,-9.75,True,-9.75,
20060614,83626,1,1524.0,,83746,S07,1542.5,1547.5,3,83746,18.5,19.75,4.25,True,4.25,
20060615,84573,1,1540.25,,84693,S07,1558.75,1570.5,3,84693,18.5,19.75,11.0,True,11.0,
20060616,85506,1,1568.75,,85626,S07,1587.25,1576.0,3,85626,18.5,19.75,-12.0,True,-12.0,
20060621,87901,1,1575.5,,-1,PV2_V7m,1579.75,1595.5,3,88021,4.25,5.5,15.0,True,15.0,
20060627,91031,-1,1592.25,,91151,S07,1573.75,1553.5,3,91151,18.5,19.75,19.5,True,19.5,
20060629,92687,1,1544.75,,92807,S07,1563.25,1567.0,3,92807,18.5,19.75,3.0,True,3.0,
20060630,93671,-1,1625.25,,93791,S07,1606.75,1595.25,3,93791,18.5,19.75,10.75,True,10.75,
20060705,95140,-1,1602.25,,95260,S07,1583.75,1566.75,3,95260,18.5,19.75,16.25,True,16.25,
20060707,96812,-1,1570.75,,96932,S07,1552.25,1558.75,3,96932,18.5,19.75,-7.25,True,-7.25,
20060710,97762,-1,1535.5,,-1,PV2_V7m,1535.0,1536.0,1,97766,0.5,1.75,-1.75,True,-1.75,
20060711,98360,-1,1546.5,,98480,S07,1528.0,1528.5,3,98480,18.5,19.75,-1.25,True,-1.25,
20060712,99285,1,1523.0,,99405,S07,1541.5,1530.0,3,99405,18.5,19.75,-12.25,True,-12.25,
20060713,100239,-1,1519.75,,100359,S07,1501.25,1506.0,3,100359,18.5,19.75,-5.5,True,-5.5,
20060714,101221,-1,1509.0,,101341,S07,1490.5,1469.5,3,101341,18.5,19.75,20.25,True,20.25,
20060717,102042,1,1461.0,,102162,S07,1479.5,1482.25,3,102162,18.5,19.75,2.0,True,2.0,
20060719,103779,1,1463.75,,103899,S07,1482.25,1495.5,3,103899,18.5,19.75,12.5,True,12.5,
20060720,104692,1,1489.0,,104812,S07,1507.5,1497.0,3,104812,18.5,19.75,-11.25,True,-11.25,
20060721,105596,-1,1485.5,,105716,S07,1467.0,1466.0,3,105716,18.5,19.75,0.25,True,0.25,
20060725,107251,1,1475.75,,107371,S07,1494.25,1490.5,3,107371,18.5,19.75,-4.5,True,-4.5,
20060726,108035,-1,1509.75,,108155,S07,1491.25,1490.0,3,108155,18.5,19.75,0.5,True,0.5,
20060727,108872,1,1492.5,,108992,S07,1511.0,1507.75,3,108992,18.5,19.75,-4.0,True,-4.0,
20060728,109655,-1,1515.0,,109775,S07,1496.5,1513.25,3,109775,18.5,19.75,-17.5,True,-17.5,
20060731,110364,-1,1530.5,,110484,S07,1512.0,1518.75,3,110484,18.5,19.75,-7.5,True,-7.5,
20060801,111107,-1,1521.25,,111227,S07,1502.75,1492.0,3,111227,18.5,19.75,10.0,True,10.0,
20060803,112780,-1,1513.0,,112900,S07,1494.5,1504.25,3,112900,18.5,19.75,-10.5,True,-10.5,
20060804,113642,-1,1548.75,,113762,S07,1530.25,1528.25,3,113762,18.5,19.75,1.25,True,1.25,
20060809,116134,1,1494.5,,116254,S07,1513.0,1520.5,3,116254,18.5,19.75,6.75,True,6.75,
20060810,117086,1,1474.5,,117206,S07,1493.0,1497.25,3,117206,18.5,19.75,3.5,True,3.5,
20060811,117959,-1,1493.0,,-1,PV2_V7m,1492.5,1493.5,1,117968,0.5,1.75,-1.75,True,-1.75,
20060815,119438,-1,1540.25,,119558,S07,1521.75,1528.0,3,119558,18.5,19.75,-7.0,True,-7.0,
20060816,120335,-1,1567.25,,120455,S07,1548.75,1552.0,3,120455,18.5,19.75,-4.0,True,-4.0,
20060817,121257,1,1579.5,,-1,PV2_V7m,1580.75,1579.0,1,121259,1.25,2.5,-2.5,True,-2.5,
20060818,122046,-1,1569.75,,-1,PV2_V7m,1566.75,1570.25,1,122080,3.0,4.25,-4.25,True,-4.25,
20060822,123701,1,1573.25,,-1,PV2_V7m,1575.25,1577.75,3,123821,2.0,3.25,1.75,True,1.75,
20060824,125272,-1,1579.75,,125392,S07,1561.25,1552.75,3,125392,18.5,19.75,7.75,True,7.75,
20060829,127603,-1,1565.5,,-1,PV2_V7m,1564.0,1558.5,3,127723,1.5,2.75,4.75,True,4.75,
20060901,129911,1,1576.5,,130031,S07,1595.0,1590.25,3,130031,18.5,19.75,-5.5,True,-5.5,
20060905,130883,-1,1609.0,,131003,S07,1590.5,1595.75,3,131003,18.5,19.75,-6.0,True,-6.0,
20060906,131710,-1,1611.0,,131830,S07,1592.5,1589.0,3,131830,18.5,19.75,2.75,True,2.75,
20060914,136316,-1,1658.5,,136436,S07,1640.0,1645.5,3,136436,18.5,19.75,-6.25,True,-6.25,
20060915,137085,-1,1678.0,,137205,S07,1659.5,1653.25,3,137205,18.5,19.75,5.5,True,5.5,
20060918,137763,-1,1668.25,,137883,S07,1649.75,1657.5,3,137883,18.5,19.75,-8.5,True,-8.5,
20060919,138615,-1,1671.25,,138735,S07,1652.75,1648.25,3,138735,18.5,19.75,3.75,True,3.75,
20060920,139293,1,1637.75,,139413,S07,1656.25,1666.0,3,139413,18.5,19.75,9.0,True,9.0,
20060921,140152,-1,1684.75,,140272,S07,1666.25,1668.5,3,140272,18.5,19.75,-3.0,True,-3.0,
20060922,141047,-1,1642.75,,-1,PV2_V7m,1639.75,1643.25,1,141059,3.0,4.25,-4.25,True,-4.25,
20060925,141735,1,1630.75,,141855,S07,1649.25,1646.0,3,141855,18.5,19.75,-4.0,True,-4.0,
20060925,141937,1,1657.25,,-1,PV2_V7m,1660.0,1656.75,1,141980,2.75,4.0,-4.0,True,-8.0,
20060927,143414,1,1655.25,,143534,S07,1673.75,1679.25,3,143534,18.5,19.75,4.75,True,4.75,
20060929,145102,-1,1696.25,,145222,S07,1677.75,1678.75,3,145222,18.5,19.75,-1.75,True,-1.75,
20061002,145799,-1,1686.0,,145919,S07,1667.5,1670.25,3,145919,18.5,19.75,-3.5,True,-3.5,
20061003,146689,-1,1662.0,,146809,S07,1643.5,1650.25,3,146809,18.5,19.75,-7.5,True,-7.5,
20061005,148501,-1,1711.5,,148621,S07,1693.0,1698.25,3,148621,18.5,19.75,-6.0,True,-6.0,
20061006,149293,1,1677.75,,149413,S07,1696.25,1701.5,3,149413,18.5,19.75,4.5,True,4.5,
20061011,151736,-1,1716.5,,151856,S07,1698.0,1706.75,3,151856,18.5,19.75,-9.5,True,-9.5,
20061012,152504,1,1696.5,,152624,S07,1715.0,1715.25,3,152624,18.5,19.75,-0.5,True,-0.5,
20061012,152851,1,1726.0,,-1,PV2_V7m,1729.5,1731.75,3,152889,3.5,4.75,1.5,True,1.0,
20061017,154955,-1,1747.75,,155075,S07,1729.25,1715.5,3,155075,18.5,19.75,13.0,True,13.0,
20061018,155805,1,1713.25,,155925,S07,1731.75,1712.75,1,155874,18.5,19.75,-19.75,True,-19.75,
20061019,156684,-1,1727.0,,156804,S07,1708.5,1714.5,3,156804,18.5,19.75,-6.75,True,-6.75,
20061020,157534,-1,1737.25,,157654,S07,1718.75,1715.75,3,157654,18.5,19.75,2.25,True,2.25,
20061023,158239,1,1698.5,,158359,S07,1717.0,1740.25,3,158359,18.5,19.75,22.5,True,22.5,
20061025,159753,1,1708.5,,159873,S07,1727.0,1735.5,3,159873,18.5,19.75,7.75,True,7.75,
20061026,160546,-1,1761.25,,160666,S07,1742.75,1737.0,3,160666,18.5,19.75,5.0,True,5.0,
20061026,160823,1,1751.5,,-1,PV2_V7m,1752.25,1751.0,1,160827,0.75,2.0,-2.0,True,3.0,
20061101,163718,-1,1766.5,,163838,S07,1748.0,1737.25,3,163838,18.5,19.75,10.0,True,10.0,
20061102,164628,1,1695.5,,164714,S07,1714.0,1713.25,4,164663,18.5,19.75,-1.5,True,-1.5,
20061103,165338,1,1705.75,,165458,S07,1724.25,1705.25,1,165447,18.5,19.75,-19.75,True,-19.75,
20061106,166094,1,1732.75,,-1,PV2_V7m,1735.0,1741.5,3,166214,2.25,3.5,5.75,True,5.75,
20061107,166883,-1,1755.25,,167003,S07,1736.75,1755.75,1,166926,18.5,19.75,-19.75,True,-19.75,
20061108,167864,-1,1757.75,,167984,S07,1739.25,1746.75,3,167984,18.5,19.75,-8.25,True,-8.25,
20061109,168718,-1,1782.75,,168838,S07,1764.25,1766.75,3,168838,18.5,19.75,-3.25,True,-3.25,
20061113,170295,1,1771.25,,-1,PV2_V7m,1773.75,1770.75,1,170391,2.5,3.75,-3.75,True,-3.75,
20061114,171126,1,1760.25,,171246,S07,1778.75,1772.25,3,171246,18.5,19.75,-7.25,True,-7.25,
20061116,172867,-1,1822.75,,172987,S07,1804.25,1803.0,3,172987,18.5,19.75,0.5,True,0.5,
20061117,173641,-1,1816.25,,173761,S07,1797.75,1797.5,3,173761,18.5,19.75,-0.5,True,-0.5,
20061120,174431,-1,1820.5,,174551,S07,1802.0,1809.5,3,174551,18.5,19.75,-8.25,True,-8.25,
20061124,177108,1,1792.75,,177228,S07,1811.25,1826.25,3,177228,18.5,19.75,14.25,True,14.25,
20061127,177760,-1,1809.25,,-1,PV2_V7m,1808.0,1788.0,3,177880,1.25,2.5,19.25,True,19.25,
20061128,178644,1,1758.75,,178764,S07,1777.25,1780.0,3,178764,18.5,19.75,2.0,True,2.0,
20061129,179519,1,1775.25,,179639,S07,1793.75,1795.5,3,179639,18.5,19.75,1.0,True,1.0,
20061130,180341,1,1778.75,,180461,S07,1797.25,1791.25,3,180461,18.5,19.75,-6.75,True,-6.75,
20061201,181179,1,1776.0,,181299,S07,1794.5,1775.5,1,181214,18.5,19.75,-19.75,True,-19.75,
20061205,182659,-1,1824.0,,182779,S07,1805.5,1810.0,3,182779,18.5,19.75,-5.25,True,-5.25,
20061206,183449,-1,1797.5,,-1,PV2_V7m,1796.25,1798.0,1,183452,1.25,2.5,-2.5,True,-2.5,
20061208,184805,1,1776.0,,184925,S07,1794.5,1821.25,3,184925,18.5,19.75,26.0,True,26.0,
20061213,186926,-1,1830.75,,187046,S07,1812.25,1803.75,3,187046,18.5,19.75,7.75,True,7.75,
20061214,187732,-1,1829.25,,187852,S07,1810.75,1829.75,1,187755,18.5,19.75,-19.75,True,-19.75,
20061214,187764,1,1825.75,,-1,PV2_V7m,1829.25,1829.25,3,187884,3.5,4.75,-0.75,True,-20.5,
20061215,188400,1,1824.0,,188520,S07,1842.5,1836.75,3,188520,18.5,19.75,-6.5,True,-6.5,
20061218,189127,-1,1856.25,,189247,S07,1837.75,1833.5,3,189247,18.5,19.75,3.5,True,3.5,
20061218,189450,-1,1812.0,,-1,PV2_V7m,1811.0,1812.5,1,189452,1.0,2.25,-2.25,True,1.25,
20061219,190082,-1,1812.5,,190202,S07,1794.0,1798.0,3,190202,18.5,19.75,-4.75,True,-4.75,
20061221,191663,-1,1789.0,,-1,PV2_V7m,1787.5,1785.75,3,191783,1.5,2.75,1.0,True,1.0,
20061222,192254,-1,1779.25,,-1,PV2_V7m,1775.75,1779.75,1,192258,3.5,4.75,-4.75,True,-4.75,
20061227,193574,1,1760.5,,193694,S07,1779.0,1778.75,3,193694,18.5,19.75,-1.0,True,-1.0,
20061229,195084,1,1789.75,,-1,PV2_V7m,1791.25,1789.25,1,195114,1.5,2.75,-2.75,True,-2.75,
20070103,195980,-1,1805.75,,196100,S07,1787.25,1806.25,1,196039,18.5,19.75,-19.75,True,-19.75,
20070105,197844,-1,1819.75,,197964,S07,1801.25,1789.75,3,197964,18.5,19.75,10.75,True,10.75,
20070108,198564,-1,1819.5,,198684,S07,1801.0,1804.25,3,198684,18.5,19.75,-4.0,True,-4.0,
20070109,199330,-1,1824.5,,199450,S07,1806.0,1806.5,3,199450,18.5,19.75,-1.25,True,-1.25,
20070110,200350,-1,1823.0,,200470,S07,1804.5,1813.25,3,200470,18.5,19.75,-9.5,True,-9.5,
20070111,201299,-1,1852.75,,201419,S07,1834.25,1853.25,1,201399,18.5,19.75,-19.75,True,-19.75,
20070112,202236,1,1832.75,,202356,S07,1851.25,1852.5,3,202356,18.5,19.75,0.5,True,0.5,
20070116,203382,-1,1878.25,,203502,S07,1859.75,1857.5,3,203502,18.5,19.75,1.5,True,1.5,
20070117,204298,1,1833.75,,204418,S07,1852.25,1852.25,3,204418,18.5,19.75,-0.75,True,-0.75,
20070118,205287,-1,1854.75,,205407,S07,1836.25,1819.5,3,205407,18.5,19.75,16.0,True,16.0,
20070119,206145,-1,1821.75,,206265,S07,1803.25,1811.75,3,206265,18.5,19.75,-9.25,True,-9.25,
20070122,206912,-1,1797.0,,-1,PV2_V7m,1788.25,1787.0,3,207032,8.75,10.0,0.5,True,0.5,
20070125,209586,-1,1835.0,,209706,S07,1816.5,1808.0,3,209706,18.5,19.75,7.75,True,7.75,
20070126,210445,1,1775.75,,210565,S07,1794.25,1775.25,1,210476,18.5,19.75,-19.75,True,-19.75,
20070129,211223,1,1762.5,,211343,S07,1781.0,1783.5,3,211343,18.5,19.75,1.75,True,1.75,
20070130,212004,-1,1806.75,,212124,S07,1788.25,1789.0,3,212124,18.5,19.75,-1.5,True,-1.5,
20070201,213498,1,1792.75,,213618,S07,1811.25,1800.75,3,213618,18.5,19.75,-11.25,True,-11.25,
20070202,214237,-1,1824.5,,214357,S07,1806.0,1804.0,3,214357,18.5,19.75,1.25,True,1.25,
20070206,215649,-1,1824.25,,215769,S07,1805.75,1790.75,3,215769,18.5,19.75,14.25,True,14.25,
20070207,216509,1,1793.0,,216629,S07,1811.5,1822.75,3,216629,18.5,19.75,10.5,True,10.5,
20070208,217378,-1,1832.75,,217498,S07,1814.25,1815.75,3,217498,18.5,19.75,-2.25,True,-2.25,
20070209,218159,1,1803.75,,218279,S07,1822.25,1813.75,3,218279,18.5,19.75,-9.25,True,-9.25,
20070212,218923,-1,1810.5,,219043,S07,1792.0,1785.75,3,219043,18.5,19.75,5.5,True,5.5,
20070213,219788,1,1793.75,,-1,PV2_V7m,1795.0,1793.25,1,219799,1.25,2.5,-2.5,True,-2.5,
20070214,220547,1,1781.25,,220660,S07,1799.75,1810.25,4,220580,18.5,19.75,9.75,True,9.75,
20070215,221352,-1,1841.25,,221472,S07,1822.75,1825.0,3,221472,18.5,19.75,-3.0,True,-3.0,
20070220,223180,-1,1842.0,,223300,S07,1823.5,1836.25,3,223300,18.5,19.75,-13.5,True,-13.5,
20070221,223998,-1,1849.75,,224118,S07,1831.25,1837.5,3,224118,18.5,19.75,-7.0,True,-7.0,
20070222,224815,1,1832.5,,224935,S07,1851.0,1839.0,3,224935,18.5,19.75,-12.75,True,-12.75,
20070223,225671,-1,1867.25,,225791,S07,1848.75,1845.0,3,225791,18.5,19.75,3.0,True,3.0,
20070227,227354,-1,1823.75,,227474,S07,1805.25,1803.0,3,227474,18.5,19.75,1.5,True,1.5,
20070228,228575,1,1746.25,,228695,S07,1764.75,1771.75,3,228695,18.5,19.75,6.25,True,6.25,
20070301,229666,-1,1743.25,,229786,S07,1724.75,1743.75,1,229693,18.5,19.75,-19.75,True,-19.75,
20070302,230687,1,1728.75,,230807,S07,1747.25,1750.25,3,230807,18.5,19.75,2.25,True,2.25,
20070305,231607,-1,1732.25,,231727,S07,1713.75,1732.75,1,231644,18.5,19.75,-19.75,True,-19.75,
20070306,233050,1,1746.0,,-1,PV2_V7m,1747.25,1745.5,1,233065,1.25,2.5,-2.5,True,-2.5,
20070307,233559,1,1726.75,,233679,S07,1745.25,1737.5,3,233679,18.5,19.75,-8.5,True,-8.5,
20070309,234991,-1,1799.75,,235111,S07,1781.25,1772.5,3,235111,18.5,19.75,8.0,True,8.0,
20070312,235727,1,1749.5,,235847,S07,1768.0,1767.0,3,235847,18.5,19.75,-1.75,True,-1.75,
20070313,236535,1,1751.5,,236655,S07,1770.0,1772.5,3,236655,18.5,19.75,1.75,True,1.75,
20070314,237529,1,1731.0,,237649,S07,1749.5,1744.5,3,237649,18.5,19.75,-5.75,True,-5.75,
20070315,238533,1,1747.25,,238653,S07,1765.75,1765.5,3,238653,18.5,19.75,-1.0,True,-1.0,
20070316,239472,-1,1782.75,,239592,S07,1764.25,1756.0,3,239592,18.5,19.75,7.5,True,7.5,
20070319,240162,-1,1791.5,,240282,S07,1773.0,1779.0,3,240282,18.5,19.75,-6.75,True,-6.75,
20070321,241495,-1,1810.75,,241615,S07,1792.25,1787.25,3,241615,18.5,19.75,4.25,True,4.25,
20070322,242400,-1,1843.0,,242520,S07,1824.5,1819.0,3,242520,18.5,19.75,4.75,True,4.75,
20070323,243165,1,1801.5,,243285,S07,1820.0,1818.75,3,243285,18.5,19.75,-2.0,True,-2.0,
20070328,244974,1,1781.75,,245094,S07,1800.25,1793.5,3,245094,18.5,19.75,-7.5,True,-7.5,
20070329,245889,-1,1818.0,,246009,S07,1799.5,1790.5,3,246009,18.5,19.75,8.25,True,8.25,
20070330,246765,-1,1808.0,,246885,S07,1789.5,1787.5,3,246885,18.5,19.75,1.25,True,1.25,
20070403,248368,1,1781.75,,248488,S07,1800.25,1815.0,3,248488,18.5,19.75,14.0,True,14.0,
20070404,249167,-1,1830.75,,249287,S07,1812.25,1817.0,3,249287,18.5,19.75,-5.5,True,-5.5,
20070409,250671,-1,1850.75,,250791,S07,1832.25,1829.25,3,250791,18.5,19.75,2.25,True,2.25,
20070411,252388,-1,1846.25,,252508,S07,1827.75,1818.5,3,252508,18.5,19.75,8.5,True,8.5,
20070412,253294,-1,1828.25,,253414,S07,1809.75,1820.75,3,253414,18.5,19.75,-11.75,True,-11.75,
20070413,254142,-1,1821.25,,-1,PV2_V7m,1820.25,1821.75,1,254174,1.0,2.25,-2.25,True,-2.25,
20070417,255723,-1,1867.0,,255843,S07,1848.5,1850.0,3,255843,18.5,19.75,-2.25,True,-2.25,
20070418,256555,1,1825.0,,256675,S07,1843.5,1846.0,3,256675,18.5,19.75,1.75,True,1.75,
20070419,257596,-1,1851.75,,257716,S07,1833.25,1845.5,3,257716,18.5,19.75,-13.0,True,-13.0,
20070420,258555,1,1848.75,,258675,S07,1867.25,1857.75,3,258675,18.5,19.75,-10.25,True,-10.25,
20070423,259308,-1,1879.5,,259428,S07,1861.0,1865.75,3,259428,18.5,19.75,-5.5,True,-5.5,
20070424,260212,-1,1886.25,,260332,S07,1867.75,1865.0,3,260332,18.5,19.75,2.0,True,2.0,
20070425,261134,-1,1896.0,,261254,S07,1877.5,1878.25,3,261254,18.5,19.75,-1.5,True,-1.5,
20070426,262120,1,1883.0,,262240,S07,1901.5,1901.0,3,262240,18.5,19.75,-1.25,True,-1.25,
20070427,262978,1,1882.5,,263098,S07,1901.0,1898.75,3,263098,18.5,19.75,-3.0,True,-3.0,
20070430,263730,-1,1917.75,,263850,S07,1899.25,1901.25,3,263850,18.5,19.75,-2.75,True,-2.75,
20070502,265465,1,1868.5,,265585,S07,1887.0,1897.0,3,265585,18.5,19.75,9.25,True,9.25,
20070504,267146,-1,1928.0,,267266,S07,1909.5,1910.75,3,267266,18.5,19.75,-2.0,True,-2.0,
20070507,267900,1,1889.25,,268020,S07,1907.75,1910.0,3,268020,18.5,19.75,1.5,True,1.5,
20070508,268797,-1,1915.0,,268917,S07,1896.5,1901.75,3,268917,18.5,19.75,-6.0,True,-6.0,
20070510,270473,-1,1923.75,,270593,S07,1905.25,1898.5,3,270593,18.5,19.75,6.0,True,6.0,
20070511,271420,1,1869.5,,271540,S07,1888.0,1900.75,3,271540,18.5,19.75,12.0,True,12.0,
20070515,273057,1,1879.0,,273177,S07,1897.5,1898.5,3,273177,18.5,19.75,0.25,True,0.25,
20070516,273974,1,1868.75,,274094,S07,1887.25,1881.75,3,274094,18.5,19.75,-6.25,True,-6.25,
20070518,275652,1,1880.5,,275772,S07,1899.0,1897.25,3,275772,18.5,19.75,-2.5,True,-2.5,
20070522,277229,1,1901.5,,277349,S07,1920.0,1916.0,3,277349,18.5,19.75,-4.75,True,-4.75,
20070523,278025,-1,1943.0,,278145,S07,1924.5,1926.75,3,278145,18.5,19.75,-3.0,True,-3.0,
20070524,278966,-1,1925.25,,279086,S07,1906.75,1887.5,3,279086,18.5,19.75,18.5,True,18.5,
20070529,280813,1,1903.5,,-1,PV2_V7m,1904.5,1903.0,1,280817,1.0,2.25,-2.25,True,-2.25,
20070530,281746,-1,1909.0,,281866,S07,1890.5,1901.75,3,281866,18.5,19.75,-12.0,True,-12.0,
20070531,282612,-1,1946.25,,282732,S07,1927.75,1928.5,3,282732,18.5,19.75,-1.5,True,-1.5,
20070601,283509,1,1920.5,,283629,S07,1939.0,1936.5,3,283629,18.5,19.75,-3.25,True,-3.25,
20070604,284256,1,1907.5,,284376,S07,1926.0,1933.0,3,284376,18.5,19.75,6.25,True,6.25,
