ins,epoch,cond,hour,n,bp,m,t,usd,years_pos
ES,2013-2019,A,4,1735,-0.3996841766546294,-0.02824647357843502,-1.1765597191753123,-4.661383285302594,3/7
ES,2013-2019,A,5,1735,0.17583400576341673,0.014367086377296725,0.5984370072427367,2.319884726224784,5/7
ES,2013-2019,A,6,1735,-0.47528621060915727,-0.0399462566039215,-1.6638946564960486,-6.455331412103747,2/7
ES,2013-2019,A,7,1738,0.028566201558187992,0.0020975323802089716,0.0874447136510358,0.18699654775604144,3/7
ES,2013-2019,A,8,1738,0.3153553027672185,0.019436108576433693,0.8102782893808582,1.7908515535097813,4/7
ES,2013-2019,A,9,1736,-1.4039242603396822,-0.056103621111719466,-2.337576073629913,-15.913018433179724,2/7
ES,2013-2019,A,10,1736,0.39565973849295183,0.015009210456972188,0.6253637564396918,3.2690092165898617,4/7
ES,2013-2019,A,11,1729,-0.7281015640295556,-0.031517274143401705,-1.3105275222386799,-9.731058415268942,2/7
ES,2013-2019,A,12,1730,-0.26653143569957244,-0.013931838728784727,-0.5794707115387441,-3.786127167630058,2/7
ES,2013-2019,A,13,1681,-0.23481526231783614,-0.012002743694731066,-0.4921124914839737,-3.725461035098156,2/7
ES,2013-2019,A,14,1679,-0.6065519637690164,-0.024843769766132607,-1.0179884344664154,-7.042882668254913,3/7
ES,2013-2019,A,15,1679,-1.1334201548553704,-0.04147480271382922,-1.6994550296473345,-13.676295413936867,2/7
ES,2013-2019,A,16,1680,-0.7456748626945725,-0.05646906199538945,-2.3145427922667037,-8.705357142857142,1/7
ES,2013-2019,A,19,1732,0.10315615398864823,0.010812332449706644,0.44998012751804956,0.9743071593533488,4/7
ES,2013-2019,A,20,1725,0.030532273931999834,0.002255164069563286,0.09366399837514915,-0.8115942028985508,4/7
ES,2013-2019,A,21,1725,0.2293219324320254,0.018232564987033968,0.7572552970175047,2.347826086956522,4/7
ES,2013-2019,A,22,1725,0.1577267116651396,0.013481202928902203,0.5599164097503004,1.5724637681159421,2/7
ES,2013-2019,A,23,1726,0.0036072375951433965,0.00042331074605799027,0.017586511047357447,-0.17381228273464658,4/7
ES,2013-2019,B,0,1763,0.11675159686688288,0.013636505160983858,0.5725708544003667,1.6023823028927964,4/7
ES,2013-2019,B,1,1772,-0.06215391743789919,-0.007304329846029114,-0.3074767170588311,-0.31743792325056436,4/7
ES,2013-2019,B,2,1772,0.5106552249250023,0.04511028191265062,1.8989231976757714,5.255361173814898,6/7
ES,2013-2019,B,3,1772,-0.3879862354584006,-0.02330900638536041,-0.9811956623467882,-5.7491534988713315,2/7
ES,2013-2019,B,4,1772,-0.2662227060414562,-0.018928985065607574,-0.7968180939135345,-1.4531602708803613,3/7
ES,2013-2019,B,5,1772,-0.16076610226378585,-0.013181648206738563,-0.5548831996183441,-0.952313769751693,2/7
ES,2013-2019,B,6,1772,0.005668069729598126,0.0004788709004295175,0.02015813297904668,0.31038374717832956,4/7
ES,2013-2019,B,7,1775,-0.2888399870522686,-0.021204140205970497,-0.89334630593469,-2.0985915492957745,2/7
ES,2013-2019,B,8,1775,1.1676216223422635,0.07211890419555976,3.038423441145717,11.295774647887324,5/7
ES,2013-2019,B,9,1773,-0.8490835229509647,-0.03407911141521877,-1.4349693673352877,-9.665820642978003,3/7
ES,2013-2019,B,10,1773,-0.020019564332781258,-0.0007609147567069839,-0.03203984263921558,-1.5651438240270727,2/7
ES,2013-2019,B,11,1765,-0.8422599589343077,-0.03671545800750705,-1.5424862631729623,-9.780453257790368,3/7
ES,2013-2019,B,12,1766,-0.3257494427064037,-0.017080636357805965,-0.7177932936385705,-4.728199320498301,3/7
ES,2013-2019,B,13,1716,-0.25078335145394254,-0.012892930730360706,-0.5340848896902824,-3.1104312354312356,3/7
ES,2013-2019,B,14,1714,0.2730212263649026,0.010870709633087419,0.45005263032972703,1.852392065344224,5/7
ES,2013-2019,B,15,1714,0.890243925986902,0.03169513240349067,1.3121937930733458,9.18173862310385,5/7
ES,2013-2019,B,16,1717,-0.024883834822017576,-0.001868994255430483,-0.07744495185336997,-1.0410599883517764,4/7
ES,2013-2019,B,19,1770,-0.2056185302442122,-0.021627635621391913,-0.9099042158117027,-2.598870056497175,3/7
ES,2013-2019,B,20,1763,0.4785089122658644,0.03544457864472925,1.4882502839906078,5.190017016449234,4/7
ES,2013-2019,B,21,1763,0.4568628320840149,0.03625469075477462,1.5222653470535323,5.197107203630176,5/7
ES,2013-2019,B,22,1763,-0.0427647714480409,-0.0036810362249604213,-0.1545596933761747,-1.1698808848553601,3/7
ES,2013-2019,B,23,1764,0.06790217621525126,0.008005248656396576,0.33622044356865616,0.6235827664399093,4/7
ES,2020-2026,A,0,1602,0.21637703586564397,0.013346259850282635,0.5341839463050239,2.520287141073658,3/7
ES,2020-2026,A,1,1599,0.5918582840107085,0.0407539138302785,1.62964704966589,12.78142589118199,6/7
ES,2020-2026,A,2,1599,0.20301352652096163,0.011139637328177474,0.4454462258965909,5.886491557223264,5/7
ES,2020-2026,A,3,1599,-0.27430153127620577,-0.012221584874442354,-0.48871060128901833,-4.8467792370231395,2/7
ES,2020-2026,A,4,1599,0.6373593405470059,0.030166822900559866,1.2062957717981422,14.008755472170106,5/7
