date,year,world,oid,label,resolved,day_pnl,minutes_since_open,risk_points,day_range_rel
20070412,2007,defer,20070412:PV2:+1:656,0.0,True,0.0,86.0,0.25,1.1971830985915493
20070430,2007,defer,20070430:PV2:-1:602,-3.0,True,0.0,32.0,1.5,0.6060606060606061
20070502,2007,defer,20070502:PV2:+1:612,-2.5,True,0.0,42.0,1.25,0.7878787878787878
20070510,2007,defer,20070510:PV2:-1:682,11.25,True,0.0,112.0,2.25,0.6754966887417219
20070515,2007,take,20070515:PV2:-1:884,0.0,True,0.25,314.0,3.5,1.3544303797468353
20070515,2007,defer,20070515:PV2:-1:884,-4.75,True,0.0,314.0,3.5,1.3544303797468353
20070524,2007,defer,20070524:PV2:-1:650,17.25,True,0.0,80.0,2.75,0.8074534161490683
20070614,2007,defer,20070614:PV2:+1:604,-2.75,True,0.0,34.0,1.75,0.7534246575342466
20070620,2007,defer,20070620:PV2:-1:604,-3.5,True,0.0,34.0,2.5,0.6293706293706294
20070702,2007,defer,20070702:PV2:+1:609,3.0,True,0.0,39.0,2.0,0.49473684210526314
20070720,2007,defer,20070720:PV2:-1:608,-3.0,True,0.0,38.0,1.5,0.7215189873417721
20070726,2007,defer,20070726:PV2:-1:681,-2.0,True,0.0,111.0,1.0,1.5294117647058822
20070803,2007,defer,20070803:PV2:-1:605,-8.75,True,0.0,35.0,7.5,0.7868852459016393
20070829,2007,defer,20070829:PV2:+1:661,-4.25,True,0.0,91.0,2.75,0.3746031746031746
20070904,2007,defer,20070904:PV2:+1:606,-3.75,True,0.0,36.0,2.75,0.515527950310559
20070907,2007,defer,20070907:PV2:-1:644,-4.0,True,0.0,74.0,2.75,0.4897959183673469
20070924,2007,defer,20070924:PV2:+1:635,-3.75,True,0.0,65.0,2.5,0.9157894736842105
20071004,2007,defer,20071004:PV2:-1:602,-3.75,True,0.0,32.0,2.25,0.7783783783783784
20071018,2007,defer,20071018:PV2:-1:606,-2.5,True,0.0,36.0,1.25,0.6214689265536724
20071019,2007,defer,20071019:PV2:-1:611,-3.5,True,0.0,41.0,2.0,1.2395833333333333
20071022,2007,defer,20071022:PV2:+1:605,-3.0,True,0.0,35.0,1.75,1.1683168316831682
20071108,2007,defer,20071108:PV2:-1:602,-6.0,True,0.0,32.0,4.5,0.7894736842105263
20071115,2007,defer,20071115:PV2:+1:615,-4.25,True,0.0,45.0,2.75,0.4183381088825215
20071116,2007,defer,20071116:PV2:-1:607,-5.5,True,0.0,37.0,4.75,0.6721311475409836
20071120,2007,defer,20071120:PV2:+1:608,-4.0,True,0.0,38.0,2.75,0.5714285714285714
20071120,2007,take,20071120:PV2:-1:876,-6.5,True,21.75,306.0,5.5,1.596638655462185
20071120,2007,defer,20071120:PV2:-1:876,-6.5,True,-4.0,306.0,5.5,1.596638655462185
20071126,2007,take,20071126:PV2:+1:605,-2.75,True,-19.75,35.0,1.5,0.48739495798319327
20071126,2007,defer,20071126:PV2:+1:605,-2.75,True,0.0,35.0,1.5,0.48739495798319327
20071128,2007,defer,20071128:PV2:+1:636,10.25,True,0.0,66.0,3.25,0.41711229946524064
20071206,2007,defer,20071206:PV2:+1:608,-2.25,True,0.0,38.0,1.25,0.3048128342245989
20071211,2007,take,20071211:PV2:-1:861,28.0,True,-1.75,291.0,5.5,0.9597523219814241
20071211,2007,defer,20071211:PV2:-1:861,28.0,True,0.0,291.0,5.5,0.9597523219814241
20071217,2007,defer,20071217:PV2:-1:612,-5.0,True,0.0,42.0,3.75,0.5702479338842975
20071218,2007,take,20071218:PV2:-1:722,-9.0,True,19.75,152.0,7.75,1.462809917355372
20071218,2007,defer,20071218:PV2:-1:722,-9.0,True,0.0,152.0,7.75,1.462809917355372
20080102,2008,defer,20080102:PV2:-1:648,31.25,True,0.0,78.0,3.0,0.7
20080107,2008,take,20080107:PV2:-1:626,-4.25,True,-19.75,56.0,3.0,1.0427350427350428
20080107,2008,defer,20080107:PV2:-1:626,-4.25,True,0.0,56.0,3.0,1.0427350427350428
20080109,2008,defer,20080109:PV2:+1:606,-3.0,True,0.0,36.0,2.0,0.8790322580645161
20080111,2008,defer,20080111:PV2:-1:606,-5.5,True,0.0,36.0,4.5,0.45384615384615384
20080122,2008,take,20080122:PV2:+1:608,-10.5,True,-19.75,38.0,9.25,1.3426966292134832
20080122,2008,defer,20080122:PV2:+1:608,-10.5,True,0.0,38.0,9.25,1.3426966292134832
20080124,2008,take,20080124:PV2:+1:603,-10.75,True,-19.75,33.0,9.5,0.6217616580310881
20080124,2008,defer,20080124:PV2:+1:603,-10.75,True,0.0,33.0,9.5,0.6217616580310881
20080219,2008,defer,20080219:PV2:-1:603,-2.5,True,0.0,33.0,1.25,0.3270440251572327
20080229,2008,take,20080229:PV2:-1:615,-3.75,True,-19.75,45.0,2.75,0.6851211072664359
20080229,2008,defer,20080229:PV2:-1:615,-3.75,True,0.0,45.0,2.75,0.6851211072664359
20080305,2008,defer,20080305:PV2:+1:606,-2.5,True,0.0,36.0,1.25,0.45674740484429066
20080307,2008,take,20080307:PV2:+1:602,-4.75,True,-19.75,32.0,3.25,0.8736462093862816
20080307,2008,defer,20080307:PV2:+1:602,-4.75,True,0.0,32.0,3.25,0.8736462093862816
20080312,2008,defer,20080312:PV2:+1:679,-3.25,True,0.0,109.0,2.0,0.770764119601329
20080314,2008,defer,20080314:PV2:-1:611,-7.75,True,0.0,41.0,6.25,1.7076411960132891
20080324,2008,defer,20080324:PV2:+1:608,19.0,True,0.0,38.0,3.5,0.6790123456790124
20080409,2008,defer,20080409:PV2:-1:602,-5.0,True,0.0,32.0,4.0,0.4630225080385852
20080416,2008,defer,20080416:PV2:+1:633,-4.75,True,0.0,63.0,3.5,0.5390070921985816
20080424,2008,defer,20080424:PV2:-1:604,-5.25,True,0.0,34.0,4.0,0.5923076923076923
20080424,2008,take,20080424:PV2:+1:720,11.75,True,-19.75,150.0,1.25,1.2
20080424,2008,defer,20080424:PV2:+1:720,11.75,True,-5.25,150.0,1.25,1.2
20080425,2008,defer,20080425:PV2:-1:611,-3.75,True,0.0,41.0,2.5,0.7396226415094339
20080501,2008,defer,20080501:PV2:+1:606,-1.75,True,0.0,36.0,0.5,0.7469879518072289
20080508,2008,defer,20080508:PV2:+1:689,-2.0,True,0.0,119.0,1.0,0.6268656716417911
20080512,2008,defer,20080512:PV2:+1:653,-3.0,True,0.0,83.0,1.75,0.6379310344827587
20080520,2008,defer,20080520:PV2:-1:609,-4.25,True,0.0,39.0,3.0,0.4043321299638989
20080527,2008,defer,20080527:PV2:+1:602,-10.5,True,0.0,32.0,9.25,0.5182481751824818
20080529,2008,defer,20080529:PV2:+1:603,-2.25,True,0.0,33.0,1.25,0.3582089552238806
20080602,2008,defer,20080602:PV2:-1:602,-2.25,True,0.0,32.0,1.0,0.42727272727272725
20080605,2008,defer,20080605:PV2:+1:602,12.25,True,0.0,32.0,1.5,0.6724137931034483
20080609,2008,defer,20080609:PV2:-1:602,-7.25,True,0.0,32.0,6.0,0.875
20080611,2008,defer,20080611:PV2:-1:604,10.25,True,0.0,34.0,1.5,0.4652777777777778
20080612,2008,defer,20080612:PV2:+1:605,-7.0,True,0.0,35.0,5.75,0.4605263157894737
20080616,2008,take,20080616:PV2:+1:821,-5.25,True,18.75,251.0,4.0,0.9937106918238994
20080616,2008,defer,20080616:PV2:+1:821,-5.25,True,0.0,251.0,4.0,0.9937106918238994
20080619,2008,take,20080619:PV2:+1:735,0.0,True,1.0,165.0,4.25,1.0460526315789473
20080619,2008,defer,20080619:PV2:+1:735,-5.5,True,0.0,165.0,4.25,1.0460526315789473
20080620,2008,defer,20080620:PV2:-1:602,5.25,True,0.0,32.0,5.75,0.5189873417721519
20080702,2008,take,20080702:PV2:-1:699,-2.5,True,20.25,129.0,1.25,0.6994219653179191
20080702,2008,defer,20080702:PV2:-1:699,-2.5,True,0.0,129.0,1.25,0.6994219653179191
20080715,2008,defer,20080715:PV2:-1:622,-7.0,True,0.0,52.0,5.5,0.6797752808988764
20080717,2008,take,20080717:PV2:-1:672,-2.25,True,-19.75,102.0,1.0,0.6927083333333334
20080717,2008,defer,20080717:PV2:-1:672,-2.25,True,0.0,102.0,1.0,0.6927083333333334
20080718,2008,defer,20080718:PV2:-1:604,-2.0,True,0.0,34.0,0.75,0.3989071038251366
20080729,2008,defer,20080729:PV2:+1:612,5.5,True,0.0,42.0,2.75,0.609375
20080801,2008,defer,20080801:PV2:-1:602,-5.5,True,0.0,32.0,4.5,1.0491803278688525
20080808,2008,take,20080808:PV2:+1:605,10.5,True,-19.75,35.0,2.0,0.5830903790087464
20080808,2008,defer,20080808:PV2:+1:605,10.5,True,0.0,35.0,2.0,0.5830903790087464
20080902,2008,take,20080902:PV2:-1:837,-4.75,True,5.5,267.0,3.5,1.8007380073800738
20080902,2008,defer,20080902:PV2:-1:837,-4.75,True,0.0,267.0,3.5,1.8007380073800738
20080909,2008,defer,20080909:PV2:+1:605,-2.5,True,0.0,35.0,1.5,0.5766423357664233
20080916,2008,defer,20080916:PV2:+1:664,-4.5,True,0.0,94.0,3.25,1.2554744525547445
20080922,2008,defer,20080922:PV2:-1:602,-5.25,True,0.0,32.0,4.0,0.4143646408839779
20080925,2008,take,20080925:PV2:+1:612,-5.5,True,-19.75,42.0,4.0,0.5023474178403756
20080925,2008,defer,20080925:PV2:+1:612,-5.5,True,0.0,42.0,4.0,0.5023474178403756
20080929,2008,defer,20080929:PV2:-1:602,17.25,True,0.0,32.0,6.5,1.0046948356807512
20081002,2008,defer,20081002:PV2:-1:605,2.25,True,0.0,35.0,5.25,0.5483146067415731
20081006,2008,defer,20081006:PV2:-1:603,21.5,True,0.0,33.0,7.0,0.6141078838174274
20081008,2008,defer,20081008:PV2:+1:605,-10.5,True,0.0,35.0,9.25,1.328125
20081015,2008,defer,20081015:PV2:-1:653,-5.0,True,0.0,83.0,3.75,0.3964757709251101
20081028,2008,take,20081028:PV2:+1:927,-6.5,True,15.25,357.0,5.0,0.9055555555555556
20081028,2008,defer,20081028:PV2:+1:927,-6.5,True,0.0,357.0,5.0,0.9055555555555556
20081110,2008,take,20081110:PV2:-1:762,-4.75,True,24.75,192.0,3.5,0.7297297297297297
20081110,2008,defer,20081110:PV2:-1:762,-4.75,True,0.0,192.0,3.5,0.7297297297297297
20081111,2008,defer,20081111:PV2:-1:606,-4.25,True,0.0,36.0,3.0,0.3706293706293706
20081120,2008,take,20081120:PV2:-1:609,-6.25,True,-19.75,39.0,5.25,0.396
20081120,2008,defer,20081120:PV2:-1:609,-6.25,True,0.0,39.0,5.25,0.396
20081124,2008,defer,20081124:PV2:+1:615,15.5,True,0.0,45.0,3.75,0.38
20081126,2008,defer,20081126:PV2:+1:624,-5.0,True,0.0,54.0,3.5,0.524731182795699
20081201,2008,defer,20081201:PV2:-1:605,-4.25,True,0.0,35.0,3.0,0.40948275862068967
20081205,2008,take,20081205:PV2:+1:886,-4.5,True,-19.75,316.0,3.25,1.1267605633802817
20081205,2008,defer,20081205:PV2:+1:886,-4.5,True,0.0,316.0,3.25,1.1267605633802817
20081215,2008,defer,20081215:PV2:-1:605,7.0,True,0.0,35.0,3.75,0.4342105263157895
20081222,2008,defer,20081222:PV2:-1:603,-5.0,True,0.0,33.0,3.75,0.4092071611253197
20081231,2008,defer,20081231:PV2:+1:605,-4.5,True,0.0,35.0,3.0,0.39296187683284456
20090102,2009,take,20090102:PV2:+1:639,11.25,True,-19.75,69.0,5.25,0.5882352941176471
20090102,2009,defer,20090102:PV2:+1:639,11.25,True,0.0,69.0,5.25,0.5882352941176471
20090107,2009,defer,20090107:PV2:-1:623,-2.5,True,0.0,53.0,1.0,0.5185185185185185
20090109,2009,defer,20090109:PV2:-1:608,-3.5,True,0.0,38.0,2.5,1.1646586345381527
20090112,2009,defer,20090112:PV2:-1:611,13.0,True,0.0,41.0,2.0,0.4738955823293173
20090113,2009,take,20090113:PV2:+1:605,-3.0,True,-19.75,35.0,1.5,0.6827309236947792
20090113,2009,defer,20090113:PV2:+1:605,-3.0,True,0.0,35.0,1.5,0.6827309236947792
20090114,2009,defer,20090114:PV2:-1:619,3.0,True,0.0,49.0,3.0,0.5863453815261044
20090120,2009,defer,20090120:PV2:-1:608,-4.0,True,0.0,38.0,3.25,1.0991735537190082
20090126,2009,defer,20090126:PV2:+1:608,,False,0.0,38.0,3.75,0.7407407407407407
20090129,2009,take,20090129:PV2:-1:791,0.0,True,0.25,221.0,1.25,0.6762589928057554
20090129,2009,defer,20090129:PV2:-1:791,-2.5,True,0.0,221.0,1.25,0.6762589928057554
20090130,2009,defer,20090130:PV2:-1:639,-2.25,True,0.0,69.0,1.25,0.8705035971223022
20090204,2009,take,20090204:PV2:+1:607,-2.0,True,-19.75,37.0,1.0,0.7222222222222222
20090204,2009,defer,20090204:PV2:+1:607,-2.0,True,0.0,37.0,1.0,0.7222222222222222
20090206,2009,defer,20090206:PV2:+1:611,-4.5,True,0.0,41.0,3.25,0.71280276816609
20090211,2009,defer,20090211:PV2:-1:639,-2.25,True,0.0,69.0,1.0,0.6845637583892618
20090218,2009,defer,20090218:PV2:-1:614,-4.5,True,0.0,44.0,3.0,0.6925795053003534
20090223,2009,defer,20090223:PV2:-1:603,18.0,True,0.0,33.0,2.25,0.5745454545454546
20090305,2009,defer,20090305:PV2:-1:685,-3.5,True,0.0,115.0,2.25,0.7246376811594203
20090306,2009,defer,20090306:PV2:-1:622,-5.5,True,0.0,52.0,4.25,0.8560606060606061
20090310,2009,take,20090310:PV2:+1:607,18.25,True,-19.75,37.0,5.5,0.6834532374100719
20090310,2009,defer,20090310:PV2:+1:607,18.25,True,0.0,37.0,5.5,0.6834532374100719
20090317,2009,take,20090317:PV2:+1:762,0.0,True,2.0,192.0,3.5,0.6618705035971223
20090317,2009,defer,20090317:PV2:+1:762,-4.5,True,0.0,192.0,3.5,0.6618705035971223
20090325,2009,defer,20090325:PV2:+1:606,-5.5,True,0.0,36.0,4.0,0.4523809523809524
20090330,2009,defer,20090330:PV2:-1:603,7.0,True,0.0,33.0,2.25,0.5066666666666667
20090331,2009,take,20090331:PV2:+1:856,-2.5,True,-1.0,286.0,1.25,0.5466666666666666
20090331,2009,defer,20090331:PV2:+1:856,-2.5,True,0.0,286.0,1.25,0.5466666666666666
20090402,2009,defer,20090402:PV2:+1:607,-2.5,True,0.0,37.0,1.25,0.47019867549668876
20090407,2009,defer,20090407:PV2:-1:604,-5.5,True,0.0,34.0,4.25,0.45484949832775917
20090409,2009,take,20090409:PV2:+1:611,-2.25,True,-19.75,41.0,0.75,0.7698744769874477
20090409,2009,defer,20090409:PV2:+1:611,-2.25,True,0.0,41.0,0.75,0.7698744769874477
20090416,2009,take,20090416:PV2:+1:903,-2.5,True,3.0,333.0,1.25,1.2300884955752212
20090416,2009,defer,20090416:PV2:+1:903,-2.5,True,0.0,333.0,1.25,1.2300884955752212
20090421,2009,defer,20090421:PV2:+1:607,-3.0,True,0.0,37.0,1.75,0.8495575221238938
20090422,2009,defer,20090422:PV2:+1:606,10.5,True,0.0,36.0,4.0,1.0884955752212389
20090424,2009,take,20090424:PV2:+1:702,-4.0,True,-19.75,132.0,2.75,0.9865470852017937
20090424,2009,defer,20090424:PV2:+1:702,-4.0,True,0.0,132.0,2.75,0.9865470852017937
20090430,2009,defer,20090430:PV2:+1:616,-1.75,True,0.0,46.0,0.75,0.8161434977578476
20090504,2009,defer,20090504:PV2:+1:618,-3.25,True,0.0,48.0,2.0,0.6367713004484304
20090506,2009,defer,20090506:PV2:-1:642,-5.25,True,0.0,72.0,3.75,1.309090909090909
20090507,2009,defer,20090507:PV2:-1:604,9.25,True,0.0,34.0,4.75,1.0909090909090908
20090512,2009,defer,20090512:PV2:-1:603,11.0,True,0.0,33.0,2.25,0.7965367965367965
20090518,2009,take,20090518:PV2:+1:773,0.0,True,2.0,203.0,0.75,0.9004329004329005
20090518,2009,defer,20090518:PV2:+1:773,-1.75,True,0.0,203.0,0.75,0.9004329004329005
20090519,2009,take,20090519:PV2:+1:895,-3.0,True,-19.75,325.0,1.5,1.0909090909090908
20090519,2009,defer,20090519:PV2:+1:895,-3.0,True,0.0,325.0,1.5,1.0909090909090908
20090520,2009,defer,20090520:PV2:+1:612,-3.5,True,0.0,42.0,2.25,0.6694214876033058
20090521,2009,defer,20090521:PV2:-1:667,-3.5,True,0.0,97.0,2.0,1.0082644628099173
20090526,2009,defer,20090526:PV2:+1:607,10.75,True,0.0,37.0,5.5,1.9504132231404958
20090622,2009,take,20090622:PV2:-1:608,-1.75,True,-19.75,38.0,0.5,0.7649769585253456
20090622,2009,defer,20090622:PV2:-1:608,-1.75,True,0.0,38.0,0.5,0.7649769585253456
20090625,2009,defer,20090625:PV2:+1:607,11.75,True,0.0,37.0,2.5,1.0691244239631337
20090702,2009,defer,20090702:PV2:-1:604,-3.5,True,0.0,34.0,2.25,0.84
20090707,2009,defer,20090707:PV2:-1:608,11.75,True,0.0,38.0,1.75,0.6039603960396039
20090713,2009,defer,20090713:PV2:-1:608,-1.75,True,0.0,38.0,0.5,0.9175257731958762
20090713,2009,take,20090713:PV2:+1:697,1.75,True,-14.25,127.0,4.0,1.6494845360824741
20090713,2009,defer,20090713:PV2:+1:697,1.75,True,-1.75,127.0,4.0,1.6494845360824741
20090722,2009,defer,20090722:PV2:+1:607,-3.25,True,0.0,37.0,1.75,0.7052631578947368
20090723,2009,defer,20090723:PV2:+1:602,-3.25,True,0.0,32.0,1.5,0.8913043478260869
20090727,2009,defer,20090727:PV2:-1:619,-4.0,True,0.0,49.0,2.75,0.7789473684210526
20090730,2009,defer,20090730:PV2:+1:605,-2.5,True,0.0,35.0,1.25,0.7608695652173914
20090731,2009,defer,20090731:PV2:+1:653,-2.25,True,0.0,83.0,0.75,0.6847826086956522
20090805,2009,defer,20090805:PV2:-1:608,-3.75,True,0.0,38.0,2.5,0.978021978021978
20090806,2009,take,20090806:PV2:-1:607,-3.25,True,-19.75,37.0,2.0,0.945054945054945
20090806,2009,defer,20090806:PV2:-1:607,-3.25,True,0.0,37.0,2.0,0.945054945054945
20090812,2009,defer,20090812:PV2:+1:605,-3.5,True,0.0,35.0,2.0,1.348314606741573
20090814,2009,defer,20090814:PV2:-1:604,5.25,True,0.0,34.0,2.25,1.0404624277456647
20090818,2009,take,20090818:PV2:+1:768,-2.25,True,4.75,198.0,1.0,0.7513812154696132
20090818,2009,defer,20090818:PV2:+1:768,-2.25,True,0.0,198.0,1.0,0.7513812154696132
20090820,2009,defer,20090820:PV2:+1:602,-3.0,True,0.0,32.0,1.75,0.9060773480662984
20090827,2009,defer,20090827:PV2:-1:616,-2.25,True,0.0,46.0,1.0,1.244186046511628
20090901,2009,take,20090901:PV2:-1:695,-5.25,True,-19.75,125.0,4.25,2.134831460674157
20090901,2009,defer,20090901:PV2:-1:695,-5.25,True,0.0,125.0,4.25,2.134831460674157
20090928,2009,defer,20090928:PV2:+1:608,8.25,True,0.0,38.0,3.5,1.123456790123457
20090930,2009,defer,20090930:PV2:-1:605,-3.5,True,0.0,35.0,2.25,1.7710843373493976
20091006,2009,defer,20091006:PV2:+1:606,-4.25,True,0.0,36.0,2.75,1.0340909090909092
20091016,2009,defer,20091016:PV2:-1:607,-5.0,True,0.0,37.0,3.75,0.7840909090909091
20091019,2009,take,20091019:PV2:+1:696,2.5,True,-16.25,126.0,1.5,1.0340909090909092
20091019,2009,defer,20091019:PV2:+1:696,2.5,True,0.0,126.0,1.5,1.0340909090909092
20091021,2009,defer,20091021:PV2:+1:613,-3.25,True,0.0,43.0,2.0,0.8839779005524862
20091023,2009,take,20091023:PV2:-1:819,-2.5,True,19.75,249.0,1.25,1.2596685082872927
20091023,2009,defer,20091023:PV2:-1:819,-2.5,True,0.0,249.0,1.25,1.2596685082872927
20091026,2009,defer,20091026:PV2:+1:608,-3.5,True,0.0,38.0,2.25,1.0582010582010581
20091027,2009,take,20091027:PV2:-1:606,-2.75,True,-19.75,36.0,2.0,1.3756613756613756
20091027,2009,defer,20091027:PV2:-1:606,-2.75,True,0.0,36.0,2.0,1.3756613756613756
20091028,2009,take,20091028:PV2:-1:660,-4.0,True,-19.75,90.0,3.0,1.0582010582010581
20091028,2009,defer,20091028:PV2:-1:660,-4.0,True,0.0,90.0,3.0,1.0582010582010581
20091105,2009,defer,20091105:PV2:+1:607,3.25,True,0.0,37.0,1.75,0.6435643564356436
20091116,2009,defer,20091116:PV2:+1:603,3.0,True,0.0,33.0,1.5,0.6889952153110048
20091118,2009,defer,20091118:PV2:-1:603,-3.75,True,0.0,33.0,2.5,0.5673076923076923
20091119,2009,defer,20091119:PV2:-1:607,-3.5,True,0.0,37.0,2.25,1.0392156862745099
20091123,2009,defer,20091123:PV2:+1:609,-1.5,True,0.0,39.0,0.5,0.883248730964467
20091126,2009,defer,20091126:PV2:-1:605,11.25,True,0.0,35.0,1.0,0.7613636363636364
20091127,2009,defer,20091127:PV2:+1:609,8.5,True,0.0,39.0,1.5,1.1704545454545454
20091202,2009,defer,20091202:PV2:+1:624,-2.5,True,0.0,54.0,1.25,0.6896551724137931
20091216,2009,defer,20091216:PV2:+1:605,-3.25,True,0.0,35.0,2.0,0.45121951219512196
20091217,2009,defer,20091217:PV2:-1:602,-5.5,True,0.0,32.0,4.25,0.926829268292683
20091221,2009,defer,20091221:PV2:+1:602,2.0,True,0.0,32.0,3.5,0.6341463414634146
20091224,2009,defer,20091224:PV2:+1:605,2.0,True,0.0,35.0,3.25,0.5660377358490566
20091230,2009,defer,20091230:PV2:+1:606,-2.25,True,0.0,36.0,1.25,0.6052631578947368
20100107,2010,defer,20100107:PV2:-1:603,-2.25,True,0.0,33.0,1.0,0.7424242424242424
20100115,2010,take,20100115:PV2:-1:602,10.25,True,-19.75,32.0,5.0,1.1603053435114503
20100115,2010,defer,20100115:PV2:-1:602,10.25,True,0.0,32.0,5.0,1.1603053435114503
20100120,2010,defer,20100120:PV2:-1:606,11.25,True,0.0,36.0,6.0,0.976
20100121,2010,take,20100121:PV2:-1:638,-4.5,True,-19.75,68.0,3.25,2.272
20100121,2010,defer,20100121:PV2:-1:638,-4.5,True,0.0,68.0,3.25,2.272
20100122,2010,defer,20100122:PV2:-1:614,-3.75,True,0.0,44.0,2.25,1.1468531468531469
20100128,2010,defer,20100128:PV2:-1:606,19.25,True,0.0,36.0,5.5,0.8936170212765957
20100201,2010,defer,20100201:PV2:+1:602,-2.25,True,0.0,32.0,1.0,0.42790697674418604
20100204,2010,defer,20100204:PV2:-1:602,9.5,True,0.0,32.0,2.5,0.7288135593220338
20100211,2010,take,20100211:PV2:+1:690,13.5,True,-19.75,120.0,2.0,0.8682170542635659
20100211,2010,defer,20100211:PV2:+1:690,13.5,True,0.0,120.0,2.0,0.8682170542635659
20100225,2010,defer,20100225:PV2:-1:604,-2.25,True,0.0,34.0,1.0,0.5555555555555556
20100301,2010,defer,20100301:PV2:+1:613,-3.0,True,0.0,43.0,1.75,0.6779661016949152
20100305,2010,defer,20100305:PV2:+1:621,-2.75,True,0.0,51.0,1.25,0.7375
20100310,2010,defer,20100310:PV2:+1:605,-2.0,True,0.0,35.0,0.75,0.5490196078431373
20100315,2010,defer,20100315:PV2:-1:681,-2.25,True,0.0,111.0,0.75,0.9933774834437086
20100322,2010,defer,20100322:PV2:+1:603,-3.0,True,0.0,33.0,1.5,1.12
20100401,2010,defer,20100401:PV2:+1:605,-2.5,True,0.0,35.0,1.0,0.8142857142857143
20100405,2010,defer,20100405:PV2:+1:604,5.0,True,0.0,34.0,2.25,0.8666666666666667
20100407,2010,take,20100407:PV2:-1:914,-3.5,True,-4.0,344.0,2.0,0.9620253164556962
20100407,2010,defer,20100407:PV2:-1:914,-3.5,True,0.0,344.0,2.0,0.9620253164556962
20100408,2010,defer,20100408:PV2:-1:603,-3.5,True,0.0,33.0,2.0,0.5569620253164557
20100422,2010,take,20100422:PV2:+1:928,-2.0,True,-3.75,358.0,1.0,2.1392405063291138
20100422,2010,defer,20100422:PV2:+1:928,-2.0,True,0.0,358.0,1.0,2.1392405063291138
20100423,2010,defer,20100423:PV2:+1:606,-3.5,True,0.0,36.0,2.25,0.5822784810126582
20100428,2010,defer,20100428:PV2:-1:606,-2.0,True,0.0,36.0,0.75,0.9493670886075949
20100429,2010,defer,20100429:PV2:+1:603,-4.25,True,0.0,33.0,3.0,0.5061728395061729
20100430,2010,defer,20100430:PV2:-1:609,-3.5,True,0.0,39.0,2.25,0.8395061728395061
20100503,2010,defer,20100503:PV2:+1:614,-4.5,True,0.0,44.0,3.25,0.6012269938650306
20100504,2010,defer,20100504:PV2:-1:604,15.25,True,0.0,34.0,4.5,1.1901840490797546
20100512,2010,defer,20100512:PV2:+1:604,-5.25,True,0.0,34.0,4.0,0.5447154471544715
20100514,2010,defer,20100514:PV2:-1:607,-6.25,True,0.0,37.0,5.0,0.9699248120300752
20100520,2010,defer,20100520:PV2:-1:619,-3.0,True,0.0,49.0,1.75,0.47592067988668557
20100526,2010,defer,20100526:PV2:+1:610,-2.75,True,0.0,40.0,1.5,0.5779036827195467
20100604,2010,take,20100604:PV2:-1:893,-5.75,True,0.0,323.0,4.5,1.080332409972299
20100604,2010,defer,20100604:PV2:-1:893,-5.75,True,0.0,323.0,4.5,1.080332409972299
20100609,2010,defer,20100609:PV2:+1:692,-2.25,True,0.0,122.0,1.25,0.6703601108033241
20100610,2010,defer,20100610:PV2:+1:606,-3.25,True,0.0,36.0,2.0,0.49056603773584906
20100615,2010,defer,20100615:PV2:+1:605,-5.75,True,0.0,35.0,4.5,0.5232558139534884
20100621,2010,take,20100621:PV2:-1:924,-2.0,True,8.0,354.0,1.0,1.4097222222222223
20100621,2010,defer,20100621:PV2:-1:924,-2.0,True,0.0,354.0,1.0,1.4097222222222223
20100623,2010,defer,20100623:PV2:-1:607,-6.5,True,0.0,37.0,5.25,0.7074829931972789
20100629,2010,defer,20100629:PV2:-1:604,-9.0,True,0.0,34.0,7.5,0.9236111111111112
20100712,2010,defer,20100712:PV2:+1:604,-2.25,True,0.0,34.0,1.0,0.6356589147286822
20100716,2010,defer,20100716:PV2:-1:612,-1.75,True,0.0,42.0,0.5,0.9917355371900827
20100722,2010,defer,20100722:PV2:+1:611,-4.5,True,0.0,41.0,3.0,0.7768595041322314
20100729,2010,defer,20100729:PV2:-1:686,4.0,True,0.0,116.0,1.0,1.1025641025641026
20100803,2010,defer,20100803:PV2:-1:607,-4.5,True,0.0,37.0,3.25,0.6324786324786325
20100810,2010,defer,20100810:PV2:-1:606,-1.75,True,0.0,36.0,0.5,0.7012987012987013
20100811,2010,defer,20100811:PV2:-1:603,-2.0,True,0.0,33.0,0.5,0.6724890829694323
20100817,2010,defer,20100817:PV2:+1:665,7.25,True,0.0,95.0,2.0,0.5517241379310345
20100819,2010,defer,20100819:PV2:-1:610,-2.5,True,0.0,40.0,1.0,0.8017241379310345
20100824,2010,defer,20100824:PV2:-1:606,-4.75,True,0.0,36.0,3.5,0.7672413793103449
20100915,2010,take,20100915:PV2:+1:929,-2.0,True,-8.25,359.0,0.75,0.9230769230769231
20100915,2010,defer,20100915:PV2:+1:929,-2.0,True,0.0,359.0,0.75,0.9230769230769231
20100920,2010,take,20100920:PV2:+1:626,-1.75,True,-19.75,56.0,0.5,0.8955223880597015
20100920,2010,defer,20100920:PV2:+1:626,-1.75,True,0.0,56.0,0.5,0.8955223880597015
20100928,2010,defer,20100928:PV2:-1:606,-4.25,True,0.0,36.0,3.0,1.5617977528089888
20101004,2010,defer,20101004:PV2:-1:691,-2.75,True,0.0,121.0,1.5,1.3932584269662922
20101005,2010,defer,20101005:PV2:+1:609,-2.5,True,0.0,39.0,1.25,0.8387096774193549
20101006,2010,defer,20101006:PV2:-1:630,-4.75,True,0.0,60.0,3.5,0.7715736040609137
