id,instrument,k,wait,horizon,stop,signals,no_entry,conflicts,unknown_outcomes,excluded_days,days,trades,total,mean_day,mean_trade,win_rate,max_drawdown,median_minutes
YM_k2_w30_h120_time,YM,2,30,120,time,4704,197,0,37,220,4895,4357,-128315.0,-26.213483146067414,-29.450309846224467,0.4599495065411981,153110.0,120.0
YM_k2_w60_h15_swing,YM,2,60,15,swing,4762,211,0,3,220,4895,4402,-71010.0,-14.506639427987743,-16.131303952748752,0.3784643343934575,75970.0,15.0
YM_k2_w60_h15_time,YM,2,60,15,time,4762,210,0,7,220,4895,4402,-72655.0,-14.842696629213483,-16.504997728305316,0.4311676510676965,81900.0,15.0
YM_k2_w60_h30_swing,YM,2,60,30,swing,4762,211,0,6,220,4895,4402,-56535.0,-11.549540347293156,-12.8430258973194,0.34120854157201275,77970.0,25.0
YM_k2_w60_h30_time,YM,2,60,30,time,4762,209,0,14,220,4895,4402,-60395.0,-12.338100102145045,-13.719900045433894,0.45047705588368925,84430.0,30.0
YM_k2_w60_h60_swing,YM,2,60,60,swing,4762,211,0,13,220,4895,4402,-62355.0,-12.738508682328908,-14.165152203543844,0.29940935938209906,80915.0,25.0
YM_k2_w60_h60_time,YM,2,60,60,time,4762,209,0,25,220,4895,4402,-84570.0,-17.276813074565883,-19.211721944570648,0.4629713766469786,101820.0,60.0
YM_k2_w60_h120_swing,YM,2,60,120,swing,4762,211,0,19,220,4895,4402,-91310.0,-18.653728294177732,-20.74284416174466,0.2505679236710586,99915.0,25.0
YM_k2_w60_h120_time,YM,2,60,120,time,4762,207,0,39,220,4895,4402,-122910.0,-25.10929519918284,-27.921399363925488,0.46092685143116763,157330.0,120.0
YM_k3_w10_h15_swing,YM,3,10,15,swing,3790,86,0,3,220,4895,3593,-55085.0,-11.253319713993871,-15.331199554689674,0.4082939048149179,56320.0,15.0
YM_k3_w10_h15_time,YM,3,10,15,time,3790,86,0,7,220,4895,3593,-55545.0,-11.34729315628192,-15.459226273309213,0.44503200667965487,58185.0,15.0
YM_k3_w10_h30_swing,YM,3,10,30,swing,3790,86,0,5,220,4895,3593,-33040.0,-6.749744637385087,-9.195658224325076,0.38491511271917617,41575.0,30.0
YM_k3_w10_h30_time,YM,3,10,30,time,3790,86,0,10,220,4895,3593,-35080.0,-7.166496424923391,-9.763428889507376,0.4756470915669357,40795.0,30.0
YM_k3_w10_h60_swing,YM,3,10,60,swing,3790,86,0,8,220,4895,3593,-23680.0,-4.837589376915219,-6.5905928193709995,0.33732257166713053,32045.0,31.0
YM_k3_w10_h60_time,YM,3,10,60,time,3790,86,0,19,220,4895,3593,-46460.0,-9.491317671092952,-12.930698580573337,0.4787086000556638,50785.0,60.0
YM_k3_w10_h120_swing,YM,3,10,120,swing,3790,86,0,13,220,4895,3593,-45435.0,-9.281920326864148,-12.645421653214584,0.2816587809629836,50195.0,31.0
YM_k3_w10_h120_time,YM,3,10,120,time,3790,85,0,28,220,4895,3593,-65560.0,-13.393258426966293,-18.24659059281937,0.47843028110214303,84375.0,120.0
YM_k3_w30_h15_swing,YM,3,30,15,swing,4325,117,0,3,220,4895,4080,-72520.0,-14.81511746680286,-17.774509803921568,0.408578431372549,76125.0,15.0
YM_k3_w30_h15_time,YM,3,30,15,time,4325,117,0,7,220,4895,4080,-76170.0,-15.560776302349336,-18.669117647058822,0.4345588235294118,80765.0,15.0
YM_k3_w30_h30_swing,YM,3,30,30,swing,4325,117,0,7,220,4895,4080,-57840.0,-11.816138917262514,-14.176470588235293,0.3840686274509804,68905.0,30.0
YM_k3_w30_h30_time,YM,3,30,30,time,4325,117,0,12,220,4895,4080,-66590.0,-13.603677221654749,-16.32107843137255,0.4556372549019608,74045.0,30.0
YM_k3_w30_h60_swing,YM,3,30,60,swing,4325,117,0,12,220,4895,4080,-47110.0,-9.624106230847804,-11.54656862745098,0.3477941176470588,62155.0,41.0
YM_k3_w30_h60_time,YM,3,30,60,time,4325,117,0,24,220,4895,4080,-74575.0,-15.234933605720123,-18.278186274509803,0.46838235294117647,86950.0,60.0
YM_k3_w30_h120_swing,YM,3,30,120,swing,4325,117,0,18,220,4895,4080,-69295.0,-14.156281920326863,-16.98406862745098,0.2928921568627451,77775.0,41.0
YM_k3_w30_h120_time,YM,3,30,120,time,4325,116,0,34,220,4895,4080,-95965.0,-19.604698672114402,-23.520833333333332,0.4698529411764706,116760.0,120.0
YM_k3_w60_h15_swing,YM,3,60,15,swing,4507,132,0,3,220,4895,4237,-76285.0,-15.584269662921349,-18.004484304932735,0.4085437809771064,79925.0,15.0
YM_k3_w60_h15_time,YM,3,60,15,time,4507,132,0,7,220,4895,4237,-79310.0,-16.202247191011235,-18.718432853434035,0.43261741798442294,83360.0,15.0
YM_k3_w60_h30_swing,YM,3,60,30,swing,4507,132,0,7,220,4895,4237,-59755.0,-12.2073544433095,-14.103139013452914,0.39131460939343876,70985.0,30.0
YM_k3_w60_h30_time,YM,3,60,30,time,4507,132,0,12,220,4895,4237,-70350.0,-14.371807967313586,-16.603729053575645,0.4569270710408308,78515.0,30.0
YM_k3_w60_h60_swing,YM,3,60,60,swing,4507,132,0,14,220,4895,4237,-56005.0,-11.44126659856997,-13.218078829360396,0.35189992919518526,73360.0,46.0
YM_k3_w60_h60_time,YM,3,60,60,time,4507,132,0,25,220,4895,4237,-86030.0,-17.575076608784475,-20.304460703327827,0.46353552041538826,101405.0,60.0
YM_k3_w60_h120_swing,YM,3,60,120,swing,4507,132,0,21,220,4895,4237,-88050.0,-17.987742594484168,-20.78121312249233,0.29738022185508617,101465.0,46.0
YM_k3_w60_h120_time,YM,3,60,120,time,4507,131,0,36,220,4895,4237,-123315.0,-25.19203268641471,-29.104319093698372,0.46093934387538354,143255.0,120.0
YM_k4_w10_h15_swing,YM,4,10,15,swing,2528,31,0,1,220,4895,2436,-32435.0,-6.626149131767109,-13.314860426929393,0.4154351395730706,43800.0,15.0
YM_k4_w10_h15_time,YM,4,10,15,time,2528,31,0,2,220,4895,2436,-30805.0,-6.293156281920327,-12.645730706075534,0.43472906403940886,41545.0,15.0
YM_k4_w10_h30_swing,YM,4,10,30,swing,2528,31,0,2,220,4895,2436,-27690.0,-5.65679264555669,-11.366995073891626,0.4039408866995074,36995.0,30.0
YM_k4_w10_h30_time,YM,4,10,30,time,2528,31,0,5,220,4895,2436,-20840.0,-4.257405515832482,-8.555008210180624,0.4729064039408867,26535.0,30.0
YM_k4_w10_h60_swing,YM,4,10,60,swing,2528,31,0,3,220,4895,2436,-6270.0,-1.2808988764044944,-2.5738916256157633,0.3784893267651888,27495.0,44.0
YM_k4_w10_h60_time,YM,4,10,60,time,2528,31,0,9,220,4895,2436,-13850.0,-2.829417773237998,-5.685550082101806,0.4880952380952381,36090.0,60.0
YM_k4_w10_h120_swing,YM,4,10,120,swing,2528,31,0,6,220,4895,2436,-13990.0,-2.8580183861082737,-5.7430213464696225,0.32142857142857145,34990.0,44.0
YM_k4_w10_h120_time,YM,4,10,120,time,2528,31,0,14,220,4895,2436,-14295.0,-2.9203268641470888,-5.8682266009852215,0.48316912972085385,52820.0,120.0
YM_k4_w30_h15_swing,YM,4,30,15,swing,3454,65,0,1,220,4895,3305,-60645.0,-12.389172625127681,-18.34947049924357,0.4175491679273828,67825.0,15.0
YM_k4_w30_h15_time,YM,4,30,15,time,3454,65,0,2,220,4895,3305,-63815.0,-13.036772216547497,-19.308623298033282,0.42995461422087744,70880.0,15.0
YM_k4_w30_h30_swing,YM,4,30,30,swing,3454,65,0,3,220,4895,3305,-53205.0,-10.869254341164453,-16.098335854765505,0.4139183055975794,62340.0,30.0
YM_k4_w30_h30_time,YM,4,30,30,time,3454,65,0,5,220,4895,3305,-52255.0,-10.675178753830439,-15.81089258698941,0.4635400907715582,59645.0,30.0
YM_k4_w30_h60_swing,YM,4,30,60,swing,3454,65,0,5,220,4895,3305,-40555.0,-8.284984678243106,-12.270801815431165,0.38940998487140693,54180.0,59.0
YM_k4_w30_h60_time,YM,4,30,60,time,3454,65,0,11,220,4895,3305,-49220.0,-10.055158324821246,-14.892586989409985,0.4771558245083207,60470.0,60.0
YM_k4_w30_h120_swing,YM,4,30,120,swing,3454,65,0,10,220,4895,3305,-69310.0,-14.159346271705822,-20.97125567322239,0.32829046898638425,84230.0,59.0
YM_k4_w30_h120_time,YM,4,30,120,time,3454,65,0,18,220,4895,3305,-88010.0,-17.979570990806945,-26.629349470499243,0.4629349470499244,108505.0,120.0
YM_k4_w60_h15_swing,YM,4,60,15,swing,3839,82,0,3,220,4895,3664,-68490.0,-13.991828396322779,-18.69268558951965,0.42330786026200873,74505.0,15.0
YM_k4_w60_h15_time,YM,4,60,15,time,3839,82,0,4,220,4895,3664,-72380.0,-14.786516853932584,-19.754366812227076,0.43367903930131,78310.0,15.0
YM_k4_w60_h30_swing,YM,4,60,30,swing,3839,82,0,6,220,4895,3664,-53435.0,-10.916241062308478,-14.583788209606986,0.42085152838427947,64445.0,30.0
YM_k4_w60_h30_time,YM,4,60,30,time,3839,82,0,8,220,4895,3664,-57110.0,-11.667007150153218,-15.5867903930131,0.46260917030567683,66560.0,30.0
YM_k4_w60_h60_swing,YM,4,60,60,swing,3839,82,0,9,220,4895,3664,-47205.0,-9.643513789581206,-12.883460698689957,0.39737991266375544,68245.0,60.0
YM_k4_w60_h60_time,YM,4,60,60,time,3839,82,0,15,220,4895,3664,-63935.0,-13.061287027579162,-17.449508733624455,0.4721615720524017,83540.0,60.0
YM_k4_w60_h120_swing,YM,4,60,120,swing,3839,82,0,14,220,4895,3664,-58850.0,-12.02247191011236,-16.061681222707424,0.34470524017467247,97790.0,71.0
YM_k4_w60_h120_time,YM,4,60,120,time,3839,82,0,22,220,4895,3664,-90730.0,-18.535240040858017,-24.762554585152838,0.4650655021834061,132445.0,120.0
